Neuron and StructuralCell SubClassOf Erythrocyte,  False.
Can CellByOrganism that is also Osteocyte be considered a subcategory of 'MioBlast'?,  False.
Can PhotoreceptorCell that is also PhotosyntheticCell be considered a subcategory of 'ChondroCyte'?,  False.
Can ChondroBlast that is also PlantCell be considered a subcategory of 'ChondroCyte'?,  False.
Can Cell that is also CellByOrganism be considered a subcategory of 'InMatureCell'?,  False.
Can AnimalCell that is also CellByClass be considered a subcategory of 'Neuron'?,  False.
Can CirculatingCell that is also InMatureCell be considered a subcategory of 'Miocyte'?,  False.
Can Cell that is also PlantCell be considered a subcategory of 'Miocyte'?,  False.
Can MatureCell that is also StructuralCell be considered a subcategory of 'Miocyte'?,  False.
Can Cell that is also ChondroBlast be considered a subcategory of 'Erythrocyte'?,  False.
Can MioBlast that is also PhotosyntheticCell be considered a subcategory of 'Osteocyte'?,  False.
Can ChondroBlast that is also ChondroCyte be considered a subcategory of 'LeafCell'?,  False.
Can Miocyte that is also PhotoreceptorCell be considered a subcategory of 'Osteocyte'?,  False.
Can ElectricallyActiveCell that is also PhotoreceptorCell be considered a subcategory of 'Osteocyte'?,  False.
Can CellByClass that is also ElectricallyActiveCell be considered a subcategory of 'Erythrocyte'?,  False.
Can ElectricallyActiveCell that is also PlantCell be considered a subcategory of 'AnimalCell'?,  False.
Can LeafCell that is also StructuralCell be considered a subcategory of 'Neuron'?,  False.
Can Cell that is also CellByDevelopmentStage be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can CellByOrganism that is also MatureCell be considered a subcategory of 'AnimalCell'?,  False.
Can Miocyte that is also PlantCell be considered a subcategory of 'Neuron'?,  False.
Can ChondroCyte that is also StructuralCell be considered a subcategory of 'ChondroBlast'?,  False.
Can AnimalCell that is also SclerenchymaCell be considered a subcategory of 'ChondroBlast'?,  False.
Can InMatureCell that is also Osteocyte be considered a subcategory of 'ChondroBlast'?,  False.
Can CellByOrganism that is also InMatureCell be considered a subcategory of 'MioBlast'?,  False.
Can MatureCell that is also PhotoreceptorCell be considered a subcategory of 'ChondroCyte'?,  False.
Can Cell that is also CirculatingCell be considered a subcategory of 'MioBlast'?,  False.
Can Cell that is also PhotosyntheticCell be considered a subcategory of 'MioBlast'?,  False.
Can CellByClass that is also CellByDevelopmentStage be considered a subcategory of 'StructuralCell'?,  False.
Can MioBlast that is also PhotoreceptorCell be considered a subcategory of 'Erythrocyte'?,  False.
Can ElectricallyActiveCell that is also Miocyte be considered a subcategory of 'Osteocyte'?,  False.
Can PhotosyntheticCell that is also SclerenchymaCell be considered a subcategory of 'AnimalCell'?,  False.
Can MatureCell that is also PhotosyntheticCell be considered a subcategory of 'AnimalCell'?,  False.
Can CirculatingCell that is also Erythrocyte be considered a subcategory of 'Osteocyte'?,  False.
Can AnimalCell that is also Neuron be considered a subcategory of 'Osteocyte'?,  False.
Can CellByDevelopmentStage that is also CirculatingCell be considered a subcategory of 'AnimalCell'?,  False.
Can CellByOrganism that is also CirculatingCell be considered a subcategory of 'Neuron'?,  False.
Can CellByOrganism that is also LeafCell be considered a subcategory of 'AnimalCell'?,  False.
Can Cell that is also ChondroBlast be considered a subcategory of 'Neuron'?,  False.
Can AnimalCell that is also MatureCell be considered a subcategory of 'Neuron'?,  False.
Can ChondroBlast that is also ElectricallyActiveCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can ElectricallyActiveCell that is also MioBlast be considered a subcategory of 'ChondroCyte'?,  False.
Can Erythrocyte that is also MioBlast be considered a subcategory of 'ChondroCyte'?,  False.
Can AnimalCell that is also MatureCell be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can CellByOrganism be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can AnimalCell that is also CirculatingCell be considered a subcategory of 'LeafCell'?,  False.
Can CellByDevelopmentStage that is also PlantCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can ChondroBlast that is also PhotosyntheticCell be considered a subcategory of 'LeafCell'?,  False.
Can ChondroCyte that is also CirculatingCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can Cell that is also MatureCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can CellByDevelopmentStage that is also InMatureCell be considered a subcategory of 'Neuron'?,  False.
Can Cell that is also MatureCell be considered a subcategory of 'PlantCell'?,  True,
Can Cell that is also MatureCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can Cell that is also MatureCell be considered a subcategory of 'LeafCell'?,  False.
Can Cell that is also MatureCell be considered a subcategory of 'Erythrocyte'?,  False.
Can CellByClass that is also InMatureCell be considered a subcategory of 'PlantCell'?,  True.
Can CellByClass that is also InMatureCell be considered a subcategory of 'LeafCell'?,  False.
Can CellByClass that is also InMatureCell be considered a subcategory of 'Erythrocyte'?,  False.
Can CellByClass that is also InMatureCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can CellByClass that is also InMatureCell be considered a subcategory of 'CirculatingCell'?,  False.
Can InMatureCell be considered a subcategory of 'PlantCell'?,  False.
Can CellByClass be considered a subcategory of 'PlantCell'?,  False.
Can CellByOrganism that is also MioBlast be considered a subcategory of 'PlantCell'?,  False.
Can ElectricallyActiveCell that is also Osteocyte be considered a subcategory of 'Miocyte'?,  False.
Can CellByDevelopmentStage that is also ChondroBlast be considered a subcategory of 'PlantCell'?,  False.
Can Erythrocyte that is also PhotosyntheticCell be considered a subcategory of 'Miocyte'?,  False.
Can Erythrocyte that is also SclerenchymaCell be considered a subcategory of 'Miocyte'?,  False.
Can LeafCell that is also Osteocyte be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can InMatureCell that is also StructuralCell be considered a subcategory of 'Erythrocyte'?,  False.
Can Cell that is also PhotoreceptorCell be considered a subcategory of 'Osteocyte'?,  False.
Can Cell that is also Miocyte be considered a subcategory of 'Osteocyte'?,  False.
Can ChondroCyte that is also MioBlast be considered a subcategory of 'Neuron'?,  False.
Can CellByClass that is also ChondroBlast be considered a subcategory of 'Osteocyte'?,  False.
Can LeafCell that is also SclerenchymaCell be considered a subcategory of 'Neuron'?,  False.
Can CirculatingCell that is also SclerenchymaCell be considered a subcategory of 'AnimalCell'?,  False.
Can CellByOrganism that is also Erythrocyte be considered a subcategory of 'ChondroBlast'?,  False.
Can MatureCell that is also Neuron be considered a subcategory of 'ChondroBlast'?,  False.
Can CirculatingCell that is also MioBlast be considered a subcategory of 'ChondroBlast'?,  False.
Can ElectricallyActiveCell that is also LeafCell be considered a subcategory of 'MioBlast'?,  False.
Can AnimalCell that is also ElectricallyActiveCell be considered a subcategory of 'MioBlast'?,  False.
Can Cell that is also PhotosyntheticCell be considered a subcategory of 'ChondroCyte'?,  False.
Can AnimalCell that is also Erythrocyte be considered a subcategory of 'MioBlast'?,  False.
Can LeafCell that is also StructuralCell be considered a subcategory of 'Osteocyte'?,  False.
Can ChondroBlast that is also StructuralCell be considered a subcategory of 'LeafCell'?,  False.
Can InMatureCell that is also Miocyte be considered a subcategory of 'Erythrocyte'?,  False.
Can CellByDevelopmentStage that is also ChondroCyte be considered a subcategory of 'Osteocyte'?,  False.
Can Cell that is also CellByOrganism be considered a subcategory of 'Erythrocyte'?,  False.
Can CellByClass that is also LeafCell be considered a subcategory of 'AnimalCell'?,  False.
Can LeafCell that is also PlantCell be considered a subcategory of 'AnimalCell'?,  False.
Can ChondroCyte that is also PhotosyntheticCell be considered a subcategory of 'Erythrocyte'?,  False.
Can InMatureCell that is also StructuralCell be considered a subcategory of 'AnimalCell'?,  True,
Can Erythrocyte that is also Osteocyte be considered a subcategory of 'Neuron'?,  False.
Can CellByOrganism that is also ChondroBlast be considered a subcategory of 'ChondroCyte'?,  False.
Can InMatureCell that is also PlantCell be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can PhotoreceptorCell that is also PlantCell be considered a subcategory of 'MioBlast'?,  False.
Can Erythrocyte that is also LeafCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can CellByClass that is also ElectricallyActiveCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can AnimalCell that is also Neuron be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can Osteocyte that is also StructuralCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can Neuron that is also StructuralCell be considered a subcategory of 'Miocyte'?,  False.
Can CellByDevelopmentStage be considered a subcategory of 'CirculatingCell'?,  False.
Can CellByOrganism that is also MioBlast be considered a subcategory of 'CellByClass'?,  True.
Can CellByOrganism that is also MioBlast be considered a subcategory of 'SclerenchymaCell'?,  False.
Can CellByOrganism that is also MioBlast be considered a subcategory of 'LeafCell'?,  False.
Can CellByOrganism that is also MioBlast be considered a subcategory of 'Erythrocyte'?,  False.
Can CellByOrganism that is also MioBlast be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can CellByOrganism that is also MioBlast be considered a subcategory of 'CirculatingCell'?,  False.
Can MioBlast be considered a subcategory of 'CellByClass'?,  False.
Can ElectricallyActiveCell that is also Miocyte be considered a subcategory of 'Neuron'?,  False.
Can AnimalCell that is also CellByDevelopmentStage be considered a subcategory of 'InMatureCell'?,  False.
Can CellByClass that is also ChondroBlast be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can CellByDevelopmentStage that is also CellByOrganism be considered a subcategory of 'InMatureCell'?,  False.
Can LeafCell that is also PhotosyntheticCell be considered a subcategory of 'Miocyte'?,  False.
Can Erythrocyte that is also Neuron be considered a subcategory of 'Miocyte'?,  False.
Can Cell that is also MioBlast be considered a subcategory of 'CellByClass'?,  True.
Can Cell that is also MioBlast be considered a subcategory of 'SclerenchymaCell'?,  False.
Can Cell that is also MioBlast be considered a subcategory of 'LeafCell'?,  False.
Can Cell that is also MioBlast be considered a subcategory of 'Erythrocyte'?,  False.
Can Cell that is also MioBlast be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can Cell that is also MioBlast be considered a subcategory of 'CirculatingCell'?,  False.
Can Cell that is also MioBlast be considered a subcategory of 'PlantCell'?,  False.
Can AnimalCell that is also Osteocyte be considered a subcategory of 'Miocyte'?,  False.
Can CellByClass that is also ChondroCyte be considered a subcategory of 'Miocyte'?,  False.
Can CellByOrganism that is also Neuron be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can Osteocyte that is also PhotosyntheticCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can MioBlast that is also PlantCell be considered a subcategory of 'LeafCell'?,  False.
Can MatureCell that is also PlantCell be considered a subcategory of 'Erythrocyte'?,  False.
Can CellByClass that is also CirculatingCell be considered a subcategory of 'LeafCell'?,  False.
Can AnimalCell that is also ElectricallyActiveCell be considered a subcategory of 'Erythrocyte'?,  False.
Can CellByDevelopmentStage that is also MioBlast be considered a subcategory of 'LeafCell'?,  False.
Can MioBlast that is also StructuralCell be considered a subcategory of 'Erythrocyte'?,  False.
Can ElectricallyActiveCell that is also PhotoreceptorCell be considered a subcategory of 'ChondroBlast'?,  False.
Can CellByClass that is also PhotoreceptorCell be considered a subcategory of 'ChondroBlast'?,  False.
Can PlantCell that is also SclerenchymaCell be considered a subcategory of 'MioBlast'?,  False.
Can AnimalCell that is also MioBlast be considered a subcategory of 'ChondroBlast'?,  False.
Can CirculatingCell that is also LeafCell be considered a subcategory of 'MioBlast'?,  False.
Can CellByDevelopmentStage that is also MatureCell be considered a subcategory of 'ChondroCyte'?,  False.
Can CirculatingCell that is also PlantCell be considered a subcategory of 'ChondroCyte'?,  False.
Can ChondroCyte that is also MioBlast be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can Cell that is also ElectricallyActiveCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can AnimalCell that is also MioBlast be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can InMatureCell that is also Neuron be considered a subcategory of 'Miocyte'?,  False.
Can Osteocyte that is also StructuralCell be considered a subcategory of 'Miocyte'?,  False.
Can CellByDevelopmentStage that is also PhotoreceptorCell be considered a subcategory of 'Miocyte'?,  False.
Can CellByClass that is also CellByDevelopmentStage be considered a subcategory of 'CellByOrganism'?,  False.
Can Cell be considered a subcategory of 'CellByOrganism'?,  False.
Can CellByClass that is also PhotosyntheticCell be considered a subcategory of 'Miocyte'?,  False.
Can ChondroBlast that is also Neuron be considered a subcategory of 'Osteocyte'?,  False.
Can InMatureCell that is also LeafCell be considered a subcategory of 'Erythrocyte'?,  False.
Can ChondroCyte that is also Miocyte be considered a subcategory of 'Neuron'?,  False.
Can InMatureCell that is also Osteocyte be considered a subcategory of 'Neuron'?,  False.
Can CellByClass be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can PhotosyntheticCell that is also SclerenchymaCell be considered a subcategory of 'ChondroBlast'?,  False.
Can AnimalCell that is also Neuron be considered a subcategory of 'ChondroBlast'?,  False.
Can CellByOrganism that is also PlantCell be considered a subcategory of 'MioBlast'?,  False.
Can CellByOrganism that is also Erythrocyte be considered a subcategory of 'MioBlast'?,  False.
Can Cell that is also MioBlast be considered a subcategory of 'ChondroCyte'?,  False.
Can AnimalCell that is also MatureCell be considered a subcategory of 'MioBlast'?,  False.
Can ChondroBlast that is also ElectricallyActiveCell be considered a subcategory of 'ChondroCyte'?,  False.
Can ElectricallyActiveCell that is also PhotoreceptorCell be considered a subcategory of 'MioBlast'?,  False.
Can ChondroBlast that is also PhotoreceptorCell be considered a subcategory of 'ChondroCyte'?,  False.
Can Cell that is also CellByDevelopmentStage be considered a subcategory of 'CellByClass'?,  True.
Can Cell that is also CellByDevelopmentStage be considered a subcategory of 'SclerenchymaCell'?,  False.
Can Cell that is also CellByDevelopmentStage be considered a subcategory of 'LeafCell'?,  False.
Can Cell that is also CellByDevelopmentStage be considered a subcategory of 'Erythrocyte'?,  False.
Can Cell that is also CellByDevelopmentStage be considered a subcategory of 'CirculatingCell'?,  True.
Can Cell be considered a subcategory of 'CirculatingCell'?,  False.
Can LeafCell that is also Osteocyte be considered a subcategory of 'ChondroBlast'?,  False.
Can MioBlast that is also Osteocyte be considered a subcategory of 'ChondroBlast'?,  False.
Can Cell that is also MatureCell be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can Neuron that is also StructuralCell be considered a subcategory of 'ChondroCyte'?,  False.
Can CellByDevelopmentStage that is also LeafCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can ChondroBlast that is also ChondroCyte be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can Neuron that is also PhotoreceptorCell be considered a subcategory of 'Erythrocyte'?,  False.
Can ChondroCyte that is also LeafCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can CellByClass that is also InMatureCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can Cell that is also StructuralCell be considered a subcategory of 'ChondroBlast'?,  False.
Can CellByClass that is also ChondroBlast be considered a subcategory of 'MioBlast'?,  False.
Can CellByDevelopmentStage that is also CellByOrganism be considered a subcategory of 'ChondroBlast'?,  False.
Can Osteocyte that is also SclerenchymaCell be considered a subcategory of 'ChondroCyte'?,  False.
Can CellByClass that is also Osteocyte be considered a subcategory of 'MioBlast'?,  False.
Can LeafCell that is also PhotosyntheticCell be considered a subcategory of 'ChondroCyte'?,  False.
Can InMatureCell that is also MioBlast be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can Neuron that is also PlantCell be considered a subcategory of 'ChondroCyte'?,  False.
Can Erythrocyte that is also InMatureCell be considered a subcategory of 'ChondroCyte'?,  False.
Can ChondroBlast that is also SclerenchymaCell be considered a subcategory of 'Miocyte'?,  False.
Can ElectricallyActiveCell that is also PhotosyntheticCell be considered a subcategory of 'Miocyte'?,  False.
Can CellByClass that is also SclerenchymaCell be considered a subcategory of 'Erythrocyte'?,  False.
Can CellByDevelopmentStage that is also MatureCell be considered a subcategory of 'Osteocyte'?,  False.
Can Cell that is also StructuralCell be considered a subcategory of 'Osteocyte'?,  False.
Can CellByDevelopmentStage that is also SclerenchymaCell be considered a subcategory of 'Neuron'?,  False.
Can CellByOrganism that is also LeafCell be considered a subcategory of 'Neuron'?,  False.
Can ChondroCyte that is also PlantCell be considered a subcategory of 'Osteocyte'?,  False.
Can ChondroCyte that is also MioBlast be considered a subcategory of 'ChondroBlast'?,  False.
Can CirculatingCell that is also ElectricallyActiveCell be considered a subcategory of 'ChondroBlast'?,  False.
Can CellByOrganism that is also ChondroBlast be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can CellByClass that is also Erythrocyte be considered a subcategory of 'MioBlast'?,  False.
Can PlantCell that is also StructuralCell be considered a subcategory of 'ChondroCyte'?,  False.
Can CellByOrganism that is also Neuron be considered a subcategory of 'ChondroCyte'?,  False.
Can Cell that is also InMatureCell be considered a subcategory of 'ChondroCyte'?,  False.
Can CellByClass that is also LeafCell be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can CirculatingCell that is also MatureCell be considered a subcategory of 'ChondroCyte'?,  False.
Can CellByOrganism that is also InMatureCell be considered a subcategory of 'CellByClass'?,  True.
Can CellByOrganism that is also InMatureCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can CellByOrganism that is also InMatureCell be considered a subcategory of 'LeafCell'?,  False.
Can CellByOrganism that is also InMatureCell be considered a subcategory of 'Erythrocyte'?,  False.
Can CellByOrganism that is also InMatureCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can CellByOrganism that is also InMatureCell be considered a subcategory of 'CirculatingCell'?,  False.
Can CellByOrganism that is also InMatureCell be considered a subcategory of 'PlantCell'?,  True.
Can CellByOrganism be considered a subcategory of 'PlantCell'?,  False.
Can CellByOrganism that is also SclerenchymaCell be considered a subcategory of 'Osteocyte'?,  False.
Can CellByDevelopmentStage that is also LeafCell be considered a subcategory of 'Erythrocyte'?,  False.
Can ElectricallyActiveCell that is also LeafCell be considered a subcategory of 'Neuron'?,  False.
Can MioBlast that is also StructuralCell be considered a subcategory of 'Neuron'?,  False.
Can ChondroBlast that is also InMatureCell be considered a subcategory of 'Neuron'?,  False.
Can CellByClass that is also CellByDevelopmentStage be considered a subcategory of 'InMatureCell'?,  False.
Can AnimalCell that is also ChondroCyte be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can ChondroCyte that is also SclerenchymaCell be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can CellByClass that is also CellByDevelopmentStage be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can CellByDevelopmentStage that is also CellByOrganism be considered a subcategory of 'SclerenchymaCell'?,  False.
Can InMatureCell that is also Osteocyte be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can CellByClass that is also MatureCell be considered a subcategory of 'Osteocyte'?,  False.
Can CellByClass that is also PlantCell be considered a subcategory of 'Erythrocyte'?,  False.
Can Cell that is also SclerenchymaCell be considered a subcategory of 'Erythrocyte'?,  False.
Can AnimalCell that is also CellByOrganism be considered a subcategory of 'InMatureCell'?,  False.
Can CellByClass that is also CirculatingCell be considered a subcategory of 'Miocyte'?,  False.
Can CirculatingCell that is also PlantCell be considered a subcategory of 'Miocyte'?,  False.
Can CellByDevelopmentStage that is also MioBlast be considered a subcategory of 'PlantCell'?,  False.
Can CellByDevelopmentStage that is also StructuralCell be considered a subcategory of 'Miocyte'?,  False.
Can CirculatingCell that is also PhotosyntheticCell be considered a subcategory of 'Erythrocyte'?,  False.
Can CellByClass that is also CellByOrganism be considered a subcategory of 'AnimalCell'?,  False.
Can CirculatingCell that is also PlantCell be considered a subcategory of 'Neuron'?,  False.
Can ChondroBlast that is also StructuralCell be considered a subcategory of 'Neuron'?,  False.
Can AnimalCell that is also MioBlast be considered a subcategory of 'Neuron'?,  False.
Can CellByDevelopmentStage that is also InMatureCell be considered a subcategory of 'CellByClass'?,  True.
Can CellByDevelopmentStage that is also InMatureCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can CellByDevelopmentStage that is also InMatureCell be considered a subcategory of 'LeafCell'?,  False.
Can CellByDevelopmentStage that is also InMatureCell be considered a subcategory of 'Erythrocyte'?,  False.
Can CellByDevelopmentStage that is also InMatureCell be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can CellByDevelopmentStage that is also InMatureCell be considered a subcategory of 'CirculatingCell'?,  False.
Can CellByDevelopmentStage that is also InMatureCell be considered a subcategory of 'PlantCell'?,  True.
Can CellByDevelopmentStage be considered a subcategory of 'PlantCell'?,  True,
Can CellByDevelopmentStage be considered a subcategory of 'SclerenchymaCell'?,  False.
Can CellByDevelopmentStage be considered a subcategory of 'LeafCell'?,  False.
Can CellByDevelopmentStage be considered a subcategory of 'Erythrocyte'?,  False.
Can CellByDevelopmentStage be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can CellByDevelopmentStage be considered a subcategory of 'AnimalCell'?,  False.
Can CellByDevelopmentStage be considered a subcategory of 'Cell'?,  True.
Can CellByDevelopmentStage be considered a subcategory of 'Cell that is also PlantCell'?,  False.
Can CellByDevelopmentStage be considered a subcategory of 'Miocyte'?,  False.
Can CellByDevelopmentStage be considered a subcategory of 'InMatureCell'?,  False.
Can CellByDevelopmentStage be considered a subcategory of 'Osteocyte'?,  False.
Can CellByDevelopmentStage be considered a subcategory of 'ChondroBlast'?,  False.
Can CellByDevelopmentStage be considered a subcategory of 'MioBlast'?,  False.
Can CellByDevelopmentStage be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can CellByDevelopmentStage be considered a subcategory of 'CellByOrganism'?,  False.
Can CellByDevelopmentStage be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can CellByDevelopmentStage be considered a subcategory of 'StructuralCell'?,  False.
Can CellByDevelopmentStage be considered a subcategory of 'Neuron'?,  False.
Can CellByDevelopmentStage be considered a subcategory of 'ChondroCyte'?,  False.
Can CellByOrganism that is also Miocyte be considered a subcategory of 'ChondroBlast'?,  False.
Can Neuron that is also PlantCell be considered a subcategory of 'ChondroBlast'?,  False.
Can Cell be considered a subcategory of 'MioBlast'?,  False.
Can CellByClass that is also InMatureCell be considered a subcategory of 'MioBlast'?,  False.
Can AnimalCell that is also StructuralCell be considered a subcategory of 'ChondroBlast'?,  False.
Can ChondroCyte that is also Miocyte be considered a subcategory of 'MioBlast'?,  False.
Can CellByDevelopmentStage that is also ChondroBlast be considered a subcategory of 'MioBlast'?,  False.
Can Osteocyte that is also PhotosyntheticCell be considered a subcategory of 'ChondroCyte'?,  False.
Can MioBlast that is also SclerenchymaCell be considered a subcategory of 'ChondroCyte'?,  False.
Can CellByClass be considered a subcategory of 'Cell'?,  True.
Can CellByClass be considered a subcategory of 'SclerenchymaCell'?,  False.
Can CellByClass be considered a subcategory of 'Erythrocyte'?,  False.
Can CellByClass be considered a subcategory of 'MatureCell'?,  False.
Can CellByClass be considered a subcategory of 'AnimalCell'?,  False.
Can CellByClass be considered a subcategory of 'Miocyte'?,  False.
Can CellByClass be considered a subcategory of 'InMatureCell'?,  False.
Can CellByClass be considered a subcategory of 'Osteocyte'?,  False.
Can CellByClass be considered a subcategory of 'ChondroBlast'?,  False.
Can CellByClass be considered a subcategory of 'CellByDevelopmentStage'?,  False.
Can CellByClass be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can CellByClass be considered a subcategory of 'CellByOrganism'?,  False.
Can CellByClass be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can CellByClass be considered a subcategory of 'StructuralCell'?,  False.
Can CellByClass be considered a subcategory of 'Neuron'?,  False.
Can CellByClass be considered a subcategory of 'ChondroCyte'?,  False.
Can CellByOrganism that is also Miocyte be considered a subcategory of 'Osteocyte'?,  False.
Can PhotosyntheticCell that is also SclerenchymaCell be considered a subcategory of 'Erythrocyte'?,  False.
Can ChondroBlast that is also ElectricallyActiveCell be considered a subcategory of 'AnimalCell'?,  True.
Can ChondroBlast that is also ElectricallyActiveCell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can ChondroBlast that is also ElectricallyActiveCell be considered a subcategory of 'LeafCell'?,  False.
Can ChondroBlast that is also ElectricallyActiveCell be considered a subcategory of 'Erythrocyte'?,  False.
Can ChondroBlast that is also ElectricallyActiveCell be considered a subcategory of 'CirculatingCell'?,  False.
Can ChondroBlast that is also ElectricallyActiveCell be considered a subcategory of 'PlantCell'?,  False.
Can ChondroBlast that is also ElectricallyActiveCell be considered a subcategory of 'MatureCell'?,  True.
Can ChondroBlast be considered a subcategory of 'MatureCell'?,  False.
Can MatureCell that is also StructuralCell be considered a subcategory of 'Osteocyte'?,  False.
Can MatureCell that is also MioBlast be considered a subcategory of 'Neuron'?,  False.
Can ElectricallyActiveCell that is also InMatureCell be considered a subcategory of 'Neuron'?,  False.
Can CellByOrganism that is also Erythrocyte be considered a subcategory of 'Neuron'?,  False.
Can CellByDevelopmentStage that is also StructuralCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can CellByClass that is also ElectricallyActiveCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can Cell that is also CellByDevelopmentStage be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can AnimalCell that is also Cell be considered a subcategory of 'SclerenchymaCell'?,  False.
Can ChondroBlast that is also ElectricallyActiveCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can AnimalCell that is also CirculatingCell be considered a subcategory of 'Erythrocyte'?,  False.
Can AnimalCell that is also PhotosyntheticCell be considered a subcategory of 'Osteocyte'?,  False.
Can Cell that is also CellByOrganism be considered a subcategory of 'StructuralCell'?,  True.
Can Cell that is also CellByOrganism be considered a subcategory of 'SclerenchymaCell'?,  False.
Can Cell that is also CellByOrganism be considered a subcategory of 'LeafCell'?,  False.
Can Cell that is also CellByOrganism be considered a subcategory of 'PhotosyntheticCell'?,  False.
Can Cell that is also CellByOrganism be considered a subcategory of 'CirculatingCell'?,  True.
Can CellByOrganism be considered a subcategory of 'CirculatingCell'?,  False.
Can InMatureCell that is also StructuralCell be considered a subcategory of 'ChondroBlast'?,  False.
Can ChondroBlast that is also CirculatingCell be considered a subcategory of 'Miocyte'?,  False.
Can ElectricallyActiveCell that is also MatureCell be considered a subcategory of 'Miocyte'?,  False.
Can MioBlast that is also SclerenchymaCell be considered a subcategory of 'ChondroBlast'?,  False.
Can AnimalCell that is also Neuron be considered a subcategory of 'MioBlast'?,  False.
Can Erythrocyte that is also PhotoreceptorCell be considered a subcategory of 'ChondroBlast'?,  False.
Can InMatureCell that is also PlantCell be considered a subcategory of 'MioBlast'?,  False.
Can CellByOrganism that is also LeafCell be considered a subcategory of 'MioBlast'?,  False.
Can ElectricallyActiveCell that is also PhotosyntheticCell be considered a subcategory of 'MioBlast'?,  False.
Can ChondroBlast that is also CirculatingCell be considered a subcategory of 'ChondroCyte'?,  False.
Can CellByOrganism that is also CirculatingCell be considered a subcategory of 'ChondroCyte'?,  False.
Can InMatureCell that is also PhotoreceptorCell be considered a subcategory of 'Erythrocyte'?,  False.
Can ChondroCyte that is also MioBlast be considered a subcategory of 'LeafCell'?,  False.
Can Cell that is also ElectricallyActiveCell be considered a subcategory of 'Erythrocyte'?,  False.
Can MioBlast that is also Neuron be considered a subcategory of 'Osteocyte'?,  False.
Can Miocyte that is also SclerenchymaCell be considered a subcategory of 'Neuron'?,  False.
Can Cell that is also PlantCell be considered a subcategory of 'Neuron'?,  False.
Can CellByClass that is also Erythrocyte be considered a subcategory of 'Neuron'?,  False.
Can Cell that is also ChondroBlast be considered a subcategory of 'ChondroCyte'?,  False.
Can MioBlast that is also PhotosyntheticCell be considered a subcategory of 'ElectricallyActiveCell'?,  False.
Can PhotosyntheticCell that is also StructuralCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can CirculatingCell that is also PlantCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can Neuron that is also PhotosyntheticCell be considered a subcategory of 'PhotoreceptorCell'?,  False.
Can PlantCell that is also SclerenchymaCell be considered a subcategory of 'LeafCell'?,  False.
Can AnimalCell that is also ChondroBlast be considered a subcategory of 'Osteocyte'?,  False.
