Can Animal that is also Backbone be considered a subcategory of 'Carnivore'?, **False
Backbone and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (eats some Animal) and (eats some Backbone) and (eats some (Bird and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Egg, TRUE
Backbone and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing and (eats some Animal) and (eats some Backbone) and (eats some (Bird and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Egg, True
Backbone and Plant and Reptile and Vertebrate and Water and Wing and Thing and (eats some Animal) and (eats some Backbone) and (eats some (Bird and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Egg, FALSE
Backbone and Meat and Reptile and Vertebrate and Water and Wing and Thing and (eats some Animal) and (eats some Backbone) and (eats some (Bird and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Egg, TRUE
Backbone and Meat and Vertebrate and Water and Wing and Thing and (eats some Animal) and (eats some Backbone) and (eats some (Bird and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Egg, FALSE
Backbone and Meat and Reptile and Water and Wing and Thing and (eats some Animal) and (eats some Backbone) and (eats some (Bird and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Egg, True.
Backbone and Meat and Reptile and Wing and Thing and (eats some Animal) and (eats some Backbone) and (eats some (Bird and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Egg, True.
Backbone and Meat and Reptile and Thing and (eats some Animal) and (eats some Backbone) and (eats some (Bird and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Egg, False.
Backbone and Meat and Reptile and Wing and Thing and (eats some Backbone) and (eats some Thing) and (eats some (Bird and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Egg, True
Backbone and Meat and Reptile and Wing and Thing and (eats some Thing) and (eats some (Bird and Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Egg, True.
Backbone and Meat and Reptile and Wing and Thing and (eats some Thing) and (eats some (Carnivore and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Egg, False.
Backbone and Meat and Reptile and Wing and Thing and (eats some Thing) and (eats some (Bird and Cat and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Egg, True
Backbone and Meat and Reptile and Wing and Thing and (eats some Thing) and (eats some (Bird and Elephant and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Egg, True
Backbone and Meat and Reptile and Wing and Thing and (eats some Thing) and (eats some (Bird and Herbivore and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Egg, True
Backbone and Meat and Reptile and Wing and Thing and (eats some Thing) and (eats some (Bird and Leg and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Egg, TRUE
Backbone and Meat and Reptile and Wing and Thing and (eats some Thing) and (eats some (Bird and Mammal and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Egg, True
Backbone and Meat and Reptile and Wing and Thing and (eats some Thing) and (eats some (Bird and Meat and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Egg, False.
Backbone and Meat and Reptile and Wing and Thing and (eats some Thing) and (eats some (Bird and Mammal and Plant and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Egg, True
Backbone and Meat and Reptile and Wing and Thing and (eats some Thing) and (eats some (Bird and Mammal and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Egg, TRUE
Backbone and Meat and Reptile and Wing and Thing and (eats some Thing) and (eats some (Bird and Mammal and Vertebrate and Water and Wing and Thing)) SubClassOf Egg, True
Backbone and Meat and Reptile and Wing and Thing and (eats some Thing) and (eats some (Bird and Mammal and Water and Wing and Thing)) SubClassOf Egg, True
Backbone and Meat and Reptile and Wing and Thing and (eats some Thing) and (eats some (Bird and Mammal and Wing and Thing)) SubClassOf Egg, FALSE
Backbone and Meat and Reptile and Wing and Thing and (eats some Thing) and (eats some (Bird and Mammal and Water and Thing)) SubClassOf Egg, TRUE
lives_in some Fish SubClassOf Fish, FALSE
Herbivore and Vertebrate SubClassOf Fish, False
Plant and Water SubClassOf Fish, FALSE
Water SubClassOf lives_in some Fish, FALSE
has_part some Herbivore SubClassOf Fish, FALSE
