Can Crop that is also MarinePlant be considered a subcategory of 'Arthropod'?, **False
Can MarineInvertebrate be considered a subcategory of 'Invertebrate'?, True
Can MarineInvertebrate be considered a subcategory of 'Animal that is also Invertebrate'?, TRUE
Can MarineInvertebrate be considered a subcategory of 'Anemone'?, **FALSE
Can MarineInvertebrate be considered a subcategory of 'Ciliate'?, **False
Can MarineInvertebrate be considered a subcategory of 'Zooplankton'?, **False
Can MarineInvertebrate be considered a subcategory of 'FloweringPlant'?, **False
Can MarineInvertebrate be considered a subcategory of 'Sporozoan'?, FALSE
Can MarineInvertebrate be considered a subcategory of 'IndigenousVegetation'?, False
Can MarineInvertebrate be considered a subcategory of 'Nutrient'?, **False
Can MarineInvertebrate be considered a subcategory of 'IndigenousSpecies'?, False
Can MarineInvertebrate be considered a subcategory of 'Conifer'?, **False
Can MarineInvertebrate be considered a subcategory of 'Yeast'?, **False
Can MarineInvertebrate be considered a subcategory of 'Mammal'?, False
Can MarineInvertebrate be considered a subcategory of 'Protist'?, FALSE
Can MarineInvertebrate be considered a subcategory of 'Centipede'?, FALSE
Can MarineInvertebrate be considered a subcategory of 'Crop'?, **False
Can MarineInvertebrate be considered a subcategory of 'Algae'?, **FALSE
Can MarineInvertebrate be considered a subcategory of 'Arthropod'?, TRUE
Can MarineInvertebrate be considered a subcategory of 'Animal that is also Arthropod that is also Invertebrate'?, TRUE
Can MarineInvertebrate be considered a subcategory of 'MarineBird'?, False
Can MarineInvertebrate be considered a subcategory of 'Chlorophyll'?, FALSE
Can MarineInvertebrate be considered a subcategory of 'Mollusk'?, False
Can MarineInvertebrate be considered a subcategory of 'Echinoderm'?, **False
Can MarineInvertebrate be considered a subcategory of 'Plant'?, **False
Can MarineInvertebrate be considered a subcategory of 'Amoebae'?, False
Can MarineInvertebrate be considered a subcategory of 'Insect'?, **False
Can MarineInvertebrate be considered a subcategory of 'Mold'?, **FALSE
Can MarineInvertebrate be considered a subcategory of 'Bacteria'?, **False
Can MarineInvertebrate be considered a subcategory of 'DeciduousVegetation'?, **False
Can MarineInvertebrate be considered a subcategory of 'Phytoplankton'?, **False
Can MarineInvertebrate be considered a subcategory of 'Animal that is also Arthropod that is also Invertebrate that is also MarineAnimal'?, **TRUE
Can Bird that is also Human be considered a subcategory of 'DominantSpecies'?, False
Can MarineAnimal that is also Pollen be considered a subcategory of 'FungiTaxonomy'?, **False
Can Crown that is also SlimeMold be considered a subcategory of 'ExoticVegetation'?, **False
Can Macroalgae that is also Sponge be considered a subcategory of 'Vertebrate'?, FALSE
Can EvergreenVegetation that is also MarineBird be considered a subcategory of 'Arachnid'?, False
Can DominantSpecies that is also Nutrient be considered a subcategory of 'MarineMicrobiota'?, **FALSE
Can Anemone that is also Canopy be considered a subcategory of 'Reptile'?, False
Can BlueGreenAlgae that is also Radiolarian be considered a subcategory of 'Mammal'?, False
Can Dairy that is also Mollusk be considered a subcategory of 'Liverwort'?, False
Can Coral that is also SlimeMold be considered a subcategory of 'Dairy'?, **False
Can ExoticSpecies that is also Flagellate be considered a subcategory of 'Pollen'?, **False
Can Ciliate be considered a subcategory of 'Foraminifer'?, **False
Can Mold that is also Roundworm be considered a subcategory of 'Mollusk'?, False
Can Dairy that is also MicrobiotaTaxonomy be considered a subcategory of 'Ciliate'?, **False
Can MarinePlant that is also Plant be considered a subcategory of 'MarineInvertebrate'?, **False
Can Invertebrate that is also MarineBird be considered a subcategory of 'Macrophyte'?, **False
Can Crustacean that is also Jellyfish be considered a subcategory of 'TreeRing'?, FALSE
Can Anemone that is also Fish be considered a subcategory of 'ExoticVegetation'?, False
Can Fern that is also Microbiota be considered a subcategory of 'Jellyfish'?, False
Can FloweringPlant that is also Liverwort be considered a subcategory of 'Moss'?, **FALSE
Can Echinoderm that is also VegetationSpecies be considered a subcategory of 'Crustacean'?, FALSE
Can Animal that is also MicrobiotaTaxonomy be considered a subcategory of 'Mushroom'?, **False
Can Livestock that is also Phytoplankton be considered a subcategory of 'Human'?, **False
Can Crustacean that is also Insect be considered a subcategory of 'Coral'?, **FALSE
Can Algae that is also SegmentedWorm be considered a subcategory of 'Diatom'?, **FALSE
Can IndigenousSpecies that is also Mushroom be considered a subcategory of 'Roundworm'?, **False
Can Arachnid that is also Millipede be considered a subcategory of 'BlueGreenAlgae'?, False
Can ExoticSpecies that is also Flagellate be considered a subcategory of 'Arthropod'?, **False
Can Coccolithophore that is also Mold be considered a subcategory of 'Flagellate'?, **False
Can Canopy that is also TreeRing be considered a subcategory of 'SlimeMold'?, False
Can EvergreenVegetation that is also Mammal be considered a subcategory of 'Canopy'?, False
Can Arthropod that is also Mollusk be considered a subcategory of 'VegetationCover'?, **False
Can Diatom that is also Plankton be considered a subcategory of 'Flatworm'?, **False
Can Flatworm that is also VegetationSpecies be considered a subcategory of 'IndigenousSpecies'?, FALSE
Can Macrophyte that is also Nutrient be considered a subcategory of 'Millipede'?, FALSE
Can Microbiota that is also Sporozoan be considered a subcategory of 'MarineBird'?, **False
Can Microbiota that is also Plankton be considered a subcategory of 'ExoticSpecies'?, **False
Can Bird that is also Flatworm be considered a subcategory of 'Crown'?, **FALSE
Can Fish that is also Macroalgae be considered a subcategory of 'MarineAnimal'?, FALSE
Can MarineMicrobiota that is also Yeast be considered a subcategory of 'Coccolithophore'?, False
Can BlueGreenAlgae that is also Liverwort be considered a subcategory of 'Nutrient'?, False
Can Conifer that is also Mollusk be considered a subcategory of 'Invertebrate'?, **False
Can ExoticVegetation that is also Protist be considered a subcategory of 'MarineMammal'?, FALSE
Can Centipede that is also Fern be considered a subcategory of 'DeciduousVegetation'?, False
Can Crustacean that is also Flagellate be considered a subcategory of 'Animal'?, **False
Can Animal that is also Ciliate be considered a subcategory of 'Diatom'?, FALSE
Can Macrophyte that is also Plant be considered a subcategory of 'Human'?, False
Can Foraminifer that is also Microalgae be considered a subcategory of 'Macroalgae'?, False.
Can Centipede that is also Millipede be considered a subcategory of 'Microbiota'?, **FALSE
Can Algae that is also DominantSpecies be considered a subcategory of 'Millipede'?, FALSE
Can Amphibian that is also Phytoplankton be considered a subcategory of 'MicrobiotaTaxonomy'?, **FALSE
Can Arachnid that is also Crustacean be considered a subcategory of 'Canopy'?, FALSE
Can Crown that is also ExoticVegetation be considered a subcategory of 'Arachnid'?, **FALSE
Can FungiTaxonomy that is also Zooplankton be considered a subcategory of 'Vertebrate'?, False
Can Crop that is also Plankton be considered a subcategory of 'MarinePlant'?, **False
Can Fish that is also Flatworm be considered a subcategory of 'MarineMicrobiota'?, False
Can Canopy that is also Plant be considered a subcategory of 'Bird'?, False
Can Foraminifer that is also Sponge be considered a subcategory of 'Algae'?, False
Can BlueGreenAlgae that is also Human be considered a subcategory of 'Plant'?, **False
Can MarinePlant that is also Mollusk be considered a subcategory of 'Sponge'?, **False
Can MarineBird that is also Vegetation be considered a subcategory of 'Amphibian'?, False
Can Crustacean that is also IndigenousVegetation be considered a subcategory of 'Poultry'?, **False
Can Flagellate that is also MarineBird be considered a subcategory of 'Radiolarian'?, FALSE
Can Amphibian that is also Ciliate be considered a subcategory of 'Echinoderm'?, **False
Can Coral that is also Liverwort be considered a subcategory of 'Fern'?, FALSE
Can Moss that is also VegetationSpecies be considered a subcategory of 'IndigenousVegetation'?, **TRUE
Can Dairy that is also Livestock be considered a subcategory of 'EvergreenVegetation'?, **False
Can MarineMammal that is also MarinePlant be considered a subcategory of 'Leaf'?, **FALSE
Can BlueGreenAlgae that is also MarineAnimal be considered a subcategory of 'Crustacean'?, False
Can MicrobiotaTaxonomy that is also Vertebrate be considered a subcategory of 'Sporozoan'?, False
Can Centipede that is also Ciliate be considered a subcategory of 'FungiTaxonomy'?, False
Can DominantSpecies that is also Invertebrate be considered a subcategory of 'ExoticVegetation'?, False
Can Flatworm that is also Nutrient be considered a subcategory of 'Vertebrate'?, **False
Can Anemone that is also Echinoderm be considered a subcategory of 'Arachnid'?, **FALSE
Can Pollen that is also VegetationCover be considered a subcategory of 'BlueGreenAlgae'?, False
Can Bird that is also FloweringPlant be considered a subcategory of 'MarinePlant'?, False
Can Fish that is also MicrobiotaTaxonomy be considered a subcategory of 'Sponge'?, FALSE
Can Crown that is also IndigenousVegetation be considered a subcategory of 'Yeast'?, False
Can Litter that is also Moss be considered a subcategory of 'VegetationSpecies'?, **FALSE
Can Crop that is also EvergreenVegetation be considered a subcategory of 'VegetationCover'?, **TRUE
Can MarinePlant that is also Sponge be considered a subcategory of 'Flatworm'?, **False
Can Microalgae that is also Reptile be considered a subcategory of 'Amphibian'?, **False
Can Arachnid that is also FungiTaxonomy be considered a subcategory of 'Algae'?, **FALSE
Can Arthropod that is also ExoticSpecies be considered a subcategory of 'Bacteria'?, False
Can Insect that is also Pollen be considered a subcategory of 'MarineBird'?, False
Can Bird that is also Coccolithophore be considered a subcategory of 'Protist'?, **False
Can MarineAnimal that is also Zooplankton be considered a subcategory of 'SlimeMold'?, **False
Can EvergreenVegetation that is also Vertebrate be considered a subcategory of 'FloweringPlant'?, **False
Can Moss that is also Sporozoan be considered a subcategory of 'Anemone'?, **False
Can Diatom that is also EvergreenVegetation be considered a subcategory of 'Vegetation'?, FALSE
Can Plankton that is also TreeRing be considered a subcategory of 'Zooplankton'?, FALSE
Can Echinoderm that is also Nutrient be considered a subcategory of 'Dairy'?, **False
Can Arachnid that is also Lichen be considered a subcategory of 'Chlorophyll'?, FALSE
Can Bacteria that is also ExoticSpecies be considered a subcategory of 'Fish'?, **False
Can Jellyfish that is also VegetationSpecies be considered a subcategory of 'Liverwort'?, FALSE
Can Fungi that is also IndigenousVegetation be considered a subcategory of 'Insect'?, **False
Can Bacteria that is also Chlorophyll be considered a subcategory of 'Plankton'?, **False
Can Arthropod that is also ExoticSpecies be considered a subcategory of 'Ciliate'?, **False
Can Dairy that is also Sponge be considered a subcategory of 'Livestock'?, **False
Can Leaf that is also Microalgae be considered a subcategory of 'Macrophyte'?, FALSE
Can Algae that is also Diatom be considered a subcategory of 'Amphibian'?, False
Can Crop that is also Zooplankton be considered a subcategory of 'Centipede'?, **False
Can Arachnid that is also Human be considered a subcategory of 'Bacteria'?, FALSE
Can FloweringPlant that is also Pollen be considered a subcategory of 'MarineAnimal'?, **False
Can Coral that is also Plankton be considered a subcategory of 'Livestock'?, FALSE
Can EvergreenVegetation that is also MarineMicrobiota be considered a subcategory of 'Fern'?, **FALSE
Can Coccolithophore that is also Insect be considered a subcategory of 'Leaf'?, FALSE
Can DominantSpecies that is also Mammal be considered a subcategory of 'ExoticSpecies'?, **False
Can Phytoplankton that is also VegetationSpecies be considered a subcategory of 'DeciduousVegetation'?, FALSE
Can Algae that is also MarineInvertebrate be considered a subcategory of 'Conifer'?, False
Can Invertebrate that is also Sporozoan be considered a subcategory of 'Pollen'?, **False
Can Bacteria that is also Macrophyte be considered a subcategory of 'MarineInvertebrate'?, **False
Can Dairy that is also SlimeMold be considered a subcategory of 'Invertebrate'?, FALSE
Can Fungi that is also Mold be considered a subcategory of 'Nutrient'?, False
Can Canopy that is also Lichen be considered a subcategory of 'Microalgae'?, **False
