HomocysteineLevel and ModerateMontgomeryAsbergDepressionRating SubClassOf GenotypeMeasure,  False.
DrugEfficacyMeasure and LowRemissionOddsRatio SubClassOf SimilarRemissionOddsRatio,  False.
SideEffectFrequency and _24HourBloodPressure SubClassOf HighRemission,  False.
NormalGeneExpression and WeigthDifference SubClassOf BiophysicalMeasure,  False for
MontgomeryAsbergDepressionRating and SatietyDecrease SubClassOf NormalGeneExpression,  False.
Gender and LowHamiltonDepressionScore SubClassOf BiologicalMeasure,  True (
AnxietyMeasure and MontgomeryAsbergDepressionMeasure SubClassOf ForcedExperiatoryVolume,  False.
SimilarDiseaseSusceptibilityOdds and Weigth SubClassOf ModerateReductionInMontgomeryAsbergDepressionRating,  False.
DrugEfficacy and MontgomeryAsbergDepressionRatingDifference SubClassOf HighRemission,  I cannot
ChildDepressionMeasure and SideEffectMeasure SubClassOf BiophysicalMeasure,  False.
ASAAConcentrationDifference and PharmacokineticMeasure SubClassOf ZeroRemission,  False.
HighRemission and LowReductionInMontgomeryAsbergDepressionRating SubClassOf BodyMassIndexDecrease,  False.
SimilarRemissionOddsRatio and TissueMeasure SubClassOf HighReductionInMontgomeryAsbergDepressionRating,  False.
HighReductionInHamiltonDepressionScore and ReninAngiotensinSystemMeasure SubClassOf LowRemission,  I cannot
EventFreeSurvivalTime and SideEffectRate SubClassOf HamiltonDepressionScoreDifference,  False.
GeneExpression and MontgomeryAsbergDepressionMeasure SubClassOf SimilarRemissionOddsRatio,  False.
BodyMassIndexDecrease and LipidProfile SubClassOf ChildDepressionScore,  False.
DoseFrequency and WeigthDifference SubClassOf BloodSerumProteinCount,  False.
Gender and HighRemission SubClassOf GenotypeMeasure,  False.
ASAAConcentrationDifference and BoneMineralDensity SubClassOf MontgomeryAsbergDepressionRatingDifference,  False.
IncreasedGeneExpression and PharmacodynamicMeasure SubClassOf DepressionMeasure,  False.
BiophysicalMeasure and _24HourBloodPressure SubClassOf HighDrugEfficacy,  False.
ElectrocardiogramQTInterval and HamiltonDepressionScoreDifference SubClassOf BoneMineralDensity,  False.
ChildDepressionScoreDifference and ERVisitFrequency SubClassOf MyocardialInfarctionFrequency,  False.
HighReductionInHamiltonDepressionScore and MontgomeryAsbergDepressionMeasure SubClassOf HighMontgomeryAsbergDepressionRating,  False.
ASAAConcentrationDecrease and ASAAMeasure SubClassOf WeightMeasure,  False.
BloodSerumProteinCount and ChildDepressionScore SubClassOf AirwayResponsivenessUsingMethacholine,  False.
HighRemissionOddsRatio and LowRemissionOddsRatio SubClassOf BodyMassIndexDifference,  False.
HighReductionInHamiltonAnxietyScore and HighRemissionOddsRatio SubClassOf HighReductionInChildDepressionScore,  I cannot
MontgomeryAsbergDepressionRating and PulmonaryFunctionMeasure SubClassOf LowReductionInHamiltonDepressionScore,  False.
ASAAConcentrationIncrease and SimilarDiseaseSusceptibilityOdds SubClassOf ChildDepressionMeasure,  False.
HighHamiltonDepressionScore and RemissionMeasure SubClassOf CognitiveMeasure,  True.
HighHamiltonDepressionScore and RemissionMeasure SubClassOf ChildDepressionScore,  False.
HighHamiltonDepressionScore and RemissionMeasure SubClassOf MolecularMeasure,  False.
HighHamiltonDepressionScore and RemissionMeasure SubClassOf RemissionFrequency,  False.
HighHamiltonDepressionScore and RemissionMeasure SubClassOf SatietyFrequency,  False.
HighHamiltonDepressionScore and RemissionMeasure SubClassOf ModerateReductionInHamiltonAnxietyScore,  False.
HighHamiltonDepressionScore and RemissionMeasure SubClassOf ASAAConcentrationIncrease,  False.
HighHamiltonDepressionScore and RemissionMeasure SubClassOf ERVisitFrequency,  False.
HighHamiltonDepressionScore and RemissionMeasure SubClassOf ForcedExperiatoryVolume,  False.
HighHamiltonDepressionScore and RemissionMeasure SubClassOf DailyBloodPressure,  False.
HighHamiltonDepressionScore and RemissionMeasure SubClassOf HighRemission,  False.
HighHamiltonDepressionScore and RemissionMeasure SubClassOf WeigthDifference,  False.
HighHamiltonDepressionScore and RemissionMeasure SubClassOf GeneExpressionDifference,  False.
HighHamiltonDepressionScore and RemissionMeasure SubClassOf ExerciseResponse,  False.
HighHamiltonDepressionScore and RemissionMeasure SubClassOf NeoplasmFrequency,  False.
HighHamiltonDepressionScore and RemissionMeasure SubClassOf GenotypeMeasure,  False.
HighHamiltonDepressionScore and RemissionMeasure SubClassOf HighReductionInMontgomeryAsbergDepressionRating,  False.
HighHamiltonDepressionScore and RemissionMeasure SubClassOf QualityOfLife,  True.
RemissionMeasure SubClassOf QualityOfLife,  True.
RemissionMeasure SubClassOf ChildDepressionScore,  False.
RemissionMeasure SubClassOf MolecularMeasure,  False.
RemissionMeasure SubClassOf RemissionFrequency,  False.
RemissionMeasure SubClassOf SatietyFrequency,  False.
RemissionMeasure SubClassOf ModerateReductionInHamiltonAnxietyScore,  False.
RemissionMeasure SubClassOf ASAAConcentrationIncrease,  False.
RemissionMeasure SubClassOf ERVisitFrequency,  False.
RemissionMeasure SubClassOf ForcedExperiatoryVolume,  False.
RemissionMeasure SubClassOf DailyBloodPressure,  False.
RemissionMeasure SubClassOf HighRemission,  False.
RemissionMeasure SubClassOf WeigthDifference,  False.
RemissionMeasure SubClassOf GeneExpressionDifference,  False.
RemissionMeasure SubClassOf ExerciseResponse,  False.
RemissionMeasure SubClassOf NeoplasmFrequency,  False.
RemissionMeasure SubClassOf GenotypeMeasure,  False.
RemissionMeasure SubClassOf HighReductionInMontgomeryAsbergDepressionRating,  I cannot
RemissionMeasure SubClassOf AirwayResponsivenessUsingMethacholine,  False.
RemissionMeasure SubClassOf HighReductionInHamiltonAnxietyScore,  I cannot
RemissionMeasure SubClassOf ModerateHamiltonDepressionScore,  False.
RemissionMeasure SubClassOf LowReductionInChildDepressionScore,  I cannot
RemissionMeasure SubClassOf BodyMassIndexDifference,  False.
RemissionMeasure SubClassOf HighHamiltonDepressionScore,  False.
RemissionMeasure SubClassOf HigherDiseaseSusceptibiltyOdds,  False.
RemissionMeasure SubClassOf ForcedVitalCapacity,  False.
RemissionMeasure SubClassOf HamiltonDepressionMeasure,  False.
RemissionMeasure SubClassOf PlasmaDrugConcentration,  False.
RemissionMeasure SubClassOf ElectrocardiogramQTInterval,  False.
RemissionMeasure SubClassOf PharmacokineticMeasure,  True.
RemissionMeasure SubClassOf PharmacokineticMeasure and QualityOfLife,  True (
RemissionMeasure SubClassOf LowMontgomeryAsbergDepressionRating,  False.
RemissionMeasure SubClassOf BiologicalMeasure,  True.
RemissionMeasure SubClassOf BiologicalMeasure and QualityOfLife,  True for
RemissionMeasure SubClassOf GeneExpressionMeasure,  False.
RemissionMeasure SubClassOf CellCount,  False.
RemissionMeasure SubClassOf ASAAMeasure,  True.
RemissionMeasure SubClassOf ASAAMeasure and QualityOfLife,  True for
RemissionMeasure SubClassOf PopulationVariation,  False.
RemissionMeasure SubClassOf MetabolicMeasure,  False.
RemissionMeasure SubClassOf TaxonomicMeasure,  False.
RemissionMeasure SubClassOf LowRemission,  False.
RemissionMeasure SubClassOf DrugClearance,  False.
RemissionMeasure SubClassOf ASAAConcentrationDifference,  False.
RemissionMeasure SubClassOf MontgomeryAsbergDepressionRatingDifference,  False.
RemissionMeasure SubClassOf ASAAConcentrationDecrease,  False.
RemissionMeasure SubClassOf ModerateMontgomeryAsbergDepressionRating,  False.
RemissionMeasure SubClassOf BodyMassIndexMeasure,  False.
RemissionMeasure SubClassOf IncreasedGeneExpression,  False.
RemissionMeasure SubClassOf PathogenCount,  False.
RemissionMeasure SubClassOf SimilarDiseaseSusceptibilityOdds,  False.
RemissionMeasure SubClassOf SatietyDifference,  False.
RemissionMeasure SubClassOf DiseaseFrequency,  False.
RemissionMeasure SubClassOf MontgomeryAsbergDepressionMeasure,  False.
RemissionMeasure SubClassOf CognitiveMeasure,  False.
RemissionMeasure SubClassOf ModerateReductionInMontgomeryAsbergDepressionRating,  False.
RemissionMeasure SubClassOf HighMontgomeryAsbergDepressionRating,  False.
RemissionMeasure SubClassOf WeightLoss,  True.
RemissionMeasure SubClassOf QualityOfLife and WeightLoss,  True,
RemissionMeasure SubClassOf Gender,  False.
RemissionMeasure SubClassOf HamiltonAnxietyScore,  False.
RemissionMeasure SubClassOf SatietyDecrease,  False.
RemissionMeasure SubClassOf Weigth,  False.
RemissionMeasure SubClassOf Race,  False.
RemissionMeasure SubClassOf WeigthGain,  False.
RemissionMeasure SubClassOf AsthmaFrequency,  False.
RemissionMeasure SubClassOf DecreasedGeneExpression,  True.
RemissionMeasure SubClassOf DecreasedGeneExpression and QualityOfLife and WeightLoss,  True for
RemissionMeasure SubClassOf PharmacodynamicMeasure,  False.
RemissionMeasure SubClassOf ModerateRemission,  False.
RemissionMeasure SubClassOf TissueMeasure,  False.
RemissionMeasure SubClassOf MontgomeryAsbergDepressionRating,  False.
RemissionMeasure SubClassOf HighReductionInChildDepressionScore,  I cannot
RemissionMeasure SubClassOf ZeroRemission,  False.
RemissionMeasure SubClassOf DoseFrequency,  False.
RemissionMeasure SubClassOf HamiltonAnxietyScoreDifference,  False.
RemissionMeasure SubClassOf DrugEfficacy,  False.
RemissionMeasure SubClassOf WeightMeasure,  False.
RemissionMeasure SubClassOf CoagulationProfile,  False.
RemissionMeasure SubClassOf LowReductionInHamiltonDepressionScore,  I cannot
RemissionMeasure SubClassOf BloodPressure,  False.
RemissionMeasure SubClassOf PulmonaryFunctionMeasure,  True.
RemissionMeasure SubClassOf PulmonaryFunctionMeasure and QualityOfLife and WeightLoss,  True for
RemissionMeasure SubClassOf SatietyIncrease,  False.
RemissionMeasure SubClassOf DiseaseSusceptibilityOdds,  False.
RemissionMeasure SubClassOf LowHamiltonDepressionScore,  False.
RemissionMeasure SubClassOf BoneMineralDensity,  False.
RemissionMeasure SubClassOf NormalGeneExpression,  False.
RemissionMeasure SubClassOf ReninAngiotensinSystemMeasure,  False.
RemissionMeasure SubClassOf BloodSerumProteinCount,  False.
RemissionMeasure SubClassOf AnxietyMeasure,  False.
RemissionMeasure SubClassOf HamiltonDepressionScore,  False.
RemissionMeasure SubClassOf SideEffectRate,  False.
RemissionMeasure SubClassOf DepressionMeasure,  True.
RemissionMeasure SubClassOf DepressionMeasure and QualityOfLife and WeightLoss,  True for
RemissionMeasure SubClassOf GeneExpression,  False.
RemissionMeasure SubClassOf Dose,  False.
RemissionMeasure SubClassOf SatietyMeasure,  False.
RemissionMeasure SubClassOf LowerDiseaseSusceptibilityOdds,  False.
RemissionMeasure SubClassOf SideEffectFrequency,  False.
RemissionMeasure SubClassOf MyocardialInfarctionFrequency,  False.
RemissionMeasure SubClassOf ZeroDrugEfficacy,  False.
RemissionMeasure SubClassOf Satiety,  False.
RemissionMeasure SubClassOf ClinicalOutcomeMeasure,  True.
RemissionMeasure SubClassOf ClinicalOutcomeMeasure and QualityOfLife and WeightLoss,  True for
RemissionMeasure SubClassOf LipidProfile,  False.
RemissionMeasure SubClassOf BodyMassIndexDecrease,  False.
RemissionMeasure SubClassOf HighDrugEfficacy,  False.
RemissionMeasure SubClassOf BodyMassIndexIncrease,  False.
RemissionMeasure SubClassOf _24HourBloodPressure,  False.
RemissionMeasure SubClassOf HighReductionInHamiltonDepressionScore,  I cannot
RemissionMeasure SubClassOf BodyMassIndex,  False.
RemissionMeasure SubClassOf DrugEfficacyMeasure,  False.
RemissionMeasure SubClassOf BiophysicalMeasure,  False.
RemissionMeasure SubClassOf ChildDepressionScoreDifference,  False.
RemissionMeasure SubClassOf LowReductionInHamiltonAnxietyScore,  I cannot
RemissionMeasure SubClassOf ChildDepressionMeasure,  False.
RemissionMeasure SubClassOf HamiltonDepressionScoreDifference,  False.
RemissionMeasure SubClassOf HighRemissionOddsRatio,  False.
RemissionMeasure SubClassOf LowDrugEfficacy,  False.
RemissionMeasure SubClassOf ErythromycinClearanceMeasure,  False.
RemissionMeasure SubClassOf LowReductionInMontgomeryAsbergDepressionRating,  I cannot
RemissionMeasure SubClassOf ModerateReductionInChildDepressionScore,  I cannot
RemissionMeasure SubClassOf ASAAConcentration,  False.
RemissionMeasure SubClassOf ModerateReductionInHamiltonDepressionScore,  False.
RemissionMeasure SubClassOf SimilarRemissionOddsRatio,  False.
RemissionMeasure SubClassOf EventFreeSurvivalTime,  False.
RemissionMeasure SubClassOf LowRemissionOddsRatio,  I cannot
RemissionMeasure SubClassOf HomocysteineLevel,  False.
RemissionMeasure SubClassOf SideEffectMeasure,  False.
RemissionMeasure SubClassOf RemissionOddsRatio,  False.
RemissionMeasure SubClassOf PharmacokineticMeasure and QualityOfLife and WeightLoss,  True for
RemissionMeasure SubClassOf BiologicalMeasure and QualityOfLife and WeightLoss,  True for
RemissionMeasure SubClassOf ASAAMeasure and QualityOfLife and WeightLoss,  True for
LowRemissionOddsRatio and ZeroDrugEfficacy SubClassOf LowDrugEfficacy,  True.
LowRemissionOddsRatio and ZeroDrugEfficacy SubClassOf ChildDepressionScore,  False.
LowRemissionOddsRatio and ZeroDrugEfficacy SubClassOf MolecularMeasure,  True.
ZeroDrugEfficacy SubClassOf MolecularMeasure,  True.
ZeroDrugEfficacy SubClassOf ChildDepressionScore,  False.
ZeroDrugEfficacy SubClassOf RemissionFrequency,  False.
ZeroDrugEfficacy SubClassOf SatietyFrequency,  False.
ZeroDrugEfficacy SubClassOf ModerateReductionInHamiltonAnxietyScore,  False.
ZeroDrugEfficacy SubClassOf ASAAConcentrationIncrease,  False.
ZeroDrugEfficacy SubClassOf ERVisitFrequency,  False.
ZeroDrugEfficacy SubClassOf ForcedExperiatoryVolume,  False.
ZeroDrugEfficacy SubClassOf DailyBloodPressure,  False.
ZeroDrugEfficacy SubClassOf HighRemission,  False.
ZeroDrugEfficacy SubClassOf WeigthDifference,  False.
ZeroDrugEfficacy SubClassOf GeneExpressionDifference,  False.
ZeroDrugEfficacy SubClassOf ExerciseResponse,  False.
ZeroDrugEfficacy SubClassOf NeoplasmFrequency,  False.
ZeroDrugEfficacy SubClassOf GenotypeMeasure,  False.
ZeroDrugEfficacy SubClassOf HighReductionInMontgomeryAsbergDepressionRating,  False.
ZeroDrugEfficacy SubClassOf QualityOfLife,  False.
ZeroDrugEfficacy SubClassOf AirwayResponsivenessUsingMethacholine,  False.
ZeroDrugEfficacy SubClassOf HighReductionInHamiltonAnxietyScore,  I cannot
ZeroDrugEfficacy SubClassOf ModerateHamiltonDepressionScore,  False.
ZeroDrugEfficacy SubClassOf LowReductionInChildDepressionScore,  I cannot
ZeroDrugEfficacy SubClassOf BodyMassIndexDifference,  False.
ZeroDrugEfficacy SubClassOf HighHamiltonDepressionScore,  False.
ZeroDrugEfficacy SubClassOf HigherDiseaseSusceptibiltyOdds,  False.
ZeroDrugEfficacy SubClassOf ForcedVitalCapacity,  False.
ZeroDrugEfficacy SubClassOf HamiltonDepressionMeasure,  I cannot
ZeroDrugEfficacy SubClassOf PlasmaDrugConcentration,  False.
ZeroDrugEfficacy SubClassOf ElectrocardiogramQTInterval,  False.
ZeroDrugEfficacy SubClassOf PharmacokineticMeasure,  True.
ZeroDrugEfficacy SubClassOf MolecularMeasure and PharmacokineticMeasure,  True,
ZeroDrugEfficacy SubClassOf LowMontgomeryAsbergDepressionRating,  False.
ZeroDrugEfficacy SubClassOf RemissionMeasure,  False.
ZeroDrugEfficacy SubClassOf BiologicalMeasure,  True.
ZeroDrugEfficacy SubClassOf BiologicalMeasure and MolecularMeasure and PharmacokineticMeasure,  True,
ZeroDrugEfficacy SubClassOf GeneExpressionMeasure,  False.
ZeroDrugEfficacy SubClassOf CellCount,  False.
ZeroDrugEfficacy SubClassOf ASAAMeasure,  False.
ZeroDrugEfficacy SubClassOf PopulationVariation,  False.
ZeroDrugEfficacy SubClassOf MetabolicMeasure,  False.
ZeroDrugEfficacy SubClassOf TaxonomicMeasure,  False.
ZeroDrugEfficacy SubClassOf LowRemission,  True.
ZeroDrugEfficacy SubClassOf BiologicalMeasure and LowRemission and MolecularMeasure and PharmacokineticMeasure,  True:
ZeroDrugEfficacy SubClassOf DrugClearance,  False.
ZeroDrugEfficacy SubClassOf ASAAConcentrationDifference,  False.
ZeroDrugEfficacy SubClassOf MontgomeryAsbergDepressionRatingDifference,  False.
ZeroDrugEfficacy SubClassOf ASAAConcentrationDecrease,  False.
ZeroDrugEfficacy SubClassOf ModerateMontgomeryAsbergDepressionRating,  False.
ZeroDrugEfficacy SubClassOf BodyMassIndexMeasure,  False.
ZeroDrugEfficacy SubClassOf IncreasedGeneExpression,  False.
ZeroDrugEfficacy SubClassOf PathogenCount,  False.
ZeroDrugEfficacy SubClassOf SimilarDiseaseSusceptibilityOdds,  False.
ZeroDrugEfficacy SubClassOf SatietyDifference,  False.
ZeroDrugEfficacy SubClassOf DiseaseFrequency,  False.
ZeroDrugEfficacy SubClassOf MontgomeryAsbergDepressionMeasure,  False.
ZeroDrugEfficacy SubClassOf CognitiveMeasure,  False.
ZeroDrugEfficacy SubClassOf ModerateReductionInMontgomeryAsbergDepressionRating,  False.
ZeroDrugEfficacy SubClassOf HighMontgomeryAsbergDepressionRating,  False.
ZeroDrugEfficacy SubClassOf WeightLoss,  False.
ZeroDrugEfficacy SubClassOf Gender,  False.
ZeroDrugEfficacy SubClassOf HamiltonAnxietyScore,  False.
ZeroDrugEfficacy SubClassOf SatietyDecrease,  False.
ZeroDrugEfficacy SubClassOf Weigth,  False.
ZeroDrugEfficacy SubClassOf Race,  False.
ZeroDrugEfficacy SubClassOf WeigthGain,  False.
ZeroDrugEfficacy SubClassOf AsthmaFrequency,  False.
