Crop and MarinePlant SubClassOf Arthropod,  False.
Crown SubClassOf Mushroom,  False.
Crown SubClassOf Fish,  True.
Crown SubClassOf Coccolithophore and Fish and Microalgae,  False.
Crown SubClassOf Reptile,  True.
Crown SubClassOf Coccolithophore and Microalgae and Reptile,  False.
Crown SubClassOf MarineAnimal,  True.
Crown SubClassOf Coccolithophore and MarineAnimal and Microalgae,  True.
Crown SubClassOf Macroalgae,  True.
Crown SubClassOf Coccolithophore and Macroalgae and MarineAnimal and Microalgae,  False.
Crown SubClassOf Foraminifer,  False.
Crown SubClassOf Dairy,  False.
Crown SubClassOf Liverwort,  False.
Crown SubClassOf Crustacean,  True.
Crown SubClassOf Coccolithophore and Crustacean and MarineAnimal and Microalgae,  False.
Crown SubClassOf Canopy,  False.
Crown SubClassOf Coral,  False.
Crown SubClassOf ExoticVegetation,  False.
Crown SubClassOf Macrophyte,  True.
Crown SubClassOf Coccolithophore and Macrophyte and MarineAnimal and Microalgae,  False.
Crown SubClassOf SegmentedWorm,  False.
Crown SubClassOf LivingThing,  True.
Crown SubClassOf Coccolithophore and LivingThing and MarineAnimal and Microalgae,  True.
Crown SubClassOf Bird,  True.
Crown SubClassOf Bird and Coccolithophore and LivingThing and MarineAnimal and Microalgae,  True\n
Crown SubClassOf Fern,  False.
Crown SubClassOf DominantSpecies,  False.
Crown SubClassOf BlueGreenAlgae,  False.
Crown SubClassOf EvergreenVegetation,  True.
Crown SubClassOf Bird and Coccolithophore and EvergreenVegetation and LivingThing and MarineAnimal and Microalgae,  False.
Crown SubClassOf TreeRing,  False.
Crown SubClassOf Vegetation,  False.
Crown SubClassOf ExoticSpecies,  False.
Crown SubClassOf Litter,  False.
Crown SubClassOf Jellyfish,  False.
Crown SubClassOf Invertebrate,  True.
Crown SubClassOf Bird and Coccolithophore and Invertebrate and LivingThing and MarineAnimal and Microalgae,  False.
Crown SubClassOf Anemone,  False.
Crown SubClassOf Ciliate,  False.
Crown SubClassOf Zooplankton,  False.
Crown SubClassOf FloweringPlant,  True.
Crown SubClassOf Bird and Coccolithophore and FloweringPlant and LivingThing and MarineAnimal and Microalgae,  False.
Crown SubClassOf Sporozoan,  True.
Crown SubClassOf Bird and Coccolithophore and LivingThing and MarineAnimal and Microalgae and Sporozoan,  False.
Crown SubClassOf IndigenousVegetation,  False.
Crown SubClassOf Nutrient,  False.
Crown SubClassOf IndigenousSpecies,  False.
Crown SubClassOf MarineInvertebrate,  True\n
Crown SubClassOf Bird and Coccolithophore and LivingThing and MarineAnimal and MarineInvertebrate and Microalgae,  True\n
Crown SubClassOf Conifer,  False.
Crown SubClassOf Yeast,  False.
Crown SubClassOf Mammal,  True.
Crown SubClassOf Bird and Coccolithophore and LivingThing and Mammal and MarineAnimal and MarineInvertebrate and Microalgae,  False.
Crown SubClassOf Protist,  False.
Crown SubClassOf Centipede,  False.
Crown SubClassOf Crop,  False.
Crown SubClassOf Algae,  False.
Crown SubClassOf Arthropod,  True.
Crown SubClassOf Arthropod and Bird and Coccolithophore and LivingThing and MarineAnimal and MarineInvertebrate and Microalgae,  True\n
Crown SubClassOf MarineBird,  True.
Crown SubClassOf Arthropod and Bird and Coccolithophore and LivingThing and MarineAnimal and MarineBird and MarineInvertebrate and Microalgae,  Here is
Crown SubClassOf Chlorophyll,  False.
Crown SubClassOf Mollusk,  True.
Crown SubClassOf Arthropod and Bird and Coccolithophore and LivingThing and MarineAnimal and MarineInvertebrate and Microalgae and Mollusk,  True\n
Crown SubClassOf Echinoderm,  True,
Crown SubClassOf Arthropod and Bird and Coccolithophore and Echinoderm and LivingThing and MarineAnimal and MarineInvertebrate and Microalgae and Mollusk,  False.
Crown SubClassOf Plant,  True,
Crown SubClassOf Arthropod and Bird and Coccolithophore and LivingThing and MarineAnimal and MarineInvertebrate and Microalgae and Mollusk and Plant,  True\n
Crown SubClassOf Amoebae,  False.
Crown SubClassOf Insect,  True.
Crown SubClassOf Arthropod and Bird and Coccolithophore and Insect and LivingThing and MarineAnimal and MarineInvertebrate and Microalgae and Mollusk and Plant,  Here is
Crown SubClassOf Mold,  False.
Crown SubClassOf Bacteria,  True\n
Crown SubClassOf Arthropod and Bacteria and Bird and Coccolithophore and LivingThing and MarineAnimal and MarineInvertebrate and Microalgae and Mollusk and Plant,  True:
Crown SubClassOf DeciduousVegetation,  False.
Crown SubClassOf Phytoplankton,  False.
Crown SubClassOf Arthropod and Bird and Coccolithophore and Fungi and LivingThing and MarineAnimal and MarineInvertebrate and Microalgae and Mollusk and Plant,  Here is
Crown SubClassOf Arachnid and Arthropod and Bird and Coccolithophore and LivingThing and MarineAnimal and MarineInvertebrate and Microalgae and Mollusk and Plant,  Here'
Crown SubClassOf Arthropod and Bird and Coccolithophore and Livestock and LivingThing and MarineAnimal and MarineInvertebrate and Microalgae and Mollusk and Plant,  False.
Crown SubClassOf Arthropod and Bird and Coccolithophore and FungiTaxonomy and LivingThing and MarineAnimal and MarineInvertebrate and Microalgae and Mollusk and Plant,  False.
Crown SubClassOf Arthropod and Bird and Coccolithophore and LivingThing and MarineAnimal and MarineInvertebrate and Microalgae and Mollusk and Plant and Vertebrate,  Here is
Crown SubClassOf Arthropod and Bird and Coccolithophore and Human and LivingThing and MarineAnimal and MarineInvertebrate and Microalgae and Mollusk and Plant,  False.
Crown SubClassOf Arthropod and Bird and Coccolithophore and LivingThing and MarineAnimal and MarineInvertebrate and MarineMicrobiota and Microalgae and Mollusk and Plant,  True\n
Crown SubClassOf Animal and Arthropod and Bird and Coccolithophore and LivingThing and MarineAnimal and MarineInvertebrate and MarineMicrobiota and Microalgae and Mollusk and Plant,  True.
Crown SubClassOf Animal and Arthropod and Bird and Coccolithophore and LivingThing and MarineAnimal and MarineInvertebrate and MarineMicrobiota and Microalgae and Mollusk and Plant and Poultry,  True\n
Crown SubClassOf Animal and Arthropod and Bird and Coccolithophore and LivingThing and MarineAnimal and MarineInvertebrate and MarineMammal and MarineMicrobiota and Microalgae and Mollusk and Plant and Poultry,  False.
Crown SubClassOf Amphibian and Animal and Arthropod and Bird and Coccolithophore and LivingThing and MarineAnimal and MarineInvertebrate and MarineMicrobiota and Microalgae and Mollusk and Plant and Poultry,  False.
Crown SubClassOf Animal and Arthropod and Bird and Coccolithophore and Fish and LivingThing and MarineAnimal and MarineInvertebrate and MarineMicrobiota and Microalgae and Mollusk and Plant and Poultry,  False.
Crown SubClassOf Animal and Arthropod and Bird and Coccolithophore and LivingThing and MarineAnimal and MarineInvertebrate and MarineMicrobiota and Microalgae and Mollusk and Plant and Poultry and Reptile,  True.
Crown SubClassOf Animal and Arthropod and Bird and Coccolithophore and LivingThing and Macroalgae and MarineAnimal and MarineInvertebrate and MarineMicrobiota and Microalgae and Mollusk and Plant and Poultry and Reptile,  False.
Crown SubClassOf Animal and Arthropod and Bird and Coccolithophore and Crustacean and LivingThing and MarineAnimal and MarineInvertebrate and MarineMicrobiota and Microalgae and Mollusk and Plant and Poultry and Reptile,  False.
Crown SubClassOf Animal and Arthropod and Bird and Coccolithophore and LivingThing and Macrophyte and MarineAnimal and MarineInvertebrate and MarineMicrobiota and Microalgae and Mollusk and Plant and Poultry and Reptile,  True.
Crown SubClassOf Animal and Arthropod and Bird and Coccolithophore and EvergreenVegetation and LivingThing and Macrophyte and MarineAnimal and MarineInvertebrate and MarineMicrobiota and Microalgae and Mollusk and Plant and Poultry and Reptile,  False.
Crown SubClassOf Animal and Arthropod and Bird and Coccolithophore and Invertebrate and LivingThing and Macrophyte and MarineAnimal and MarineInvertebrate and MarineMicrobiota and Microalgae and Mollusk and Plant and Poultry and Reptile,  False.
Crown SubClassOf Animal and Arthropod and Bird and Coccolithophore and FloweringPlant and LivingThing and Macrophyte and MarineAnimal and MarineInvertebrate and MarineMicrobiota and Microalgae and Mollusk and Plant and Poultry and Reptile,  False.
Crown SubClassOf Animal and Arthropod and Bird and Coccolithophore and LivingThing and Macrophyte and MarineAnimal and MarineInvertebrate and MarineMicrobiota and Microalgae and Mollusk and Plant and Poultry and Reptile and Sporozoan,  False.
Crown SubClassOf Animal and Arthropod and Bird and Coccolithophore and LivingThing and Macrophyte and Mammal and MarineAnimal and MarineInvertebrate and MarineMicrobiota and Microalgae and Mollusk and Plant and Poultry and Reptile,  False.
Crown SubClassOf Animal and Arthropod and Bird and Coccolithophore and LivingThing and Macrophyte and MarineAnimal and MarineBird and MarineInvertebrate and MarineMicrobiota and Microalgae and Mollusk and Plant and Poultry and Reptile,  Here is
Crown SubClassOf Animal and Arthropod and Bird and Coccolithophore and Echinoderm and LivingThing and Macrophyte and MarineAnimal and MarineInvertebrate and MarineMicrobiota and Microalgae and Mollusk and Plant and Poultry and Reptile,  False.
Crown SubClassOf Animal and Arthropod and Bird and Coccolithophore and Insect and LivingThing and Macrophyte and MarineAnimal and MarineInvertebrate and MarineMicrobiota and Microalgae and Mollusk and Plant and Poultry and Reptile,  Here is
Crown SubClassOf Animal and Arthropod and Bacteria and Bird and Coccolithophore and LivingThing and Macrophyte and MarineAnimal and MarineInvertebrate and MarineMicrobiota and Microalgae and Mollusk and Plant and Poultry and Reptile,  False.
MarineInvertebrate and Microalgae SubClassOf ExoticSpecies,  False.
Insect and Phytoplankton SubClassOf Livestock,  False.
Chlorophyll and Pollen SubClassOf Macrophyte,  False.
Canopy and Centipede SubClassOf Crustacean,  False.
Human and Lichen SubClassOf Crown,  False.
DominantSpecies and FungiTaxonomy SubClassOf Coral,  False.
Mammal and Pollen SubClassOf Macroalgae,  False.
Leaf and VegetationCover SubClassOf Phytoplankton,  False.
Litter and MarineBird SubClassOf Invertebrate,  False.
Bacteria and Vertebrate SubClassOf Human,  False.
Diatom and Phytoplankton SubClassOf Animal,  False.
Chlorophyll and Vertebrate SubClassOf Diatom,  False.
BlueGreenAlgae and Coral SubClassOf MarineInvertebrate,  True\n
BlueGreenAlgae and Coral SubClassOf VegetationCover,  False.
BlueGreenAlgae and Coral SubClassOf Microalgae,  True\n
BlueGreenAlgae SubClassOf Microalgae,  True.
BlueGreenAlgae SubClassOf VegetationCover,  True.
BlueGreenAlgae SubClassOf Microalgae and VegetationCover,  False.
BlueGreenAlgae SubClassOf Fungi,  False.
BlueGreenAlgae SubClassOf Arachnid,  False.
BlueGreenAlgae SubClassOf VegetationSpecies,  True.
BlueGreenAlgae SubClassOf Microalgae and VegetationSpecies,  False.
BlueGreenAlgae SubClassOf Livestock,  False.
BlueGreenAlgae SubClassOf Sponge,  False.
BlueGreenAlgae SubClassOf Flatworm,  False.
BlueGreenAlgae SubClassOf Diatom,  False.
BlueGreenAlgae SubClassOf FungiTaxonomy,  False.
BlueGreenAlgae SubClassOf MarinePlant,  True,
BlueGreenAlgae SubClassOf MarinePlant and Microalgae,  True.
BlueGreenAlgae SubClassOf Moss,  False.
BlueGreenAlgae SubClassOf Vertebrate,  False.
BlueGreenAlgae SubClassOf Radiolarian,  False.
BlueGreenAlgae SubClassOf Human,  False.
BlueGreenAlgae SubClassOf MarineMicrobiota,  True.
BlueGreenAlgae SubClassOf MarineMicrobiota and MarinePlant and Microalgae,  True\n
BlueGreenAlgae SubClassOf Animal,  False.
BlueGreenAlgae SubClassOf Flagellate,  True\n
BlueGreenAlgae SubClassOf Flagellate and MarineMicrobiota and MarinePlant and Microalgae,  True\n
BlueGreenAlgae SubClassOf Poultry,  False.
BlueGreenAlgae SubClassOf MarineMammal,  False.
BlueGreenAlgae SubClassOf Amphibian,  False.
BlueGreenAlgae SubClassOf Millipede,  False.
BlueGreenAlgae SubClassOf Plankton,  True.
BlueGreenAlgae SubClassOf Flagellate and MarineMicrobiota and MarinePlant and Microalgae and Plankton,  True.
BlueGreenAlgae SubClassOf Roundworm,  False.
BlueGreenAlgae SubClassOf Microphyte,  True.
BlueGreenAlgae SubClassOf Flagellate and MarineMicrobiota and MarinePlant and Microalgae and Microphyte and Plankton,  True for
BlueGreenAlgae SubClassOf SlimeMold,  False.
BlueGreenAlgae SubClassOf Microbiota,  True\n
BlueGreenAlgae SubClassOf Flagellate and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and Plankton,  True\n
BlueGreenAlgae SubClassOf MicrobiotaTaxonomy,  True\n
BlueGreenAlgae SubClassOf Flagellate and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and MicrobiotaTaxonomy and Plankton,  True for
BlueGreenAlgae SubClassOf Coccolithophore,  False.
BlueGreenAlgae SubClassOf Lichen,  False.
BlueGreenAlgae SubClassOf Leaf,  False.
BlueGreenAlgae SubClassOf Pollen,  False.
BlueGreenAlgae SubClassOf Mushroom,  False.
BlueGreenAlgae SubClassOf Fish,  False.
BlueGreenAlgae SubClassOf Reptile,  False.
BlueGreenAlgae SubClassOf MarineAnimal,  True,
BlueGreenAlgae SubClassOf Flagellate and MarineAnimal and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and Plankton,  True for
BlueGreenAlgae SubClassOf Macroalgae,  False.
BlueGreenAlgae SubClassOf Foraminifer,  False.
BlueGreenAlgae SubClassOf Dairy,  False.
BlueGreenAlgae SubClassOf Liverwort,  False.
BlueGreenAlgae SubClassOf Crustacean,  False.
BlueGreenAlgae SubClassOf Canopy,  False.
BlueGreenAlgae SubClassOf Coral,  False.
BlueGreenAlgae SubClassOf ExoticVegetation,  True.
BlueGreenAlgae SubClassOf ExoticVegetation and Flagellate and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and Plankton,  True\n
BlueGreenAlgae SubClassOf Macrophyte,  False.
BlueGreenAlgae SubClassOf SegmentedWorm,  False.
BlueGreenAlgae SubClassOf LivingThing,  True.
BlueGreenAlgae SubClassOf ExoticVegetation and Flagellate and LivingThing and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and Plankton,  True for
BlueGreenAlgae SubClassOf Bird,  False.
BlueGreenAlgae SubClassOf Fern,  False\n
BlueGreenAlgae SubClassOf DominantSpecies,  True,
BlueGreenAlgae SubClassOf DominantSpecies and ExoticVegetation and Flagellate and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and Plankton,  True for
BlueGreenAlgae SubClassOf EvergreenVegetation,  False.
BlueGreenAlgae SubClassOf TreeRing,  False.
BlueGreenAlgae SubClassOf Vegetation,  True.
BlueGreenAlgae SubClassOf ExoticVegetation and Flagellate and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and Plankton and Vegetation,  True for
BlueGreenAlgae SubClassOf ExoticSpecies,  True.
BlueGreenAlgae SubClassOf ExoticSpecies and ExoticVegetation and Flagellate and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and Plankton,  True for
BlueGreenAlgae SubClassOf Litter,  False.
BlueGreenAlgae SubClassOf Crown,  False\n
BlueGreenAlgae SubClassOf Jellyfish,  False.
BlueGreenAlgae SubClassOf Invertebrate,  False.
BlueGreenAlgae SubClassOf Anemone,  False.
BlueGreenAlgae SubClassOf Ciliate,  False.
BlueGreenAlgae SubClassOf Zooplankton,  False.
BlueGreenAlgae SubClassOf FloweringPlant,  False.
BlueGreenAlgae SubClassOf Sporozoan,  False.
BlueGreenAlgae SubClassOf IndigenousVegetation,  False.
BlueGreenAlgae SubClassOf Nutrient,  False.
BlueGreenAlgae SubClassOf IndigenousSpecies,  True,
BlueGreenAlgae SubClassOf ExoticVegetation and Flagellate and IndigenousSpecies and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and Plankton,  True for
BlueGreenAlgae SubClassOf MarineInvertebrate,  False.
BlueGreenAlgae SubClassOf Conifer,  False.
BlueGreenAlgae SubClassOf Yeast,  False.
BlueGreenAlgae SubClassOf Mammal,  False.
BlueGreenAlgae SubClassOf Protist,  True\n
BlueGreenAlgae SubClassOf ExoticVegetation and Flagellate and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and Plankton and Protist,  True\n
BlueGreenAlgae SubClassOf Centipede,  False.
BlueGreenAlgae SubClassOf Crop,  False.
BlueGreenAlgae SubClassOf Algae,  True.
BlueGreenAlgae SubClassOf Algae and ExoticVegetation and Flagellate and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and Plankton and Protist,  True for
BlueGreenAlgae SubClassOf Arthropod,  False.
BlueGreenAlgae SubClassOf MarineBird,  False.
BlueGreenAlgae SubClassOf Chlorophyll,  True.
BlueGreenAlgae SubClassOf Chlorophyll and ExoticVegetation and Flagellate and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and Plankton and Protist,  True:
BlueGreenAlgae SubClassOf Mollusk,  False.
BlueGreenAlgae SubClassOf Echinoderm,  False.
BlueGreenAlgae SubClassOf Plant,  True.
BlueGreenAlgae SubClassOf ExoticVegetation and Flagellate and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and Plankton and Plant and Protist,  True for
BlueGreenAlgae SubClassOf Amoebae,  False.
BlueGreenAlgae SubClassOf Insect,  False.
BlueGreenAlgae SubClassOf Mold,  False.
BlueGreenAlgae SubClassOf Bacteria,  True.
BlueGreenAlgae SubClassOf Bacteria and ExoticVegetation and Flagellate and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and Plankton and Protist,  True:
BlueGreenAlgae SubClassOf DeciduousVegetation,  False.
BlueGreenAlgae SubClassOf Phytoplankton,  True,
BlueGreenAlgae SubClassOf ExoticVegetation and Flagellate and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and Phytoplankton and Plankton and Protist,  True for
BlueGreenAlgae SubClassOf ExoticVegetation and Flagellate and MarineMicrobiota and MarinePlant and Microalgae and Microbiota and Plankton and Protist and VegetationCover,  True for
