Can Animal that is also Backbone be considered a subcategory of 'Carnivore'?, True
Can Meat that is also Thing that is also something that (lives_in some (Carnivore that is also Cat that is also Egg that is also Elephant that is also Fish that is also Herbivore that is also Leg that is also Mammal that is also Meat that is also Plant that is also Reptile that is also Vertebrate that is also Water that is also Thing)) be considered a subcategory of 'Egg'?, \nFalse
Can Meat that is also Thing that is also something that (lives_in some (Backbone that is also Cat that is also Egg that is also Elephant that is also Fish that is also Herbivore that is also Leg that is also Mammal that is also Meat that is also Plant that is also Reptile that is also Vertebrate that is also Water that is also Thing)) be considered a subcategory of 'Egg'?, True
Can Meat that is also Thing that is also something that (lives_in some (Backbone that is also Egg that is also Elephant that is also Fish that is also Herbivore that is also Leg that is also Mammal that is also Meat that is also Plant that is also Reptile that is also Vertebrate that is also Water that is also Thing)) be considered a subcategory of 'Egg'?, True.
Can Meat that is also Thing that is also something that (lives_in some (Backbone that is also Elephant that is also Fish that is also Herbivore that is also Leg that is also Mammal that is also Meat that is also Plant that is also Reptile that is also Vertebrate that is also Water that is also Thing)) be considered a subcategory of 'Egg'?, \nTrue
Can Meat that is also Thing that is also something that (lives_in some (Backbone that is also Fish that is also Herbivore that is also Leg that is also Mammal that is also Meat that is also Plant that is also Reptile that is also Vertebrate that is also Water that is also Thing)) be considered a subcategory of 'Egg'?, True
Can Meat that is also Thing that is also something that (lives_in some (Backbone that is also Herbivore that is also Leg that is also Mammal that is also Meat that is also Plant that is also Reptile that is also Vertebrate that is also Water that is also Thing)) be considered a subcategory of 'Egg'?, \nFalse
Can Meat that is also Thing that is also something that (lives_in some (Backbone that is also Fish that is also Leg that is also Mammal that is also Meat that is also Plant that is also Reptile that is also Vertebrate that is also Water that is also Thing)) be considered a subcategory of 'Egg'?, True.
Can Meat that is also Thing that is also something that (lives_in some (Backbone that is also Fish that is also Mammal that is also Meat that is also Plant that is also Reptile that is also Vertebrate that is also Water that is also Thing)) be considered a subcategory of 'Egg'?, \nFalse
Can Meat that is also Thing that is also something that (lives_in some (Backbone that is also Fish that is also Leg that is also Meat that is also Plant that is also Reptile that is also Vertebrate that is also Water that is also Thing)) be considered a subcategory of 'Egg'?, \nFalse
Can Meat that is also Thing that is also something that (lives_in some (Backbone that is also Fish that is also Leg that is also Mammal that is also Plant that is also Reptile that is also Vertebrate that is also Water that is also Thing)) be considered a subcategory of 'Egg'?, True.
Can Meat that is also Thing that is also something that (lives_in some (Backbone that is also Fish that is also Leg that is also Mammal that is also Reptile that is also Vertebrate that is also Water that is also Thing)) be considered a subcategory of 'Egg'?, \nFalse
Can Meat that is also Thing that is also something that (lives_in some (Backbone that is also Fish that is also Leg that is also Mammal that is also Plant that is also Vertebrate that is also Water that is also Thing)) be considered a subcategory of 'Egg'?, \nFalse
Can Meat that is also Thing that is also something that (lives_in some (Backbone that is also Fish that is also Leg that is also Mammal that is also Plant that is also Reptile that is also Water that is also Thing)) be considered a subcategory of 'Egg'?, \nFalse
Can Meat that is also Thing that is also something that (lives_in some (Backbone that is also Fish that is also Leg that is also Mammal that is also Plant that is also Reptile that is also Vertebrate that is also Thing)) be considered a subcategory of 'Egg'?, True
Can Vertebrate that is also Water be considered a subcategory of 'Leg'?, True
Can Vertebrate that is also Water be considered a subcategory of 'Egg'?, \nFalse
Can Vertebrate that is also Water be considered a subcategory of 'Carnivore'?, True
Can Vertebrate be considered a subcategory of 'Carnivore'?, True
Can Vertebrate be considered a subcategory of 'Egg'?, True
Can Vertebrate be considered a subcategory of 'Carnivore that is also Egg'?, True
Can Vertebrate be considered a subcategory of 'Meat'?, True
Can Vertebrate be considered a subcategory of 'Carnivore that is also Egg that is also Meat'?, True
Can Vertebrate be considered a subcategory of 'Water'?, False
Can Vertebrate be considered a subcategory of 'Animal'?, True
Can Vertebrate be considered a subcategory of 'Animal that is also Carnivore that is also Egg that is also Meat'?, \nTrue
Can Vertebrate be considered a subcategory of 'Reptile'?, True
Can Vertebrate be considered a subcategory of 'Animal that is also Carnivore that is also Egg that is also Meat that is also Reptile'?, True
Can Vertebrate be considered a subcategory of 'Plant'?, True
Can Vertebrate be considered a subcategory of 'Animal that is also Carnivore that is also Egg that is also Meat that is also Plant that is also Reptile'?, \nFalse
Can Vertebrate be considered a subcategory of 'Cat'?, True
Can Vertebrate be considered a subcategory of 'Animal that is also Carnivore that is also Cat that is also Egg that is also Meat that is also Reptile'?, \nFalse
Can Vertebrate be considered a subcategory of 'Fish'?, True
Can Vertebrate be considered a subcategory of 'Animal that is also Carnivore that is also Egg that is also Fish that is also Meat that is also Reptile'?, \nFalse
Can Vertebrate be considered a subcategory of 'Mammal'?, True
Can Vertebrate be considered a subcategory of 'Animal that is also Carnivore that is also Egg that is also Mammal that is also Meat that is also Reptile'?, True
Can Vertebrate be considered a subcategory of 'Herbivore'?, True
Can Vertebrate be considered a subcategory of 'Animal that is also Carnivore that is also Egg that is also Herbivore that is also Mammal that is also Meat that is also Reptile'?, \nFalse
Can Vertebrate be considered a subcategory of 'Leg'?, True
Can Vertebrate be considered a subcategory of 'Animal that is also Carnivore that is also Egg that is also Leg that is also Mammal that is also Meat that is also Reptile'?, \nFalse
Can Vertebrate be considered a subcategory of 'Elephant'?, True
Can Vertebrate be considered a subcategory of 'Animal that is also Carnivore that is also Egg that is also Elephant that is also Mammal that is also Meat that is also Reptile'?, \nFalse
Can Vertebrate be considered a subcategory of 'Bird'?, True
Can Vertebrate be considered a subcategory of 'Animal that is also Bird that is also Carnivore that is also Egg that is also Mammal that is also Meat that is also Reptile'?, \nFalse
Can Vertebrate be considered a subcategory of 'Backbone'?, True
Can Vertebrate be considered a subcategory of 'Animal that is also Backbone that is also Carnivore that is also Egg that is also Mammal that is also Meat that is also Reptile'?, \nFalse
Can Vertebrate be considered a subcategory of 'Wing'?, True
Can Vertebrate be considered a subcategory of 'Animal that is also Carnivore that is also Egg that is also Mammal that is also Meat that is also Reptile that is also Wing'?, \nFalse
Can Vertebrate be considered a subcategory of 'Animal that is also Carnivore that is also Egg that is also Mammal that is also Meat that is also Plant that is also Reptile'?, True
Can Vertebrate be considered a subcategory of 'Animal that is also Carnivore that is also Cat that is also Egg that is also Mammal that is also Meat that is also Plant that is also Reptile'?, \nFalse
Can Vertebrate be considered a subcategory of 'Animal that is also Carnivore that is also Egg that is also Fish that is also Mammal that is also Meat that is also Plant that is also Reptile'?, True
Can Vertebrate be considered a subcategory of 'Animal that is also Carnivore that is also Egg that is also Fish that is also Herbivore that is also Mammal that is also Meat that is also Plant that is also Reptile'?, True
Can Vertebrate be considered a subcategory of 'Animal that is also Carnivore that is also Egg that is also Fish that is also Herbivore that is also Leg that is also Mammal that is also Meat that is also Plant that is also Reptile'?, \nFalse
Can Vertebrate be considered a subcategory of 'Animal that is also Carnivore that is also Egg that is also Elephant that is also Fish that is also Herbivore that is also Mammal that is also Meat that is also Plant that is also Reptile'?, True
Can Vertebrate be considered a subcategory of 'Animal that is also Bird that is also Carnivore that is also Egg that is also Elephant that is also Fish that is also Herbivore that is also Mammal that is also Meat that is also Plant that is also Reptile'?, \nFalse
Can Vertebrate be considered a subcategory of 'Animal that is also Backbone that is also Carnivore that is also Egg that is also Elephant that is also Fish that is also Herbivore that is also Mammal that is also Meat that is also Plant that is also Reptile'?, \nFalse
