Can Crop that is also MarinePlant be considered a subcategory of 'Arthropod'?,  False.
Can DeciduousVegetation that is also Pollen be considered a subcategory of 'MarineMammal'?,  False.
Can Crown that is also Radiolarian be considered a subcategory of 'Microalgae'?,  I.
Can Fern that is also Microphyte be considered a subcategory of 'Chlorophyll'?,  I.
Can Crop that is also Fungi be considered a subcategory of 'Fish'?,  False.
Can Diatom that is also MarinePlant be considered a subcategory of 'FungiTaxonomy'?,  False.
Can Canopy that is also Crop be considered a subcategory of 'Moss'?,  False.
Can Human that is also MarineInvertebrate be considered a subcategory of 'Plankton'?,  I.
Can Human that is also Poultry be considered a subcategory of 'Ciliate'?,  False.
Can Amphibian that is also FloweringPlant be considered a subcategory of 'Jellyfish'?,  False.
Can Coral that is also Mammal be considered a subcategory of 'MarinePlant'?,  False.
Can Coccolithophore that is also MarineBird be considered a subcategory of 'DominantSpecies'?,  I.
Can MarineMammal that is also Vegetation be considered a subcategory of 'Fungi'?,  False.
Can Amoebae that is also Roundworm be considered a subcategory of 'FloweringPlant'?,  False.
Can Algae that is also IndigenousVegetation be considered a subcategory of 'Vertebrate'?,  False.
Can Foraminifer that is also Invertebrate be considered a subcategory of 'Arachnid'?,  False.
Can Lichen that is also MarineInvertebrate be considered a subcategory of 'MicrobiotaTaxonomy'?,  I.
Can Poultry that is also Radiolarian be considered a subcategory of 'Canopy'?,  I cannot
Can DeciduousVegetation that is also Vertebrate be considered a subcategory of 'Phytoplankton'?,  False.
Can Radiolarian that is also SlimeMold be considered a subcategory of 'VegetationSpecies'?, False.
Can Chlorophyll that is also MarineMicrobiota be considered a subcategory of 'Lichen'?,  False.
Can Coccolithophore that is also Microphyte be considered a subcategory of 'Flatworm'?,  False.
Can Crop that is also Mold be considered a subcategory of 'Flagellate'?,  I.
Can Algae that is also Jellyfish be considered a subcategory of 'IndigenousSpecies'?,  I.
Can Invertebrate that is also Roundworm be considered a subcategory of 'Dairy'?,  False.
Can Ciliate that is also FloweringPlant be considered a subcategory of 'MarineBird'?,  False.
Can Coral that is also Mushroom be considered a subcategory of 'Protist'?,  I.
Can Echinoderm that is also Leaf be considered a subcategory of 'Liverwort'?,  False.
Can Anemone that is also Reptile be considered a subcategory of 'Insect'?,  False.
Can Plant that is also Vegetation be considered a subcategory of 'Litter'?,  False.
Can Animal that is also FloweringPlant be considered a subcategory of 'IndigenousVegetation'?,  False.
Can EvergreenVegetation that is also Mold be considered a subcategory of 'Invertebrate'?,  False.
Can Canopy that is also Mollusk be considered a subcategory of 'Arthropod'?,  False.
Can Algae that is also Mammal be considered a subcategory of 'Mushroom'?,  False.
Can IndigenousSpecies that is also Phytoplankton be considered a subcategory of 'Sporozoan'?,  False.
Can Crown that is also Nutrient be considered a subcategory of 'Canopy'?,  I.
Can Protist that is also Sporozoan be considered a subcategory of 'MicrobiotaTaxonomy'?,  I.
Can Coccolithophore that is also Macrophyte be considered a subcategory of 'Macroalgae'?,  False.
Can Lichen that is also Plankton be considered a subcategory of 'Roundworm'?,  False.
Can Macroalgae that is also SlimeMold be considered a subcategory of 'Millipede'?,  False.
Can Insect that is also Lichen be considered a subcategory of 'MarineBird'?,  False.
Can Diatom that is also Sporozoan be considered a subcategory of 'Reptile'?,  False.
Can Litter that is also VegetationSpecies be considered a subcategory of 'Microbiota'?,  I.
Can Leaf that is also Millipede be considered a subcategory of 'Protist'?,  I.
Can Amoebae that is also Chlorophyll be considered a subcategory of 'Zooplankton'?,  I.
Can Radiolarian that is also VegetationCover be considered a subcategory of 'Flatworm'?,  False.
Can Dairy that is also TreeRing be considered a subcategory of 'SegmentedWorm'?,  I.
Can MarineMicrobiota that is also Microphyte be considered a subcategory of 'Algae'?,  I.
Can MarineBird that is also Microbiota be considered a subcategory of 'Bacteria'?,  False.
Can Leaf that is also Moss be considered a subcategory of 'Sponge'?,  I.
Can Macroalgae that is also Reptile be considered a subcategory of 'Yeast'?,  False.
Can Human that is also Poultry be considered a subcategory of 'Centipede'?,  False.
Can Liverwort that is also Poultry be considered a subcategory of 'EvergreenVegetation'?,  Liverpool cannot
Can Bird that is also DeciduousVegetation be considered a subcategory of 'Anemone'?,  False.
Can Protist that is also Radiolarian be considered a subcategory of 'Vegetation'?,  False.
Can Microalgae that is also Microbiota be considered a subcategory of 'Livestock'?,  False.
Can Crustacean that is also Livestock be considered a subcategory of 'Microphyte'?,  False.
Can Diatom that is also MarineAnimal be considered a subcategory of 'Leaf'?,  False.
Can Crop that is also Macrophyte be considered a subcategory of 'MarineAnimal'?,  False.
Can Arachnid that is also IndigenousSpecies be considered a subcategory of 'DeciduousVegetation'?,  False.
Can Flagellate that is also Mushroom be considered a subcategory of 'Coral'?,  False.
Can Animal that is also Millipede be considered a subcategory of 'Coccolithophore'?,  False.
Can Amoebae that is also Phytoplankton be considered a subcategory of 'ExoticSpecies'?,  I.
Can Coral that is also MarinePlant be considered a subcategory of 'Zooplankton'?,  False.
Can Liverwort that is also Moss be considered a subcategory of 'Mammal'?,  False.
Can Crustacean that is also Livestock be considered a subcategory of 'IndigenousSpecies'?,  I.
Can Dairy that is also MarineMammal be considered a subcategory of 'Radiolarian'?,  I.
Can Microbiota that is also Yeast be considered a subcategory of 'Chlorophyll'?,  False.
Can Bird that is also Plankton be considered a subcategory of 'Insect'?,  False.
Can Macroalgae that is also VegetationSpecies be considered a subcategory of 'Litter'?,  False.
Can Fish that is also MarineMicrobiota be considered a subcategory of 'Mollusk'?,  False.
Can Fern that is also Liverwort be considered a subcategory of 'TreeRing'?,  False.
Can BlueGreenAlgae that is also Conifer be considered a subcategory of 'Ciliate'?,  False.
Can Flatworm that is also Protist be considered a subcategory of 'Foraminifer'?,  False.
Can Centipede that is also ExoticVegetation be considered a subcategory of 'Fish'?,  False.
Can Animal that is also Flagellate be considered a subcategory of 'ExoticVegetation'?,  False.
Can Macrophyte that is also Mollusk be considered a subcategory of 'MarineInvertebrate'?,  I.
Can Microalgae that is also Plant be considered a subcategory of 'Amoebae'?,  False.
Can Anemone that is also VegetationSpecies be considered a subcategory of 'Coral'?,  False.
Can Fern that is also Fish be considered a subcategory of 'Mushroom'?,  False.
Can FloweringPlant that is also MarinePlant be considered a subcategory of 'ExoticSpecies'?,  I.
Can Echinoderm that is also Liverwort be considered a subcategory of 'DeciduousVegetation'?,  False.
Can Crown that is also Flatworm be considered a subcategory of 'Arthropod'?,  False.
Can ExoticVegetation that is also FungiTaxonomy be considered a subcategory of 'Macroalgae'?,  False.
Can Crop that is also Yeast be considered a subcategory of 'Human'?,  False.
Can Fish that is also Plankton be considered a subcategory of 'BlueGreenAlgae'?,  False.
Can Canopy that is also Mollusk be considered a subcategory of 'VegetationCover'?,  False.
Can Plant that is also Sponge be considered a subcategory of 'Reptile'?,  False.
Can Human that is also Zooplankton be considered a subcategory of 'Roundworm'?,  False.
Can BlueGreenAlgae that is also MarinePlant be considered a subcategory of 'Canopy'?,  I.
Can Ciliate that is also Vegetation be considered a subcategory of 'MarineBird'?,  False.
Can Amphibian that is also IndigenousVegetation be considered a subcategory of 'Flatworm'?,  False.
Can Foraminifer that is also MarineBird be considered a subcategory of 'Microbiota'?,  False.
Can Amphibian that is also Flagellate be considered a subcategory of 'Millipede'?,  False.
Can Chlorophyll that is also Microalgae be considered a subcategory of 'Coccolithophore'?,  I.
Can Bacteria that is also ExoticSpecies be considered a subcategory of 'Microphyte'?,  False.
Can Dairy that is also ExoticSpecies be considered a subcategory of 'IndigenousVegetation'?,  False.
Can BlueGreenAlgae that is also DominantSpecies be considered a subcategory of 'DeciduousVegetation'?,  False.
Can MarineAnimal that is also MicrobiotaTaxonomy be considered a subcategory of 'Nutrient'?,  False.
Can Arthropod that is also Ciliate be considered a subcategory of 'Crown'?,  I.
Can Centipede that is also Invertebrate be considered a subcategory of 'MarineMammal'?,  False.
Can Bird that is also Flatworm be considered a subcategory of 'Macroalgae'?,  False.
Can Anemone that is also Nutrient be considered a subcategory of 'Arthropod'?,  False.
Can SlimeMold that is also VegetationCover be considered a subcategory of 'Invertebrate'?,  I.
Can FloweringPlant that is also Pollen be considered a subcategory of 'Human'?,  False.
Can EvergreenVegetation that is also Fish be considered a subcategory of 'Canopy'?,  False.
Can Crown that is also MicrobiotaTaxonomy be considered a subcategory of 'Microbiota'?,  I.
Can Echinoderm that is also Litter be considered a subcategory of 'Diatom'?,  False.
Can Crop that is also Moss be considered a subcategory of 'MicrobiotaTaxonomy'?,  I.
Can Crustacean that is also Millipede be considered a subcategory of 'MarineMicrobiota'?,  False.
Can Algae that is also Dairy be considered a subcategory of 'Phytoplankton'?, False.
Can Ciliate that is also Phytoplankton be considered a subcategory of 'Jellyfish'?,  False.
Can Amphibian that is also Arachnid be considered a subcategory of 'DominantSpecies'?,  I.
Can Insect that is also VegetationSpecies be considered a subcategory of 'Fungi'?,  False.
Can Coccolithophore that is also Pollen be considered a subcategory of 'Bird'?,  False.
Can Conifer that is also EvergreenVegetation be considered a subcategory of 'Plant'?,  True.
Can Conifer that is also EvergreenVegetation be considered a subcategory of 'VegetationCover'?,  I.
Can Conifer that is also EvergreenVegetation be considered a subcategory of 'Microalgae'?,  False.
Can Conifer that is also EvergreenVegetation be considered a subcategory of 'Fungi'?,  False.
Can Conifer that is also EvergreenVegetation be considered a subcategory of 'Arachnid'?,  False.
Can Conifer that is also EvergreenVegetation be considered a subcategory of 'VegetationSpecies'?,  I.
Can Conifer that is also EvergreenVegetation be considered a subcategory of 'Livestock'?,  False.
Can Conifer that is also EvergreenVegetation be considered a subcategory of 'Sponge'?,  False.
Can Conifer that is also EvergreenVegetation be considered a subcategory of 'Flatworm'?,  False.
Can Conifer that is also EvergreenVegetation be considered a subcategory of 'Diatom'?,  False.
Can Conifer that is also EvergreenVegetation be considered a subcategory of 'FungiTaxonomy'?,  False.
Can Conifer that is also EvergreenVegetation be considered a subcategory of 'MarinePlant'?,  False.
Can Conifer that is also EvergreenVegetation be considered a subcategory of 'Moss'?,  False.
Can Conifer that is also EvergreenVegetation be considered a subcategory of 'Vertebrate'?,  False.
Can Conifer that is also EvergreenVegetation be considered a subcategory of 'Radiolarian'?,  False.
Can Conifer that is also EvergreenVegetation be considered a subcategory of 'Human'?,  False.
Can Conifer that is also EvergreenVegetation be considered a subcategory of 'MarineMicrobiota'?,  False.
Can Conifer that is also EvergreenVegetation be considered a subcategory of 'Animal'?,  False.
Can Conifer that is also EvergreenVegetation be considered a subcategory of 'Flagellate'?,  False.
Can Conifer that is also EvergreenVegetation be considered a subcategory of 'Poultry'?,  False.
Can Conifer that is also EvergreenVegetation be considered a subcategory of 'MarineMammal'?,  False.
Can Conifer that is also EvergreenVegetation be considered a subcategory of 'Amphibian'?,  False.
Can Conifer that is also EvergreenVegetation be considered a subcategory of 'Millipede'?,  False.
Can Conifer that is also EvergreenVegetation be considered a subcategory of 'Plankton'?,  False.
Can Conifer that is also EvergreenVegetation be considered a subcategory of 'Roundworm'?,  False.
