HomocysteineLevel and ModerateMontgomeryAsbergDepressionRating SubClassOf GenotypeMeasure, \nTrue
HomocysteineLevel SubClassOf ASAAConcentrationIncrease and HighReductionInHamiltonAnxietyScore and HigherDiseaseSusceptibiltyOdds and IncreasedGeneExpression and LowReductionInChildDepressionScore and ModerateReductionInChildDepressionScore and ModerateReductionInHamiltonAnxietyScore and MolecularMeasure and MyocardialInfarctionFrequency and QualityOfLife and SideEffectMeasure, \nHere
HomocysteineLevel SubClassOf ASAAConcentrationIncrease and HighReductionInHamiltonAnxietyScore and HigherDiseaseSusceptibiltyOdds and IncreasedGeneExpression and LowReductionInChildDepressionScore and ModerateReductionInChildDepressionScore and ModerateReductionInHamiltonAnxietyScore and MolecularMeasure and QualityOfLife and SideEffectMeasure and ZeroDrugEfficacy, \nHere
HomocysteineLevel SubClassOf ASAAConcentrationIncrease and ClinicalOutcomeMeasure and HighReductionInHamiltonAnxietyScore and HigherDiseaseSusceptibiltyOdds and IncreasedGeneExpression and LowReductionInChildDepressionScore and ModerateReductionInChildDepressionScore and ModerateReductionInHamiltonAnxietyScore and MolecularMeasure and QualityOfLife and SideEffectMeasure, \nHere
HomocysteineLevel SubClassOf ASAAConcentrationIncrease and BiophysicalMeasure and HighReductionInHamiltonAnxietyScore and HigherDiseaseSusceptibiltyOdds and IncreasedGeneExpression and LowReductionInChildDepressionScore and ModerateReductionInChildDepressionScore and ModerateReductionInHamiltonAnxietyScore and MolecularMeasure and QualityOfLife and SideEffectMeasure, \nHere
HomocysteineLevel SubClassOf ASAAConcentrationIncrease and HighReductionInHamiltonAnxietyScore and HigherDiseaseSusceptibiltyOdds and IncreasedGeneExpression and LowReductionInChildDepressionScore and LowReductionInHamiltonAnxietyScore and ModerateReductionInChildDepressionScore and ModerateReductionInHamiltonAnxietyScore and MolecularMeasure and QualityOfLife and SideEffectMeasure, \nHere
HomocysteineLevel SubClassOf ASAAConcentrationIncrease and HighReductionInHamiltonAnxietyScore and HigherDiseaseSusceptibiltyOdds and IncreasedGeneExpression and LowReductionInChildDepressionScore and ModerateReductionInChildDepressionScore and ModerateReductionInHamiltonAnxietyScore and ModerateReductionInHamiltonDepressionScore and MolecularMeasure and QualityOfLife and SideEffectMeasure, \nTrue
HamiltonDepressionMeasure and HamiltonDepressionScore SubClassOf MontgomeryAsbergDepressionRatingDifference, \nFalse
Satiety and WeigthDifference SubClassOf ASAAConcentration, \nFalse
GeneExpressionDifference and PlasmaDrugConcentration SubClassOf LowRemission, \nFalse
ModerateReductionInMontgomeryAsbergDepressionRating and WeightMeasure SubClassOf HamiltonDepressionMeasure, \nTrue
ModerateReductionInMontgomeryAsbergDepressionRating and WeightMeasure SubClassOf ChildDepressionScore, \nTrue
WeightMeasure SubClassOf ChildDepressionScore, False
ModerateReductionInMontgomeryAsbergDepressionRating SubClassOf ChildDepressionScore, \nFalse
HighReductionInMontgomeryAsbergDepressionRating and SimilarRemissionOddsRatio SubClassOf PharmacodynamicMeasure, \nFalse
CognitiveMeasure and HighHamiltonDepressionScore SubClassOf ChildDepressionScore, \nTrue
CognitiveMeasure SubClassOf ChildDepressionScore, \nFalse
HighHamiltonDepressionScore SubClassOf ChildDepressionScore, \nTrue
HighHamiltonDepressionScore SubClassOf MolecularMeasure, \nFalse
HighHamiltonDepressionScore SubClassOf RemissionFrequency, \nFalse
HighHamiltonDepressionScore SubClassOf SatietyFrequency, False
HighHamiltonDepressionScore SubClassOf ModerateReductionInHamiltonAnxietyScore, \nTrue
HighHamiltonDepressionScore SubClassOf ChildDepressionScore and ModerateReductionInHamiltonAnxietyScore, \nTrue
HighHamiltonDepressionScore SubClassOf ASAAConcentrationIncrease, \nFalse
HighHamiltonDepressionScore SubClassOf ERVisitFrequency, \nTrue
HighHamiltonDepressionScore SubClassOf ChildDepressionScore and ERVisitFrequency and ModerateReductionInHamiltonAnxietyScore, \nTrue
HighHamiltonDepressionScore SubClassOf ForcedExperiatoryVolume, False
HighHamiltonDepressionScore SubClassOf DailyBloodPressure, \nFalse
HighHamiltonDepressionScore SubClassOf HighRemission, \nFalse
HighHamiltonDepressionScore SubClassOf WeigthDifference, \nTrue
HighHamiltonDepressionScore SubClassOf ChildDepressionScore and ERVisitFrequency and ModerateReductionInHamiltonAnxietyScore and WeigthDifference, \nHere
HighHamiltonDepressionScore SubClassOf GeneExpressionDifference, \nFalse
HighHamiltonDepressionScore SubClassOf ExerciseResponse, False
HighHamiltonDepressionScore SubClassOf NeoplasmFrequency, \nFalse
HighHamiltonDepressionScore SubClassOf GenotypeMeasure, \nFalse
HighHamiltonDepressionScore SubClassOf HighReductionInMontgomeryAsbergDepressionRating, \nTrue
HighHamiltonDepressionScore SubClassOf ChildDepressionScore and ERVisitFrequency and HighReductionInMontgomeryAsbergDepressionRating and ModerateReductionInHamiltonAnxietyScore, \nHere
HighHamiltonDepressionScore SubClassOf QualityOfLife, \nTrue
HighHamiltonDepressionScore SubClassOf ChildDepressionScore and ERVisitFrequency and ModerateReductionInHamiltonAnxietyScore and QualityOfLife, \nTrue
HighHamiltonDepressionScore SubClassOf AirwayResponsivenessUsingMethacholine, \nFalse
HighHamiltonDepressionScore SubClassOf HighReductionInHamiltonAnxietyScore, \nFalse
HighHamiltonDepressionScore SubClassOf ModerateHamiltonDepressionScore, \nTrue
HighHamiltonDepressionScore SubClassOf ChildDepressionScore and ERVisitFrequency and ModerateHamiltonDepressionScore and ModerateReductionInHamiltonAnxietyScore and QualityOfLife, \nHere
HighHamiltonDepressionScore SubClassOf LowReductionInChildDepressionScore, False
HighHamiltonDepressionScore SubClassOf BodyMassIndexDifference, \nFalse
HighHamiltonDepressionScore SubClassOf HigherDiseaseSusceptibiltyOdds, \nFalse
HighHamiltonDepressionScore SubClassOf ForcedVitalCapacity, \nFalse
HighHamiltonDepressionScore SubClassOf HamiltonDepressionMeasure, \nTrue
HighHamiltonDepressionScore SubClassOf ChildDepressionScore and ERVisitFrequency and HamiltonDepressionMeasure and ModerateReductionInHamiltonAnxietyScore and QualityOfLife, \nTrue
HighHamiltonDepressionScore SubClassOf PlasmaDrugConcentration, \nFalse
HighHamiltonDepressionScore SubClassOf ElectrocardiogramQTInterval, \nFalse
HighHamiltonDepressionScore SubClassOf PharmacokineticMeasure, \nFalse
HighHamiltonDepressionScore SubClassOf LowMontgomeryAsbergDepressionRating, \nFalse
HighHamiltonDepressionScore SubClassOf RemissionMeasure, \nFalse
HighHamiltonDepressionScore SubClassOf BiologicalMeasure, \nTrue
HighHamiltonDepressionScore SubClassOf BiologicalMeasure and ChildDepressionScore and ERVisitFrequency and HamiltonDepressionMeasure and ModerateReductionInHamiltonAnxietyScore and QualityOfLife, \nTrue
HighHamiltonDepressionScore SubClassOf GeneExpressionMeasure, \nFalse
HighHamiltonDepressionScore SubClassOf CellCount, False
HighHamiltonDepressionScore SubClassOf ASAAMeasure, \nTrue
HighHamiltonDepressionScore SubClassOf ASAAMeasure and BiologicalMeasure and ChildDepressionScore and ERVisitFrequency and HamiltonDepressionMeasure and ModerateReductionInHamiltonAnxietyScore and QualityOfLife, \nHere
HighHamiltonDepressionScore SubClassOf PopulationVariation, \nTrue
HighHamiltonDepressionScore SubClassOf BiologicalMeasure and ChildDepressionScore and ERVisitFrequency and HamiltonDepressionMeasure and ModerateReductionInHamiltonAnxietyScore and PopulationVariation and QualityOfLife, \nHere
HighHamiltonDepressionScore SubClassOf MetabolicMeasure, \nFalse
HighHamiltonDepressionScore SubClassOf TaxonomicMeasure, \nTrue
HighHamiltonDepressionScore SubClassOf BiologicalMeasure and ChildDepressionScore and ERVisitFrequency and HamiltonDepressionMeasure and ModerateReductionInHamiltonAnxietyScore and QualityOfLife and TaxonomicMeasure, \nHere
HighHamiltonDepressionScore SubClassOf LowRemission, False
HighHamiltonDepressionScore SubClassOf DrugClearance, \nFalse
HighHamiltonDepressionScore SubClassOf ASAAConcentrationDifference, \nTrue
HighHamiltonDepressionScore SubClassOf ASAAConcentrationDifference and BiologicalMeasure and ChildDepressionScore and ERVisitFrequency and HamiltonDepressionMeasure and ModerateReductionInHamiltonAnxietyScore and QualityOfLife, \nHere
HighHamiltonDepressionScore SubClassOf MontgomeryAsbergDepressionRatingDifference, \nFalse
HighHamiltonDepressionScore SubClassOf ASAAConcentrationDecrease, \nTrue
HighHamiltonDepressionScore SubClassOf ASAAConcentrationDecrease and BiologicalMeasure and ChildDepressionScore and ERVisitFrequency and HamiltonDepressionMeasure and ModerateReductionInHamiltonAnxietyScore and QualityOfLife, \nHere
HighHamiltonDepressionScore SubClassOf ModerateMontgomeryAsbergDepressionRating, \nTrue
HighHamiltonDepressionScore SubClassOf BiologicalMeasure and ChildDepressionScore and ERVisitFrequency and HamiltonDepressionMeasure and ModerateMontgomeryAsbergDepressionRating and ModerateReductionInHamiltonAnxietyScore and QualityOfLife, \nHere
HighHamiltonDepressionScore SubClassOf BodyMassIndexMeasure, \nFalse
HighHamiltonDepressionScore SubClassOf IncreasedGeneExpression, \nTrue
HighHamiltonDepressionScore SubClassOf BiologicalMeasure and ChildDepressionScore and ERVisitFrequency and HamiltonDepressionMeasure and IncreasedGeneExpression and ModerateReductionInHamiltonAnxietyScore and QualityOfLife, \nHere
HighHamiltonDepressionScore SubClassOf PathogenCount, \nFalse
HighHamiltonDepressionScore SubClassOf SimilarDiseaseSusceptibilityOdds, \nTrue
HighHamiltonDepressionScore SubClassOf BiologicalMeasure and ChildDepressionScore and ERVisitFrequency and HamiltonDepressionMeasure and ModerateReductionInHamiltonAnxietyScore and QualityOfLife and SimilarDiseaseSusceptibilityOdds, \nHere
HighHamiltonDepressionScore SubClassOf SatietyDifference, \nFalse
HighHamiltonDepressionScore SubClassOf DiseaseFrequency, \nTrue
HighHamiltonDepressionScore SubClassOf BiologicalMeasure and ChildDepressionScore and DiseaseFrequency and ERVisitFrequency and HamiltonDepressionMeasure and ModerateReductionInHamiltonAnxietyScore and QualityOfLife, \nHere
HighHamiltonDepressionScore SubClassOf MontgomeryAsbergDepressionMeasure, \nTrue
HighHamiltonDepressionScore SubClassOf BiologicalMeasure and ChildDepressionScore and ERVisitFrequency and HamiltonDepressionMeasure and ModerateReductionInHamiltonAnxietyScore and MontgomeryAsbergDepressionMeasure and QualityOfLife, \nHere
HighHamiltonDepressionScore SubClassOf CognitiveMeasure, \nFalse
HighHamiltonDepressionScore SubClassOf ModerateReductionInMontgomeryAsbergDepressionRating, \nTrue
HighHamiltonDepressionScore SubClassOf BiologicalMeasure and ChildDepressionScore and ERVisitFrequency and HamiltonDepressionMeasure and ModerateReductionInHamiltonAnxietyScore and ModerateReductionInMontgomeryAsbergDepressionRating and QualityOfLife, \nHere
HighHamiltonDepressionScore SubClassOf HighMontgomeryAsbergDepressionRating, \nTrue
HighHamiltonDepressionScore SubClassOf BiologicalMeasure and ChildDepressionScore and ERVisitFrequency and HamiltonDepressionMeasure and HighMontgomeryAsbergDepressionRating and ModerateReductionInHamiltonAnxietyScore and QualityOfLife, \nHere
HighHamiltonDepressionScore SubClassOf WeightLoss, False
HighHamiltonDepressionScore SubClassOf Gender, \nFalse
HighHamiltonDepressionScore SubClassOf HamiltonAnxietyScore, \nFalse
HighHamiltonDepressionScore SubClassOf SatietyDecrease, \nFalse
HighHamiltonDepressionScore SubClassOf Weigth, False
HighHamiltonDepressionScore SubClassOf Race, \nFalse
HighHamiltonDepressionScore SubClassOf WeigthGain, \nTrue
HighHamiltonDepressionScore SubClassOf BiologicalMeasure and ChildDepressionScore and ERVisitFrequency and HamiltonDepressionMeasure and ModerateReductionInHamiltonAnxietyScore and QualityOfLife and WeigthGain, \nHere
HighHamiltonDepressionScore SubClassOf AsthmaFrequency, \nFalse
HighHamiltonDepressionScore SubClassOf DecreasedGeneExpression, \nTrue
HighHamiltonDepressionScore SubClassOf BiologicalMeasure and ChildDepressionScore and DecreasedGeneExpression and ERVisitFrequency and HamiltonDepressionMeasure and ModerateReductionInHamiltonAnxietyScore and QualityOfLife, \nHere
HighHamiltonDepressionScore SubClassOf PharmacodynamicMeasure, \nTrue
HighHamiltonDepressionScore SubClassOf BiologicalMeasure and ChildDepressionScore and ERVisitFrequency and HamiltonDepressionMeasure and ModerateReductionInHamiltonAnxietyScore and PharmacodynamicMeasure and QualityOfLife, \nHere
HighHamiltonDepressionScore SubClassOf ModerateRemission, \nTrue
HighHamiltonDepressionScore SubClassOf BiologicalMeasure and ChildDepressionScore and ERVisitFrequency and HamiltonDepressionMeasure and ModerateReductionInHamiltonAnxietyScore and ModerateRemission and QualityOfLife, \nHere
HighHamiltonDepressionScore SubClassOf TissueMeasure, \nFalse
HighHamiltonDepressionScore SubClassOf MontgomeryAsbergDepressionRating, \nTrue
HighHamiltonDepressionScore SubClassOf BiologicalMeasure and ChildDepressionScore and ERVisitFrequency and HamiltonDepressionMeasure and ModerateReductionInHamiltonAnxietyScore and MontgomeryAsbergDepressionRating and QualityOfLife, \nHere
HighHamiltonDepressionScore SubClassOf HighReductionInChildDepressionScore, \nFalse
HighHamiltonDepressionScore SubClassOf ZeroRemission, False
HighHamiltonDepressionScore SubClassOf DoseFrequency, \nTrue
HighHamiltonDepressionScore SubClassOf BiologicalMeasure and ChildDepressionScore and DoseFrequency and ERVisitFrequency and HamiltonDepressionMeasure and ModerateReductionInHamiltonAnxietyScore and QualityOfLife, \nHere
HighHamiltonDepressionScore SubClassOf HamiltonAnxietyScoreDifference, \nFalse
HighHamiltonDepressionScore SubClassOf DrugEfficacy, \nFalse
HighHamiltonDepressionScore SubClassOf WeightMeasure, \nFalse
HighHamiltonDepressionScore SubClassOf CoagulationProfile, False
HighHamiltonDepressionScore SubClassOf LowReductionInHamiltonDepressionScore, \nFalse
HighHamiltonDepressionScore SubClassOf BloodPressure, \nFalse
HighHamiltonDepressionScore SubClassOf PulmonaryFunctionMeasure, \nFalse
HighHamiltonDepressionScore SubClassOf SatietyIncrease, \nTrue
HighHamiltonDepressionScore SubClassOf BiologicalMeasure and ChildDepressionScore and ERVisitFrequency and HamiltonDepressionMeasure and ModerateReductionInHamiltonAnxietyScore and QualityOfLife and SatietyIncrease, \nHere
HighHamiltonDepressionScore SubClassOf DiseaseSusceptibilityOdds, \nTrue
HighHamiltonDepressionScore SubClassOf BiologicalMeasure and ChildDepressionScore and DiseaseSusceptibilityOdds and ERVisitFrequency and HamiltonDepressionMeasure and ModerateReductionInHamiltonAnxietyScore and QualityOfLife, \nHere
HighHamiltonDepressionScore SubClassOf LowHamiltonDepressionScore, \nFalse
HighHamiltonDepressionScore SubClassOf BoneMineralDensity, \nFalse
HighHamiltonDepressionScore SubClassOf NormalGeneExpression, False
HighHamiltonDepressionScore SubClassOf ReninAngiotensinSystemMeasure, \nFalse
HighHamiltonDepressionScore SubClassOf BloodSerumProteinCount, \nFalse
HighHamiltonDepressionScore SubClassOf AnxietyMeasure, \nFalse
HighHamiltonDepressionScore SubClassOf HamiltonDepressionScore, \nTrue
HighHamiltonDepressionScore SubClassOf BiologicalMeasure and ChildDepressionScore and ERVisitFrequency and HamiltonDepressionMeasure and HamiltonDepressionScore and ModerateReductionInHamiltonAnxietyScore and QualityOfLife, \nHere
HighHamiltonDepressionScore SubClassOf SideEffectRate, \nFalse
HighHamiltonDepressionScore SubClassOf DepressionMeasure, \nTrue
HighHamiltonDepressionScore SubClassOf BiologicalMeasure and ChildDepressionScore and DepressionMeasure and ERVisitFrequency and HamiltonDepressionMeasure and ModerateReductionInHamiltonAnxietyScore and QualityOfLife, \nTrue
HighHamiltonDepressionScore SubClassOf GeneExpression, \nFalse
HighHamiltonDepressionScore SubClassOf Dose, \nTrue
HighHamiltonDepressionScore SubClassOf BiologicalMeasure and ChildDepressionScore and DepressionMeasure and Dose and ERVisitFrequency and HamiltonDepressionMeasure and ModerateReductionInHamiltonAnxietyScore and QualityOfLife, \nHere
HighHamiltonDepressionScore SubClassOf SatietyMeasure, \nTrue
HighHamiltonDepressionScore SubClassOf BiologicalMeasure and ChildDepressionScore and DepressionMeasure and ERVisitFrequency and HamiltonDepressionMeasure and ModerateReductionInHamiltonAnxietyScore and QualityOfLife and SatietyMeasure, \nHere
HighHamiltonDepressionScore SubClassOf LowerDiseaseSusceptibilityOdds, \nTrue
HighHamiltonDepressionScore SubClassOf BiologicalMeasure and ChildDepressionScore and DepressionMeasure and ERVisitFrequency and HamiltonDepressionMeasure and LowerDiseaseSusceptibilityOdds and ModerateReductionInHamiltonAnxietyScore and QualityOfLife, \nHere
HighHamiltonDepressionScore SubClassOf SideEffectFrequency, \nTrue
HighHamiltonDepressionScore SubClassOf BiologicalMeasure and ChildDepressionScore and DepressionMeasure and ERVisitFrequency and HamiltonDepressionMeasure and ModerateReductionInHamiltonAnxietyScore and QualityOfLife and SideEffectFrequency, \nHere
