Neuron and StructuralCell SubClassOf Erythrocyte, \nFalse
Cell SubClassOf Erythrocyte and LeafCell and SclerenchymaCell, \nTrue
Cell SubClassOf PhotosyntheticCell, True
Cell SubClassOf Erythrocyte and LeafCell and PhotosyntheticCell and SclerenchymaCell, \nTrue
Cell SubClassOf CirculatingCell, True
Cell SubClassOf CirculatingCell and Erythrocyte and LeafCell and PhotosyntheticCell and SclerenchymaCell, \nTrue
Cell SubClassOf PlantCell, True
Cell SubClassOf CirculatingCell and Erythrocyte and LeafCell and PhotosyntheticCell and PlantCell and SclerenchymaCell, \nTrue
Cell SubClassOf CellByClass, \nTrue
Cell SubClassOf CellByClass and CirculatingCell and Erythrocyte and LeafCell and PhotosyntheticCell and PlantCell and SclerenchymaCell, \nTrue
Cell SubClassOf MatureCell, True
Cell SubClassOf CellByClass and CirculatingCell and Erythrocyte and LeafCell and MatureCell and PhotosyntheticCell and PlantCell and SclerenchymaCell, \nTrue
Cell SubClassOf AnimalCell, True
Cell SubClassOf AnimalCell and CellByClass and CirculatingCell and Erythrocyte and LeafCell and MatureCell and PhotosyntheticCell and PlantCell and SclerenchymaCell, \nTrue
Cell SubClassOf Miocyte, True
Cell SubClassOf AnimalCell and CellByClass and CirculatingCell and Erythrocyte and LeafCell and MatureCell and Miocyte and PhotosyntheticCell and PlantCell and SclerenchymaCell, \nTrue
Cell SubClassOf InMatureCell, True
Cell SubClassOf AnimalCell and CellByClass and CirculatingCell and Erythrocyte and InMatureCell and LeafCell and MatureCell and Miocyte and PhotosyntheticCell and PlantCell and SclerenchymaCell, \nHere
Cell SubClassOf Osteocyte, True
Cell SubClassOf AnimalCell and CellByClass and CirculatingCell and Erythrocyte and LeafCell and MatureCell and Miocyte and Osteocyte and PhotosyntheticCell and PlantCell and SclerenchymaCell, \nTrue
Cell SubClassOf ChondroBlast, True
Cell SubClassOf AnimalCell and CellByClass and ChondroBlast and CirculatingCell and Erythrocyte and LeafCell and MatureCell and Miocyte and Osteocyte and PhotosyntheticCell and PlantCell and SclerenchymaCell, \nTrue
Cell SubClassOf MioBlast, True
Cell SubClassOf AnimalCell and CellByClass and ChondroBlast and CirculatingCell and Erythrocyte and LeafCell and MatureCell and MioBlast and Miocyte and Osteocyte and PhotosyntheticCell and PlantCell and SclerenchymaCell, \nTrue
Cell SubClassOf CellByDevelopmentStage, True
Cell SubClassOf AnimalCell and CellByClass and CellByDevelopmentStage and ChondroBlast and CirculatingCell and Erythrocyte and LeafCell and MatureCell and MioBlast and Miocyte and Osteocyte and PhotosyntheticCell and PlantCell and SclerenchymaCell, \nTrue
Cell SubClassOf PhotoreceptorCell, True
Cell SubClassOf AnimalCell and CellByClass and CellByDevelopmentStage and ChondroBlast and CirculatingCell and Erythrocyte and LeafCell and MatureCell and MioBlast and Miocyte and Osteocyte and PhotoreceptorCell and PhotosyntheticCell and PlantCell and SclerenchymaCell, \nHere
Cell SubClassOf CellByOrganism, True
Cell SubClassOf AnimalCell and CellByClass and CellByDevelopmentStage and CellByOrganism and ChondroBlast and CirculatingCell and Erythrocyte and LeafCell and MatureCell and MioBlast and Miocyte and Osteocyte and PhotosyntheticCell and PlantCell and SclerenchymaCell, \nTrue
Cell SubClassOf ElectricallyActiveCell, True
Cell SubClassOf AnimalCell and CellByClass and CellByDevelopmentStage and CellByOrganism and ChondroBlast and CirculatingCell and ElectricallyActiveCell and Erythrocyte and LeafCell and MatureCell and MioBlast and Miocyte and Osteocyte and PhotosyntheticCell and PlantCell and SclerenchymaCell, \nHere
Cell SubClassOf StructuralCell, True
Cell SubClassOf AnimalCell and CellByClass and CellByDevelopmentStage and CellByOrganism and ChondroBlast and CirculatingCell and Erythrocyte and LeafCell and MatureCell and MioBlast and Miocyte and Osteocyte and PhotosyntheticCell and PlantCell and SclerenchymaCell and StructuralCell, \nTrue
Cell SubClassOf Neuron, True
Cell SubClassOf AnimalCell and CellByClass and CellByDevelopmentStage and CellByOrganism and ChondroBlast and CirculatingCell and Erythrocyte and LeafCell and MatureCell and MioBlast and Miocyte and Neuron and Osteocyte and PhotosyntheticCell and PlantCell and SclerenchymaCell and StructuralCell, \nTrue
Cell SubClassOf ChondroCyte, True
Cell SubClassOf AnimalCell and CellByClass and CellByDevelopmentStage and CellByOrganism and ChondroBlast and ChondroCyte and CirculatingCell and Erythrocyte and LeafCell and MatureCell and MioBlast and Miocyte and Neuron and Osteocyte and PhotosyntheticCell and PlantCell and SclerenchymaCell and StructuralCell, \nTrue
Cell SubClassOf AnimalCell and CellByClass and CellByDevelopmentStage and CellByOrganism and ChondroBlast and ChondroCyte and CirculatingCell and Erythrocyte and InMatureCell and LeafCell and MatureCell and MioBlast and Miocyte and Neuron and Osteocyte and PhotosyntheticCell and PlantCell and SclerenchymaCell and StructuralCell, \nTrue
Cell SubClassOf AnimalCell and CellByClass and CellByDevelopmentStage and CellByOrganism and ChondroBlast and ChondroCyte and CirculatingCell and Erythrocyte and InMatureCell and LeafCell and MatureCell and MioBlast and Miocyte and Neuron and Osteocyte and PhotoreceptorCell and PhotosyntheticCell and PlantCell and SclerenchymaCell and StructuralCell, \nTrue
Cell SubClassOf AnimalCell and CellByClass and CellByDevelopmentStage and CellByOrganism and ChondroBlast and ChondroCyte and CirculatingCell and ElectricallyActiveCell and Erythrocyte and InMatureCell and LeafCell and MatureCell and MioBlast and Miocyte and Neuron and Osteocyte and PhotoreceptorCell and PhotosyntheticCell and PlantCell and SclerenchymaCell and StructuralCell, \nTrue
CellByOrganism and ChondroCyte SubClassOf AnimalCell, \nTrue
CellByOrganism and ChondroCyte SubClassOf SclerenchymaCell, \nTrue
CellByOrganism SubClassOf SclerenchymaCell, True
CellByOrganism SubClassOf LeafCell, True
CellByOrganism SubClassOf LeafCell and SclerenchymaCell, True
CellByOrganism SubClassOf Erythrocyte, True
CellByOrganism SubClassOf Erythrocyte and LeafCell and SclerenchymaCell, \nTrue
CellByOrganism SubClassOf PhotosyntheticCell, True
CellByOrganism SubClassOf Erythrocyte and LeafCell and PhotosyntheticCell and SclerenchymaCell, \nTrue
CellByOrganism SubClassOf CirculatingCell, True
CellByOrganism SubClassOf CirculatingCell and Erythrocyte and LeafCell and PhotosyntheticCell and SclerenchymaCell, \nTrue
CellByOrganism SubClassOf PlantCell, True
CellByOrganism SubClassOf CirculatingCell and Erythrocyte and LeafCell and PhotosyntheticCell and PlantCell and SclerenchymaCell, \nTrue
CellByOrganism SubClassOf CellByClass, True
CellByOrganism SubClassOf CellByClass and CirculatingCell and Erythrocyte and LeafCell and PhotosyntheticCell and PlantCell and SclerenchymaCell, \nTrue
CellByOrganism SubClassOf MatureCell, True
CellByOrganism SubClassOf CellByClass and CirculatingCell and Erythrocyte and LeafCell and MatureCell and PhotosyntheticCell and PlantCell and SclerenchymaCell, \nTrue
CellByOrganism SubClassOf AnimalCell, True
CellByOrganism SubClassOf AnimalCell and CellByClass and CirculatingCell and Erythrocyte and LeafCell and MatureCell and PhotosyntheticCell and PlantCell and SclerenchymaCell, \nTrue
CellByOrganism SubClassOf Cell, True
CellByOrganism SubClassOf AnimalCell and Cell and CellByClass and CirculatingCell and Erythrocyte and LeafCell and MatureCell and PhotosyntheticCell and PlantCell and SclerenchymaCell, \nTrue
CellByOrganism SubClassOf Miocyte, True
CellByOrganism SubClassOf AnimalCell and Cell and CellByClass and CirculatingCell and Erythrocyte and LeafCell and MatureCell and Miocyte and PhotosyntheticCell and PlantCell and SclerenchymaCell, \nTrue
CellByOrganism SubClassOf InMatureCell, True
CellByOrganism SubClassOf AnimalCell and Cell and CellByClass and CirculatingCell and Erythrocyte and InMatureCell and LeafCell and MatureCell and Miocyte and PhotosyntheticCell and PlantCell and SclerenchymaCell, \nTrue
CellByOrganism SubClassOf Osteocyte, True
CellByOrganism SubClassOf AnimalCell and Cell and CellByClass and CirculatingCell and Erythrocyte and InMatureCell and LeafCell and MatureCell and Miocyte and Osteocyte and PhotosyntheticCell and PlantCell and SclerenchymaCell, \nTrue
CellByOrganism SubClassOf ChondroBlast, True
CellByOrganism SubClassOf AnimalCell and Cell and CellByClass and ChondroBlast and CirculatingCell and Erythrocyte and InMatureCell and LeafCell and MatureCell and Miocyte and Osteocyte and PhotosyntheticCell and PlantCell and SclerenchymaCell, \nTrue
CellByOrganism SubClassOf MioBlast, True
CellByOrganism SubClassOf AnimalCell and Cell and CellByClass and ChondroBlast and CirculatingCell and Erythrocyte and InMatureCell and LeafCell and MatureCell and MioBlast and Miocyte and Osteocyte and PhotosyntheticCell and PlantCell and SclerenchymaCell, \nHere
CellByOrganism SubClassOf CellByDevelopmentStage, \nTrue
CellByOrganism SubClassOf AnimalCell and Cell and CellByClass and CellByDevelopmentStage and ChondroBlast and CirculatingCell and Erythrocyte and InMatureCell and LeafCell and MatureCell and Miocyte and Osteocyte and PhotosyntheticCell and PlantCell and SclerenchymaCell, \nTrue
CellByOrganism SubClassOf PhotoreceptorCell, True
CellByOrganism SubClassOf AnimalCell and Cell and CellByClass and CellByDevelopmentStage and ChondroBlast and CirculatingCell and Erythrocyte and InMatureCell and LeafCell and MatureCell and Miocyte and Osteocyte and PhotoreceptorCell and PhotosyntheticCell and PlantCell and SclerenchymaCell, \nHere
CellByOrganism SubClassOf ElectricallyActiveCell, True
CellByOrganism SubClassOf AnimalCell and Cell and CellByClass and CellByDevelopmentStage and ChondroBlast and CirculatingCell and ElectricallyActiveCell and Erythrocyte and InMatureCell and LeafCell and MatureCell and Miocyte and Osteocyte and PhotosyntheticCell and PlantCell and SclerenchymaCell, \nTrue
CellByOrganism SubClassOf StructuralCell, True
CellByOrganism SubClassOf AnimalCell and Cell and CellByClass and CellByDevelopmentStage and ChondroBlast and CirculatingCell and ElectricallyActiveCell and Erythrocyte and InMatureCell and LeafCell and MatureCell and Miocyte and Osteocyte and PhotosyntheticCell and PlantCell and SclerenchymaCell and StructuralCell, \nHere
CellByOrganism SubClassOf Neuron, True
CellByOrganism SubClassOf AnimalCell and Cell and CellByClass and CellByDevelopmentStage and ChondroBlast and CirculatingCell and ElectricallyActiveCell and Erythrocyte and InMatureCell and LeafCell and MatureCell and Miocyte and Neuron and Osteocyte and PhotosyntheticCell and PlantCell and SclerenchymaCell, \nTrue
CellByOrganism SubClassOf ChondroCyte, True
CellByOrganism SubClassOf AnimalCell and Cell and CellByClass and CellByDevelopmentStage and ChondroBlast and ChondroCyte and CirculatingCell and ElectricallyActiveCell and Erythrocyte and InMatureCell and LeafCell and MatureCell and Miocyte and Neuron and Osteocyte and PhotosyntheticCell and PlantCell and SclerenchymaCell, \nTrue
CellByOrganism SubClassOf AnimalCell and Cell and CellByClass and CellByDevelopmentStage and ChondroBlast and ChondroCyte and CirculatingCell and ElectricallyActiveCell and Erythrocyte and InMatureCell and LeafCell and MatureCell and MioBlast and Miocyte and Neuron and Osteocyte and PhotosyntheticCell and PlantCell and SclerenchymaCell, \nTrue
CellByOrganism SubClassOf AnimalCell and Cell and CellByClass and CellByDevelopmentStage and ChondroBlast and ChondroCyte and CirculatingCell and ElectricallyActiveCell and Erythrocyte and InMatureCell and LeafCell and MatureCell and MioBlast and Miocyte and Neuron and Osteocyte and PhotoreceptorCell and PhotosyntheticCell and PlantCell and SclerenchymaCell, \nTrue
CellByOrganism SubClassOf AnimalCell and Cell and CellByClass and CellByDevelopmentStage and ChondroBlast and ChondroCyte and CirculatingCell and ElectricallyActiveCell and Erythrocyte and InMatureCell and LeafCell and MatureCell and MioBlast and Miocyte and Neuron and Osteocyte and PhotoreceptorCell and PhotosyntheticCell and PlantCell and SclerenchymaCell and StructuralCell, \nTrue
Osteocyte and SclerenchymaCell SubClassOf AnimalCell, \nTrue
Osteocyte and SclerenchymaCell SubClassOf LeafCell, \nTrue
SclerenchymaCell SubClassOf LeafCell, True
SclerenchymaCell SubClassOf Erythrocyte, \nFalse
SclerenchymaCell SubClassOf PhotosyntheticCell, \nTrue
SclerenchymaCell SubClassOf LeafCell and PhotosyntheticCell, \nTrue
SclerenchymaCell SubClassOf CirculatingCell, \nFalse
SclerenchymaCell SubClassOf PlantCell, True
SclerenchymaCell SubClassOf LeafCell and PhotosyntheticCell and PlantCell, \nTrue
SclerenchymaCell SubClassOf CellByClass, True
SclerenchymaCell SubClassOf CellByClass and LeafCell and PhotosyntheticCell and PlantCell, \nTrue
SclerenchymaCell SubClassOf MatureCell, True
SclerenchymaCell SubClassOf CellByClass and LeafCell and MatureCell and PhotosyntheticCell and PlantCell, \nTrue
SclerenchymaCell SubClassOf AnimalCell, True
SclerenchymaCell SubClassOf AnimalCell and CellByClass and LeafCell and MatureCell and PhotosyntheticCell and PlantCell, \nTrue
SclerenchymaCell SubClassOf Cell, True
SclerenchymaCell SubClassOf AnimalCell and Cell and CellByClass and LeafCell and MatureCell and PhotosyntheticCell and PlantCell, \nTrue
SclerenchymaCell SubClassOf Miocyte, True
SclerenchymaCell SubClassOf AnimalCell and Cell and CellByClass and LeafCell and MatureCell and Miocyte and PhotosyntheticCell and PlantCell, \nTrue
SclerenchymaCell SubClassOf InMatureCell, True
SclerenchymaCell SubClassOf AnimalCell and Cell and CellByClass and InMatureCell and LeafCell and MatureCell and Miocyte and PhotosyntheticCell and PlantCell, \nTrue
SclerenchymaCell SubClassOf Osteocyte, True
SclerenchymaCell SubClassOf AnimalCell and Cell and CellByClass and InMatureCell and LeafCell and MatureCell and Miocyte and Osteocyte and PhotosyntheticCell and PlantCell, \nTrue
SclerenchymaCell SubClassOf ChondroBlast, True
SclerenchymaCell SubClassOf AnimalCell and Cell and CellByClass and ChondroBlast and InMatureCell and LeafCell and MatureCell and Miocyte and Osteocyte and PhotosyntheticCell and PlantCell, \nTrue
SclerenchymaCell SubClassOf MioBlast, True
SclerenchymaCell SubClassOf AnimalCell and Cell and CellByClass and ChondroBlast and InMatureCell and LeafCell and MatureCell and MioBlast and Miocyte and Osteocyte and PhotosyntheticCell and PlantCell, \nTrue
SclerenchymaCell SubClassOf CellByDevelopmentStage, True
SclerenchymaCell SubClassOf AnimalCell and Cell and CellByClass and CellByDevelopmentStage and ChondroBlast and InMatureCell and LeafCell and MatureCell and MioBlast and Miocyte and Osteocyte and PhotosyntheticCell and PlantCell, \nTrue
SclerenchymaCell SubClassOf PhotoreceptorCell, True
SclerenchymaCell SubClassOf AnimalCell and Cell and CellByClass and CellByDevelopmentStage and ChondroBlast and InMatureCell and LeafCell and MatureCell and MioBlast and Miocyte and Osteocyte and PhotoreceptorCell and PhotosyntheticCell and PlantCell, \nTrue
SclerenchymaCell SubClassOf CellByOrganism, True
SclerenchymaCell SubClassOf AnimalCell and Cell and CellByClass and CellByDevelopmentStage and CellByOrganism and ChondroBlast and InMatureCell and LeafCell and MatureCell and MioBlast and Miocyte and Osteocyte and PhotoreceptorCell and PhotosyntheticCell and PlantCell, \nTrue
SclerenchymaCell SubClassOf ElectricallyActiveCell, True
SclerenchymaCell SubClassOf AnimalCell and Cell and CellByClass and CellByDevelopmentStage and CellByOrganism and ChondroBlast and ElectricallyActiveCell and InMatureCell and LeafCell and MatureCell and MioBlast and Miocyte and Osteocyte and PhotoreceptorCell and PhotosyntheticCell and PlantCell, \nTrue
SclerenchymaCell SubClassOf StructuralCell, True
SclerenchymaCell SubClassOf AnimalCell and Cell and CellByClass and CellByDevelopmentStage and CellByOrganism and ChondroBlast and ElectricallyActiveCell and InMatureCell and LeafCell and MatureCell and MioBlast and Miocyte and Osteocyte and PhotoreceptorCell and PhotosyntheticCell and PlantCell and StructuralCell, \nTrue
SclerenchymaCell SubClassOf Neuron, True
SclerenchymaCell SubClassOf AnimalCell and Cell and CellByClass and CellByDevelopmentStage and CellByOrganism and ChondroBlast and ElectricallyActiveCell and InMatureCell and LeafCell and MatureCell and MioBlast and Miocyte and Neuron and Osteocyte and PhotoreceptorCell and PhotosyntheticCell and PlantCell and StructuralCell, \nTrue
