Neuron and StructuralCell SubClassOf Erythrocyte, \nFalse
Can MatureCell that is also PhotosyntheticCell be considered a subcategory of 'AnimalCell'?, \nFalse
Can CirculatingCell that is also Erythrocyte be considered a subcategory of 'Osteocyte'?, \nFalse
Can AnimalCell that is also Neuron be considered a subcategory of 'Osteocyte'?, \nFalse
Can CellByDevelopmentStage that is also CirculatingCell be considered a subcategory of 'AnimalCell'?, \nTrue
Can CellByOrganism that is also CirculatingCell be considered a subcategory of 'Neuron'?, \nFalse
Can CellByOrganism that is also LeafCell be considered a subcategory of 'AnimalCell'?, \nFalse
Can Cell that is also ChondroBlast be considered a subcategory of 'Neuron'?, \nFalse
Can AnimalCell that is also MatureCell be considered a subcategory of 'Neuron'?, \nFalse
Can ElectricallyActiveCell that is also MioBlast be considered a subcategory of 'ChondroCyte'?, \nFalse
Can PhotoreceptorCell that is also StructuralCell be considered a subcategory of 'ElectricallyActiveCell'?, \nFalse
Can Erythrocyte that is also MioBlast be considered a subcategory of 'ChondroCyte'?, \nFalse
Can AnimalCell that is also MatureCell be considered a subcategory of 'ElectricallyActiveCell'?, \nFalse
Can Neuron that is also PhotoreceptorCell be considered a subcategory of 'SclerenchymaCell'?, \nFalse
Can CellByOrganism be considered a subcategory of 'PhotoreceptorCell'?, \nFalse
Can CellByDevelopmentStage that is also PlantCell be considered a subcategory of 'PhotoreceptorCell'?, \nFalse
Can MioBlast that is also PhotoreceptorCell be considered a subcategory of 'LeafCell'?, \nFalse
Can ChondroCyte that is also CirculatingCell be considered a subcategory of 'PhotoreceptorCell'?, \nFalse
Can Cell that is also MatureCell be considered a subcategory of 'PhotoreceptorCell'?, \nFalse
Can CellByDevelopmentStage that is also InMatureCell be considered a subcategory of 'Neuron'?, \nFalse
Can Miocyte that is also StructuralCell be considered a subcategory of 'PhotosyntheticCell'?, \nFalse
Can Erythrocyte that is also Neuron be considered a subcategory of 'InMatureCell'?, \nFalse
Can CellByClass that is also InMatureCell be considered a subcategory of 'PlantCell'?, \nFalse
Can AnimalCell that is also Miocyte be considered a subcategory of 'InMatureCell'?, \nFalse
Can ElectricallyActiveCell that is also StructuralCell be considered a subcategory of 'InMatureCell'?, \nFalse
Can CellByOrganism that is also MioBlast be considered a subcategory of 'PlantCell'?, \nFalse
Can CellByClass that is also LeafCell be considered a subcategory of 'InMatureCell'?, \nFalse
Can CellByDevelopmentStage that is also ChondroBlast be considered a subcategory of 'PlantCell'?, \nTrue
Can CellByDevelopmentStage that is also ChondroBlast be considered a subcategory of 'SclerenchymaCell'?, \nFalse
Can CellByDevelopmentStage that is also ChondroBlast be considered a subcategory of 'LeafCell'?, \nFalse
Can CellByDevelopmentStage that is also ChondroBlast be considered a subcategory of 'Erythrocyte'?, \nFalse
Can CellByDevelopmentStage that is also ChondroBlast be considered a subcategory of 'PhotosyntheticCell'?, \nFalse
Can CellByDevelopmentStage that is also ChondroBlast be considered a subcategory of 'CirculatingCell'?, \nFalse
Can ChondroBlast be considered a subcategory of 'PlantCell'?, \nFalse
Can CellByDevelopmentStage be considered a subcategory of 'PlantCell'?, \nFalse
Can AnimalCell that is also InMatureCell be considered a subcategory of 'Erythrocyte'?, \nFalse
Can LeafCell that is also Osteocyte be considered a subcategory of 'PhotoreceptorCell'?, \nFalse
Can CellByDevelopmentStage that is also Neuron be considered a subcategory of 'LeafCell'?, \nFalse
Can InMatureCell that is also StructuralCell be considered a subcategory of 'Erythrocyte'?, \nFalse
Can Cell that is also PhotoreceptorCell be considered a subcategory of 'Osteocyte'?, \nFalse
Can Cell that is also Miocyte be considered a subcategory of 'Osteocyte'?, \nFalse
Can CellByDevelopmentStage that is also Osteocyte be considered a subcategory of 'AnimalCell'?, \nTrue
Can CellByDevelopmentStage that is also Osteocyte be considered a subcategory of 'LeafCell'?, \nFalse
Can CellByDevelopmentStage that is also Osteocyte be considered a subcategory of 'Erythrocyte'?, \nFalse
Can CellByDevelopmentStage that is also Osteocyte be considered a subcategory of 'PhotosyntheticCell'?, \nFalse
Can CellByDevelopmentStage that is also Osteocyte be considered a subcategory of 'CirculatingCell'?, \nFalse
Can CellByDevelopmentStage that is also Osteocyte be considered a subcategory of 'PlantCell'?, \nFalse
Can ChondroCyte that is also MioBlast be considered a subcategory of 'Neuron'?, \nFalse
Can CellByClass that is also ChondroBlast be considered a subcategory of 'Osteocyte'?, \nFalse
Can CellByClass that is also Miocyte be considered a subcategory of 'AnimalCell'?, \nFalse
Can LeafCell that is also SclerenchymaCell be considered a subcategory of 'Neuron'?, \nFalse
Can CellByClass that is also Osteocyte be considered a subcategory of 'PhotosyntheticCell'?, \nFalse
Can CirculatingCell that is also SclerenchymaCell be considered a subcategory of 'AnimalCell'?, \nFalse
Can CellByOrganism that is also Erythrocyte be considered a subcategory of 'ChondroBlast'?, \nFalse
Can MatureCell that is also Neuron be considered a subcategory of 'ChondroBlast'?, \nFalse
Can CirculatingCell that is also MioBlast be considered a subcategory of 'ChondroBlast'?, \nTrue
Can CirculatingCell that is also MioBlast be considered a subcategory of 'AnimalCell'?, \nFalse
Can CirculatingCell that is also MioBlast be considered a subcategory of 'Osteocyte'?, \nFalse
Can MioBlast be considered a subcategory of 'ChondroBlast'?, \nFalse
Can ElectricallyActiveCell that is also LeafCell be considered a subcategory of 'MioBlast'?, \nFalse
Can MatureCell that is also MioBlast be considered a subcategory of 'CellByDevelopmentStage'?, \nFalse
Can MioBlast that is also PlantCell be considered a subcategory of 'CellByDevelopmentStage'?, \nTrue
Can MioBlast that is also PlantCell be considered a subcategory of 'AnimalCell'?, \nFalse
Can MioBlast that is also PlantCell be considered a subcategory of 'Osteocyte'?, \nFalse
Can MioBlast be considered a subcategory of 'CellByDevelopmentStage'?, \nFalse
Can AnimalCell that is also ElectricallyActiveCell be considered a subcategory of 'MioBlast'?, \nFalse
Can Cell that is also PhotosyntheticCell be considered a subcategory of 'ChondroCyte'?, \nFalse
Can CellByOrganism that is also Erythrocyte be considered a subcategory of 'CellByDevelopmentStage'?, \nFalse
Can AnimalCell that is also Erythrocyte be considered a subcategory of 'MioBlast'?, \nFalse
Can MatureCell be considered a subcategory of 'CirculatingCell'?, \nFalse
Can ChondroBlast that is also InMatureCell be considered a subcategory of 'Cell'?, \nTrue
Can ChondroBlast that is also InMatureCell be considered a subcategory of 'LeafCell'?, \nFalse
Can ChondroBlast that is also InMatureCell be considered a subcategory of 'Erythrocyte'?, \nTrue
Can InMatureCell be considered a subcategory of 'Erythrocyte'?, \nFalse
Can ChondroBlast be considered a subcategory of 'Erythrocyte'?, \nFalse
Can LeafCell that is also StructuralCell be considered a subcategory of 'Osteocyte'?, \nTrue
Can LeafCell that is also StructuralCell be considered a subcategory of 'InMatureCell'?, \nFalse
Can StructuralCell be considered a subcategory of 'Osteocyte'?, \nFalse
Can ChondroBlast that is also StructuralCell be considered a subcategory of 'LeafCell'?, \nTrue
Can ChondroBlast that is also StructuralCell be considered a subcategory of 'SclerenchymaCell'?, \nFalse
Can StructuralCell be considered a subcategory of 'LeafCell'?, \nFalse
Can InMatureCell that is also Miocyte be considered a subcategory of 'Erythrocyte'?, \nFalse
Can CellByDevelopmentStage that is also ChondroCyte be considered a subcategory of 'Osteocyte'?, \nTrue
Can CellByDevelopmentStage that is also ChondroCyte be considered a subcategory of 'MatureCell'?, \nTrue
Can CellByDevelopmentStage be considered a subcategory of 'MatureCell'?, \nFalse
Can ChondroCyte be considered a subcategory of 'MatureCell'?, \nFalse
Can Cell that is also CellByOrganism be considered a subcategory of 'Erythrocyte'?, \nFalse
Can ChondroCyte that is also PhotosyntheticCell be considered a subcategory of 'Erythrocyte'?, \nFalse
Can SclerenchymaCell be considered a subcategory of 'Osteocyte'?, \nFalse
Can InMatureCell that is also StructuralCell be considered a subcategory of 'AnimalCell'?, \nFalse
Can Erythrocyte that is also Osteocyte be considered a subcategory of 'Neuron'?, \nFalse
Can CellByOrganism that is also ChondroBlast be considered a subcategory of 'ChondroCyte'?, \nTrue
Can CellByOrganism that is also ChondroBlast be considered a subcategory of 'MioBlast'?, \nFalse
Can CellByOrganism that is also ChondroBlast be considered a subcategory of 'CellByDevelopmentStage'?, \nFalse
Can CellByOrganism that is also ChondroBlast be considered a subcategory of 'PhotoreceptorCell'?, \nFalse
Can CellByOrganism that is also ChondroBlast be considered a subcategory of 'ElectricallyActiveCell'?, \nFalse
Can CellByOrganism that is also ChondroBlast be considered a subcategory of 'Neuron'?, \nFalse
Can ChondroBlast be considered a subcategory of 'ChondroCyte'?, \nTrue
Can ChondroBlast be considered a subcategory of 'PhotosyntheticCell'?, \nFalse
Can ChondroBlast be considered a subcategory of 'CirculatingCell'?, \nFalse
Can ChondroBlast be considered a subcategory of 'MatureCell'?, \nFalse
Can ChondroBlast be considered a subcategory of 'Cell'?, \nFalse
Can ChondroBlast be considered a subcategory of 'Osteocyte'?, \nFalse
Can ChondroBlast be considered a subcategory of 'MioBlast'?, \nFalse
Can ChondroBlast be considered a subcategory of 'CellByDevelopmentStage'?, \nFalse
Can ChondroBlast be considered a subcategory of 'PhotoreceptorCell'?, \nFalse
Can ChondroBlast be considered a subcategory of 'CellByOrganism'?, \nFalse
Can ChondroBlast be considered a subcategory of 'ElectricallyActiveCell'?, \nFalse
Can ChondroBlast be considered a subcategory of 'StructuralCell'?, \nFalse
Can ChondroBlast be considered a subcategory of 'Neuron'?, \nFalse
Can CirculatingCell that is also Miocyte be considered a subcategory of 'ElectricallyActiveCell'?, \nTrue
Can CirculatingCell that is also Miocyte be considered a subcategory of 'InMatureCell'?, \nTrue
Can Miocyte be considered a subcategory of 'InMatureCell'?, \nFalse
Can InMatureCell that is also PlantCell be considered a subcategory of 'ElectricallyActiveCell'?, \nFalse
Can PhotoreceptorCell that is also PlantCell be considered a subcategory of 'MioBlast'?, \nFalse
Can MioBlast that is also Neuron be considered a subcategory of 'ElectricallyActiveCell'?, \nTrue
Can MioBlast that is also Neuron be considered a subcategory of 'PhotoreceptorCell'?, \nFalse
Can MioBlast be considered a subcategory of 'ElectricallyActiveCell'?, \nFalse
Can Neuron be considered a subcategory of 'ElectricallyActiveCell'?, \nFalse
Can Erythrocyte that is also LeafCell be considered a subcategory of 'PhotoreceptorCell'?, \nFalse
Can AnimalCell that is also Neuron be considered a subcategory of 'PhotoreceptorCell'?, \nFalse
Can Osteocyte that is also StructuralCell be considered a subcategory of 'PhotoreceptorCell'?, \nFalse
Can Neuron that is also StructuralCell be considered a subcategory of 'Miocyte'?, \nFalse
Can SclerenchymaCell that is also StructuralCell be considered a subcategory of 'CellByOrganism'?, \nFalse
Can CellByOrganism that is also ChondroCyte be considered a subcategory of 'StructuralCell'?, \nTrue
Can CellByOrganism that is also ChondroCyte be considered a subcategory of 'SclerenchymaCell'?, \nTrue
Can CellByOrganism be considered a subcategory of 'SclerenchymaCell'?, \nFalse
Can CellByDevelopmentStage be considered a subcategory of 'CirculatingCell'?, \nFalse
Can InMatureCell that is also Osteocyte be considered a subcategory of 'Cell'?, \nTrue
Can InMatureCell that is also Osteocyte be considered a subcategory of 'LeafCell'?, \nFalse
Can InMatureCell that is also Osteocyte be considered a subcategory of 'Erythrocyte'?, \nFalse
Can InMatureCell that is also Osteocyte be considered a subcategory of 'PhotosyntheticCell'?, \nFalse
Can InMatureCell that is also Osteocyte be considered a subcategory of 'PlantCell'?, \nFalse
Can InMatureCell that is also Osteocyte be considered a subcategory of 'AnimalCell'?, \nTrue
Can Neuron that is also PhotoreceptorCell be considered a subcategory of 'MatureCell'?, \nFalse
Can CellByOrganism that is also MioBlast be considered a subcategory of 'CellByClass'?, \nTrue
Can CellByOrganism that is also MioBlast be considered a subcategory of 'SclerenchymaCell'?, \nFalse
Can CellByOrganism that is also MioBlast be considered a subcategory of 'LeafCell'?, \nFalse
Can CellByOrganism that is also MioBlast be considered a subcategory of 'Erythrocyte'?, \nFalse
Can CellByOrganism that is also MioBlast be considered a subcategory of 'PhotosyntheticCell'?, \nTrue
Can ElectricallyActiveCell that is also Miocyte be considered a subcategory of 'Neuron'?, \nTrue
Can ElectricallyActiveCell that is also Miocyte be considered a subcategory of 'ChondroBlast'?, \nFalse
Can ElectricallyActiveCell that is also Miocyte be considered a subcategory of 'MioBlast'?, \nFalse
Can ElectricallyActiveCell that is also Miocyte be considered a subcategory of 'CellByDevelopmentStage'?, \nTrue
Can Miocyte be considered a subcategory of 'CellByDevelopmentStage'?, \nTrue
Can Miocyte be considered a subcategory of 'Erythrocyte'?, \nFalse
Can Miocyte be considered a subcategory of 'PhotosyntheticCell'?, \nTrue
Can Miocyte be considered a subcategory of 'CellByDevelopmentStage that is also PhotosyntheticCell'?, \nFalse
Can Miocyte be considered a subcategory of 'PlantCell'?, \nFalse
Can Miocyte be considered a subcategory of 'MatureCell'?, \nFalse
Can Miocyte be considered a subcategory of 'Cell'?, \nFalse
Can Miocyte be considered a subcategory of 'Osteocyte'?, \nFalse
Can Miocyte be considered a subcategory of 'ChondroBlast'?, \nFalse
Can Miocyte be considered a subcategory of 'MioBlast'?, \nFalse
Can Miocyte be considered a subcategory of 'PhotoreceptorCell'?, \nFalse
Can Miocyte be considered a subcategory of 'CellByOrganism'?, \nFalse
Can Miocyte be considered a subcategory of 'ElectricallyActiveCell'?, \nTrue
Can Miocyte be considered a subcategory of 'CellByDevelopmentStage that is also ElectricallyActiveCell'?, \nFalse
Can Miocyte be considered a subcategory of 'StructuralCell'?, \nFalse
Can Miocyte be considered a subcategory of 'Neuron'?, \nFalse
Can Miocyte be considered a subcategory of 'ChondroCyte'?, \nFalse
Can MatureCell that is also StructuralCell be considered a subcategory of 'PhotosyntheticCell'?, \nFalse
Can ChondroCyte be considered a subcategory of 'PlantCell'?, \nFalse
Can CellByDevelopmentStage that is also CellByOrganism be considered a subcategory of 'InMatureCell'?, \nFalse
Can CellByClass that is also Osteocyte be considered a subcategory of 'PlantCell'?, \nFalse
Can InMatureCell that is also MioBlast be considered a subcategory of 'LeafCell'?, \nTrue
Can CellByOrganism that is also MatureCell be considered a subcategory of 'CellByClass'?, \nFalse
Can CellByDevelopmentStage that is also SclerenchymaCell be considered a subcategory of 'InMatureCell'?, \nTrue
Can CellByDevelopmentStage that is also SclerenchymaCell be considered a subcategory of 'LeafCell'?, \nTrue
Can InMatureCell be considered a subcategory of 'PlantCell'?, \nTrue
Can InMatureCell be considered a subcategory of 'CirculatingCell'?, \nFalse
Can InMatureCell be considered a subcategory of 'CellByClass'?, \nFalse
Can InMatureCell be considered a subcategory of 'MatureCell'?, \nFalse
Can InMatureCell be considered a subcategory of 'Cell'?, \nTrue
Can InMatureCell be considered a subcategory of 'Cell that is also PlantCell'?, \nFalse
Can InMatureCell be considered a subcategory of 'Miocyte'?, \nFalse
Can InMatureCell be considered a subcategory of 'Osteocyte'?, \nFalse
Can InMatureCell be considered a subcategory of 'ChondroBlast'?, \nFalse
Can InMatureCell be considered a subcategory of 'MioBlast'?, \nFalse
Can InMatureCell be considered a subcategory of 'CellByDevelopmentStage'?, \nTrue
Can InMatureCell be considered a subcategory of 'CellByDevelopmentStage that is also PlantCell'?, \nFalse
Can InMatureCell be considered a subcategory of 'PhotoreceptorCell'?, \nFalse
Can InMatureCell be considered a subcategory of 'CellByOrganism'?, \nFalse
Can InMatureCell be considered a subcategory of 'ElectricallyActiveCell'?, \nFalse
Can InMatureCell be considered a subcategory of 'StructuralCell'?, \nFalse
Can InMatureCell be considered a subcategory of 'Neuron'?, \nFalse
Can InMatureCell be considered a subcategory of 'ChondroCyte'?, \nFalse
Can MioBlast that is also SclerenchymaCell be considered a subcategory of 'StructuralCell'?, \nFalse
Can CellByClass that is also ChondroCyte be considered a subcategory of 'Miocyte'?, \nTrue
Can CellByClass that is also ChondroCyte be considered a subcategory of 'SclerenchymaCell'?, \nTrue
Can InMatureCell that is also PhotoreceptorCell be considered a subcategory of 'ElectricallyActiveCell'?, \nTrue
Can InMatureCell that is also PhotoreceptorCell be considered a subcategory of 'ChondroBlast'?, \nFalse
Can InMatureCell that is also PhotoreceptorCell be considered a subcategory of 'MioBlast'?, \nFalse
Can PhotoreceptorCell be considered a subcategory of 'ElectricallyActiveCell'?, \nTrue
Can PhotoreceptorCell be considered a subcategory of 'SclerenchymaCell'?, \nFalse
Can PhotoreceptorCell be considered a subcategory of 'Erythrocyte'?, \nFalse
Can PhotoreceptorCell be considered a subcategory of 'PhotosyntheticCell'?, \nTrue
Can PhotoreceptorCell be considered a subcategory of 'ElectricallyActiveCell that is also PhotosyntheticCell'?, \nFalse
Can PhotoreceptorCell be considered a subcategory of 'CirculatingCell'?, \nFalse
Can PhotoreceptorCell be considered a subcategory of 'PlantCell'?, \nFalse
Can PhotoreceptorCell be considered a subcategory of 'CellByClass'?, \nFalse
Can PhotoreceptorCell be considered a subcategory of 'MatureCell'?, \nFalse
Can PhotoreceptorCell be considered a subcategory of 'Cell'?, \nTrue
Can PhotoreceptorCell be considered a subcategory of 'Cell that is also ElectricallyActiveCell'?, \nTrue
Can PhotoreceptorCell be considered a subcategory of 'Miocyte'?, \nFalse
Can PhotoreceptorCell be considered a subcategory of 'InMatureCell'?, \nFalse
Can PhotoreceptorCell be considered a subcategory of 'Osteocyte'?, \nFalse
Can PhotoreceptorCell be considered a subcategory of 'ChondroBlast'?, \nFalse
Can PhotoreceptorCell be considered a subcategory of 'MioBlast'?, \nFalse
Can PhotoreceptorCell be considered a subcategory of 'CellByDevelopmentStage'?, \nFalse
Can PhotoreceptorCell be considered a subcategory of 'CellByOrganism'?, \nFalse
Can PhotoreceptorCell be considered a subcategory of 'StructuralCell'?, \nFalse
Can PhotoreceptorCell be considered a subcategory of 'Neuron'?, \nFalse
Can PhotoreceptorCell be considered a subcategory of 'ChondroCyte'?, \nFalse
Can PhotoreceptorCell be considered a subcategory of 'Cell that is also ElectricallyActiveCell that is also PhotosyntheticCell'?, \nTrue
Can CellByOrganism that is also Neuron be considered a subcategory of 'PhotoreceptorCell'?, \nFalse
Can Osteocyte that is also PhotosyntheticCell be considered a subcategory of 'PhotoreceptorCell'?, \nFalse
Can CellByDevelopmentStage that is also MioBlast be considered a subcategory of 'LeafCell'?, \nFalse
Can MioBlast that is also StructuralCell be considered a subcategory of 'Erythrocyte'?, \nTrue
Can MioBlast that is also StructuralCell be considered a subcategory of 'SclerenchymaCell'?, \nFalse
Can MioBlast that is also StructuralCell be considered a subcategory of 'LeafCell'?, \nFalse
Can StructuralCell be considered a subcategory of 'Erythrocyte'?, \nFalse
Can ElectricallyActiveCell that is also PhotoreceptorCell be considered a subcategory of 'ChondroBlast'?, \nFalse
Can CellByClass that is also PhotoreceptorCell be considered a subcategory of 'ChondroBlast'?, \nFalse
Can PlantCell that is also SclerenchymaCell be considered a subcategory of 'MioBlast'?, \nFalse
Can CirculatingCell that is also LeafCell be considered a subcategory of 'MioBlast'?, \nFalse
Can CellByDevelopmentStage that is also MatureCell be considered a subcategory of 'ChondroCyte'?, \nFalse
Can CirculatingCell that is also PlantCell be considered a subcategory of 'ChondroCyte'?, \nFalse
Can ChondroCyte that is also MioBlast be considered a subcategory of 'ElectricallyActiveCell'?, \nFalse
Can AnimalCell that is also MioBlast be considered a subcategory of 'ElectricallyActiveCell'?, \nTrue
Can AnimalCell that is also MioBlast be considered a subcategory of 'PhotoreceptorCell'?, \nFalse
Can Osteocyte that is also StructuralCell be considered a subcategory of 'Miocyte'?, \nFalse
Can ChondroCyte that is also StructuralCell be considered a subcategory of 'CellByOrganism'?, \nTrue
Can ChondroCyte that is also StructuralCell be considered a subcategory of 'MatureCell'?, \nTrue
Can StructuralCell be considered a subcategory of 'MatureCell'?, \nFalse
Can CellByOrganism that is also Miocyte be considered a subcategory of 'PlantCell'?, \nFalse
Can MioBlast that is also SclerenchymaCell be considered a subcategory of 'CirculatingCell'?, \nFalse
Can ChondroCyte that is also Miocyte be considered a subcategory of 'Neuron'?, \nFalse
Can CellByOrganism that is also Neuron be considered a subcategory of 'AnimalCell'?, \nTrue
Can CellByOrganism that is also Neuron be considered a subcategory of 'SclerenchymaCell'?, \nFalse
Can CellByOrganism that is also Neuron be considered a subcategory of 'LeafCell'?, \nFalse
Can CellByOrganism that is also Neuron be considered a subcategory of 'Erythrocyte'?, \nFalse
Can CellByOrganism that is also Neuron be considered a subcategory of 'PhotosyntheticCell'?, \nFalse
Can CellByOrganism that is also Neuron be considered a subcategory of 'CirculatingCell'?, \nFalse
Can CellByOrganism that is also Neuron be considered a subcategory of 'PlantCell'?, \nFalse
Can CellByOrganism that is also Neuron be considered a subcategory of 'CellByClass'?, \nTrue
Can Neuron be considered a subcategory of 'CellByClass'?, \nFalse
Can InMatureCell that is also Osteocyte be considered a subcategory of 'Neuron'?, \nFalse
Can CellByClass be considered a subcategory of 'PhotosyntheticCell'?, \nFalse
Can SclerenchymaCell that is also StructuralCell be considered a subcategory of 'PhotosyntheticCell'?, \nFalse
Can PhotosyntheticCell that is also SclerenchymaCell be considered a subcategory of 'ChondroBlast'?, \nFalse
Can AnimalCell that is also Neuron be considered a subcategory of 'ChondroBlast'?, \nFalse
Can MatureCell that is also StructuralCell be considered a subcategory of 'CellByDevelopmentStage'?, \nTrue
Can MatureCell that is also StructuralCell be considered a subcategory of 'Erythrocyte'?, \nTrue
Can CellByOrganism that is also PlantCell be considered a subcategory of 'MioBlast'?, \nFalse
Can CellByOrganism that is also Erythrocyte be considered a subcategory of 'MioBlast'?, \nFalse
Can AnimalCell that is also MatureCell be considered a subcategory of 'MioBlast'?, \nFalse
Can Erythrocyte that is also Miocyte be considered a subcategory of 'ElectricallyActiveCell'?, \nTrue
Can Erythrocyte that is also Miocyte be considered a subcategory of 'ChondroBlast'?, \nFalse
Can Erythrocyte that is also Miocyte be considered a subcategory of 'MioBlast'?, \nFalse
Can Erythrocyte that is also Miocyte be considered a subcategory of 'PhotoreceptorCell'?, \nFalse
Can Miocyte be considered a subcategory of 'ElectricallyActiveCell that is also PhotosyntheticCell'?, \nFalse
Can Miocyte be considered a subcategory of 'CellByDevelopmentStage that is also ElectricallyActiveCell that is also PhotosyntheticCell'?, \nFalse
Can ElectricallyActiveCell that is also PhotoreceptorCell be considered a subcategory of 'MioBlast'?, \nFalse
Can MatureCell that is also Neuron be considered a subcategory of 'CirculatingCell'?, \nTrue
Can MatureCell that is also Neuron be considered a subcategory of 'SclerenchymaCell'?, \nFalse
Can MatureCell that is also Neuron be considered a subcategory of 'LeafCell'?, \nFalse
Can MatureCell that is also Neuron be considered a subcategory of 'Erythrocyte'?, \nFalse
Can MatureCell that is also Neuron be considered a subcategory of 'PhotosyntheticCell'?, \nFalse
Can Neuron that is also SclerenchymaCell be considered a subcategory of 'CirculatingCell'?, \nFalse
Can CellByOrganism that is also StructuralCell be considered a subcategory of 'Cell'?, \nTrue
Can CellByOrganism that is also StructuralCell be considered a subcategory of 'SclerenchymaCell'?, \nTrue
Can CellByDevelopmentStage that is also StructuralCell be considered a subcategory of 'CirculatingCell'?, \nTrue
Can CellByDevelopmentStage that is also StructuralCell be considered a subcategory of 'SclerenchymaCell'?, \nTrue
Can CellByClass that is also ChondroCyte be considered a subcategory of 'MatureCell'?, \nTrue
Can CellByClass that is also ChondroCyte be considered a subcategory of 'LeafCell'?, \nFalse
Can CellByClass that is also ChondroCyte be considered a subcategory of 'Erythrocyte'?, \nFalse
Can CellByClass that is also ChondroCyte be considered a subcategory of 'PhotosyntheticCell'?, \nFalse
Can CellByClass that is also ChondroCyte be considered a subcategory of 'CirculatingCell'?, \nTrue
Can CellByClass be considered a subcategory of 'CirculatingCell'?, \nFalse
Can ChondroCyte be considered a subcategory of 'CirculatingCell'?, \nFalse
Can LeafCell that is also Osteocyte be considered a subcategory of 'ChondroBlast'?, \nFalse
Can Neuron that is also StructuralCell be considered a subcategory of 'ChondroCyte'?, \nTrue
Can Neuron that is also StructuralCell be considered a subcategory of 'SclerenchymaCell'?, \nFalse
Can Neuron that is also StructuralCell be considered a subcategory of 'LeafCell'?, \nTrue
Can CellByDevelopmentStage that is also LeafCell be considered a subcategory of 'PhotoreceptorCell'?, \nFalse
Can ChondroBlast that is also ChondroCyte be considered a subcategory of 'PhotoreceptorCell'?, \nFalse
Can ChondroCyte that is also LeafCell be considered a subcategory of 'PhotoreceptorCell'?, \nFalse
Can CellByClass that is also InMatureCell be considered a subcategory of 'PhotoreceptorCell'?, \nTrue
Can CellByClass that is also InMatureCell be considered a subcategory of 'ChondroBlast'?, \nFalse
Can CellByClass that is also InMatureCell be considered a subcategory of 'MioBlast'?, \nTrue
Can ChondroCyte be considered a subcategory of 'MioBlast'?, \nFalse
Can CellByDevelopmentStage that is also CellByOrganism be considered a subcategory of 'ChondroBlast'?, \nFalse
Can Osteocyte that is also SclerenchymaCell be considered a subcategory of 'ChondroCyte'?, \nFalse
Can CellByClass that is also Osteocyte be considered a subcategory of 'MioBlast'?, \nFalse
Can CellByClass that is also SclerenchymaCell be considered a subcategory of 'Erythrocyte'?, \nFalse
Can CellByDevelopmentStage that is also SclerenchymaCell be considered a subcategory of 'Neuron'?, \nFalse
Can CellByOrganism that is also LeafCell be considered a subcategory of 'Neuron'?, \nFalse
Can ChondroCyte that is also MioBlast be considered a subcategory of 'ChondroBlast'?, \nTrue
Can ChondroCyte that is also MioBlast be considered a subcategory of 'SclerenchymaCell'?, \nTrue
Can MatureCell that is also Osteocyte be considered a subcategory of 'StructuralCell'?, \nTrue
Can MatureCell that is also Osteocyte be considered a subcategory of 'AnimalCell'?, \nTrue
Can MatureCell be considered a subcategory of 'AnimalCell'?, \nFalse
Can CellByOrganism that is also SclerenchymaCell be considered a subcategory of 'Osteocyte'?, \nFalse
Can ElectricallyActiveCell that is also LeafCell be considered a subcategory of 'Neuron'?, \nTrue
Can ElectricallyActiveCell that is also LeafCell be considered a subcategory of 'PhotoreceptorCell'?, \nFalse
Can CellByClass that is also SclerenchymaCell be considered a subcategory of 'InMatureCell'?, \nTrue
Can CellByClass that is also SclerenchymaCell be considered a subcategory of 'LeafCell'?, \nTrue
Can AnimalCell that is also ChondroCyte be considered a subcategory of 'PhotoreceptorCell'?, \nFalse
Can ChondroCyte that is also SclerenchymaCell be considered a subcategory of 'ElectricallyActiveCell'?, \nFalse
Can CellByDevelopmentStage that is also CellByOrganism be considered a subcategory of 'SclerenchymaCell'?, \nFalse
Can InMatureCell that is also Osteocyte be considered a subcategory of 'PhotoreceptorCell'?, \nFalse
Can CellByClass that is also MatureCell be considered a subcategory of 'Osteocyte'?, \nTrue
Can CellByClass that is also MatureCell be considered a subcategory of 'SclerenchymaCell'?, \nFalse
Can CellByClass that is also MatureCell be considered a subcategory of 'LeafCell'?, \nFalse
Can CellByClass that is also MatureCell be considered a subcategory of 'Erythrocyte'?, \nTrue
Can CellByDevelopmentStage that is also MioBlast be considered a subcategory of 'PlantCell'?, \nTrue
Can CellByDevelopmentStage that is also MioBlast be considered a subcategory of 'SclerenchymaCell'?, \nFalse
Can CellByDevelopmentStage that is also MioBlast be considered a subcategory of 'Erythrocyte'?, \nFalse
Can CellByDevelopmentStage that is also MioBlast be considered a subcategory of 'PhotosyntheticCell'?, \nTrue
Can CellByDevelopmentStage be considered a subcategory of 'PhotosyntheticCell'?, \nFalse
Can ChondroCyte that is also Neuron be considered a subcategory of 'CellByOrganism'?, \nFalse
Can MioBlast that is also SclerenchymaCell be considered a subcategory of 'ChondroCyte'?, \nFalse
Can CellByDevelopmentStage that is also Neuron be considered a subcategory of 'StructuralCell'?, \nFalse
Can ChondroCyte that is also MioBlast be considered a subcategory of 'CellByClass'?, \nTrue
Can ChondroCyte that is also MioBlast be considered a subcategory of 'LeafCell'?, \nFalse
Can ChondroCyte that is also MioBlast be considered a subcategory of 'Erythrocyte'?, \nFalse
