Crop and MarinePlant SubClassOf Arthropod,  False.
MarineInvertebrate SubClassOf FungiTaxonomy,  False.
MarineInvertebrate SubClassOf MarinePlant,  False.
MarineInvertebrate SubClassOf Moss,  False.
MarineInvertebrate SubClassOf Vertebrate,  False.
MarineInvertebrate SubClassOf Radiolarian,  False.
MarineInvertebrate SubClassOf Human,  False.
MarineInvertebrate SubClassOf MarineMicrobiota,  False.
MarineInvertebrate SubClassOf Flagellate,  False.
MarineInvertebrate SubClassOf Poultry,  False.
MarineInvertebrate SubClassOf MarineMammal,  False.
MarineInvertebrate SubClassOf Amphibian,  False.
MarineInvertebrate SubClassOf Millipede,  False.
MarineInvertebrate SubClassOf Plankton,  True.
MarineInvertebrate SubClassOf Animal and Plankton,  True for
MarineInvertebrate SubClassOf Roundworm,  False.
MarineInvertebrate SubClassOf Microphyte,  False.
MarineInvertebrate SubClassOf SlimeMold,  False.
MarineInvertebrate SubClassOf MicrobiotaTaxonomy,  False.
MarineInvertebrate SubClassOf Coccolithophore,  False.
MarineInvertebrate SubClassOf Lichen,  False.
MarineInvertebrate SubClassOf Leaf,  False.
MarineInvertebrate SubClassOf Pollen,  False.
MarineInvertebrate SubClassOf Mushroom,  False.
MarineInvertebrate SubClassOf Fish,  False.
MarineInvertebrate SubClassOf Reptile,  False.
MarineInvertebrate SubClassOf MarineAnimal,  True.
MarineInvertebrate SubClassOf Animal and MarineAnimal,  True for
MarineInvertebrate SubClassOf Macroalgae,  False.
MarineInvertebrate SubClassOf Foraminifer,  True.
MarineInvertebrate SubClassOf Animal and Foraminifer,  True,
MarineInvertebrate SubClassOf Dairy,  False.
MarineInvertebrate SubClassOf Liverwort,  False.
MarineInvertebrate SubClassOf Crustacean,  False.
MarineInvertebrate SubClassOf Canopy,  False.
MarineInvertebrate SubClassOf Coral,  True.
MarineInvertebrate SubClassOf Animal and Coral and Foraminifer,  True for
MarineInvertebrate SubClassOf ExoticVegetation,  False.
MarineInvertebrate SubClassOf Macrophyte,  False.
MarineInvertebrate SubClassOf SegmentedWorm,  False.
MarineInvertebrate SubClassOf LivingThing,  True.
MarineInvertebrate SubClassOf Animal and Foraminifer and LivingThing,  True for
MarineInvertebrate SubClassOf Bird,  False.
MarineInvertebrate SubClassOf Fern,  False.
MarineInvertebrate SubClassOf DominantSpecies,  False.
MarineInvertebrate SubClassOf BlueGreenAlgae,  False.
MarineInvertebrate SubClassOf EvergreenVegetation,  False.
MarineInvertebrate SubClassOf TreeRing,  False.
MarineInvertebrate SubClassOf Vegetation,  False.
MarineInvertebrate SubClassOf ExoticSpecies,  True,
MarineInvertebrate SubClassOf Animal and ExoticSpecies and Foraminifer,  1
MarineInvertebrate SubClassOf Litter,  False.
MarineInvertebrate SubClassOf Crown,  False.
MarineInvertebrate SubClassOf Jellyfish,  True.
MarineInvertebrate SubClassOf Animal and Foraminifer and Jellyfish,  True for
MarineInvertebrate SubClassOf Invertebrate,  True.
MarineInvertebrate SubClassOf Animal and Foraminifer and Invertebrate,  True for
MarineInvertebrate SubClassOf Anemone,  True.
MarineInvertebrate SubClassOf Anemone and Animal and Foraminifer,  True for
MarineInvertebrate SubClassOf Ciliate,  False.
MarineInvertebrate SubClassOf Zooplankton,  True.
MarineInvertebrate SubClassOf Animal and Foraminifer and Zooplankton,  True for
MarineInvertebrate SubClassOf FloweringPlant,  False.
MarineInvertebrate SubClassOf Sporozoan,  False.
MarineInvertebrate SubClassOf IndigenousVegetation,  False.
MarineInvertebrate SubClassOf Nutrient,  False.
MarineInvertebrate SubClassOf IndigenousSpecies,  True.
MarineInvertebrate SubClassOf Animal and Foraminifer and IndigenousSpecies,  True for
MarineInvertebrate SubClassOf Conifer,  False.
MarineInvertebrate SubClassOf Yeast,  False.
MarineInvertebrate SubClassOf Mammal,  False.
MarineInvertebrate SubClassOf Protist,  False.
MarineInvertebrate SubClassOf Centipede,  False.
MarineInvertebrate SubClassOf Crop,  False.
MarineInvertebrate SubClassOf Algae,  False.
MarineInvertebrate SubClassOf Arthropod,  False.
MarineInvertebrate SubClassOf MarineBird,  False.
MarineInvertebrate SubClassOf Chlorophyll,  False.
MarineInvertebrate SubClassOf Mollusk,  True.
MarineInvertebrate SubClassOf Animal and Foraminifer and Mollusk,  True for
MarineInvertebrate SubClassOf Echinoderm,  True.
MarineInvertebrate SubClassOf Animal and Echinoderm and Foraminifer,  True for
MarineInvertebrate SubClassOf Plant,  False.
MarineInvertebrate SubClassOf Amoebae,  False.
MarineInvertebrate SubClassOf Insect,  False.
MarineInvertebrate SubClassOf Mold,  False.
MarineInvertebrate SubClassOf Bacteria,  False.
MarineInvertebrate SubClassOf DeciduousVegetation,  False.
MarineInvertebrate SubClassOf Phytoplankton,  False.
MarineInvertebrate SubClassOf Animal and Foraminifer and Plankton,  1
MarineInvertebrate SubClassOf Animal and Foraminifer and MarineAnimal,  True for
Bird and Human SubClassOf DominantSpecies,  Bird is
MarineAnimal and Pollen SubClassOf FungiTaxonomy,  False.
Crown and SlimeMold SubClassOf ExoticVegetation,  False.
Macroalgae and Sponge SubClassOf Vertebrate,  False.
EvergreenVegetation and MarineBird SubClassOf Arachnid,  False.
DominantSpecies and Nutrient SubClassOf MarineMicrobiota,  I'
Anemone and Canopy SubClassOf Reptile,  False.
BlueGreenAlgae and Radiolarian SubClassOf Mammal,  False.
Dairy and Mollusk SubClassOf Liverwort,  False.
Coral and SlimeMold SubClassOf Dairy,  False.
ExoticSpecies and Flagellate SubClassOf Pollen,  False.
Ciliate SubClassOf Foraminifer,  False.
Mold and Roundworm SubClassOf Mollusk,  False.
Dairy and MicrobiotaTaxonomy SubClassOf Ciliate,  False.
MarinePlant and Plant SubClassOf MarineInvertebrate,  False.
Invertebrate and MarineBird SubClassOf Macrophyte,  False.
Crustacean and Jellyfish SubClassOf TreeRing,  False.
Anemone and Fish SubClassOf ExoticVegetation,  False.
Fern and Microbiota SubClassOf Jellyfish,  False.
FloweringPlant and Liverwort SubClassOf Moss,  False.
Echinoderm and VegetationSpecies SubClassOf Crustacean,  False.
Animal and MicrobiotaTaxonomy SubClassOf Mushroom,  False.
Livestock and Phytoplankton SubClassOf Human,  False.
Crustacean and Insect SubClassOf Coral,  False.
Algae and SegmentedWorm SubClassOf Diatom,  False.
IndigenousSpecies and Mushroom SubClassOf Roundworm,  False.
Arachnid and Millipede SubClassOf BlueGreenAlgae,  False.
ExoticSpecies and Flagellate SubClassOf Arthropod,  False.
Coccolithophore and Mold SubClassOf Flagellate,  False.
Canopy and TreeRing SubClassOf SlimeMold,  False.
EvergreenVegetation and Mammal SubClassOf Canopy,  False.
Arthropod and Mollusk SubClassOf VegetationCover,  False.
Diatom and Plankton SubClassOf Flatworm,  False.
Flatworm and VegetationSpecies SubClassOf IndigenousSpecies,  True for
Macrophyte and Nutrient SubClassOf Millipede,  False.
Microbiota and Sporozoan SubClassOf MarineBird,  False.
Microbiota and Plankton SubClassOf ExoticSpecies,  False.
Bird and Flatworm SubClassOf Crown,  False.
Fish and Macroalgae SubClassOf MarineAnimal,  True.
Fish and Macroalgae SubClassOf VegetationCover,  False.
Fish and Macroalgae SubClassOf Microalgae,  False.
Fish and Macroalgae SubClassOf Fungi,  False.
Fish and Macroalgae SubClassOf Arachnid,  False.
Fish and Macroalgae SubClassOf VegetationSpecies,  False.
Fish and Macroalgae SubClassOf Livestock,  False.
Fish and Macroalgae SubClassOf Sponge,  False.
Fish and Macroalgae SubClassOf Flatworm,  False.
Fish and Macroalgae SubClassOf Diatom,  False.
Fish and Macroalgae SubClassOf FungiTaxonomy,  False.
Fish and Macroalgae SubClassOf MarinePlant,  False.
Fish and Macroalgae SubClassOf Moss,  False.
Fish and Macroalgae SubClassOf Vertebrate,  False.
Fish and Macroalgae SubClassOf Radiolarian,  False.
Fish and Macroalgae SubClassOf Human,  False.
Fish and Macroalgae SubClassOf MarineMicrobiota,  False.
Fish and Macroalgae SubClassOf Animal,  False.
Fish and Macroalgae SubClassOf Flagellate,  False.
Fish and Macroalgae SubClassOf Poultry,  False.
Fish and Macroalgae SubClassOf MarineMammal,  False.
Fish and Macroalgae SubClassOf Amphibian,  False.
Fish and Macroalgae SubClassOf Millipede,  False.
Fish and Macroalgae SubClassOf Plankton,  True.
Fish SubClassOf Plankton,  False.
Macroalgae SubClassOf Plankton,  False.
MarineMicrobiota and Yeast SubClassOf Coccolithophore,  False.
BlueGreenAlgae and Liverwort SubClassOf Nutrient,  False.
Conifer and Mollusk SubClassOf Invertebrate,  True for
ExoticVegetation and Protist SubClassOf MarineMammal,  False.
Centipede and Fern SubClassOf DeciduousVegetation,  centip
Crustacean and Flagellate SubClassOf Animal,  False.
Animal and Ciliate SubClassOf Diatom,  False.
Macrophyte and Plant SubClassOf Human,  False.
Foraminifer and Microalgae SubClassOf Macroalgae,  False.
Centipede and Millipede SubClassOf Microbiota,  False.
Algae and DominantSpecies SubClassOf Millipede,  False.
Amphibian and Phytoplankton SubClassOf MicrobiotaTaxonomy,  False for
Arachnid and Crustacean SubClassOf Canopy,  False.
Crown and ExoticVegetation SubClassOf Arachnid,  False.
FungiTaxonomy and Zooplankton SubClassOf Vertebrate,  False.
Crop and Plankton SubClassOf MarinePlant,  True.
Crop and Plankton SubClassOf VegetationCover,  False.
Crop and Plankton SubClassOf Microalgae,  True.
Plankton SubClassOf Microalgae,  True.
Plankton SubClassOf VegetationCover,  False.
Plankton SubClassOf Fungi,  False.
Plankton SubClassOf Arachnid,  False.
Plankton SubClassOf VegetationSpecies,  False.
Plankton SubClassOf Livestock,  False.
Plankton SubClassOf Sponge,  False.
Plankton SubClassOf Flatworm,  False.
Plankton SubClassOf Diatom,  False.
Plankton SubClassOf FungiTaxonomy,  False.
Plankton SubClassOf MarinePlant,  False.
Plankton SubClassOf Moss,  False.
Plankton SubClassOf Vertebrate,  False.
Plankton SubClassOf Radiolarian,  False.
Plankton SubClassOf Human,  False.
Plankton SubClassOf MarineMicrobiota,  True.
Plankton SubClassOf MarineMicrobiota and Microalgae,  True for
Plankton SubClassOf Animal,  True.
Plankton SubClassOf Animal and Microalgae,  True:
Plankton SubClassOf Flagellate,  False.
Plankton SubClassOf Poultry,  False.
Plankton SubClassOf MarineMammal,  False.
Plankton SubClassOf Amphibian,  False.
Plankton SubClassOf Millipede,  False.
Plankton SubClassOf Roundworm,  False.
Plankton SubClassOf Microphyte,  False.
Plankton SubClassOf SlimeMold,  False.
Plankton SubClassOf Microbiota,  True.
Plankton SubClassOf Microalgae and Microbiota,  True:
Plankton SubClassOf MicrobiotaTaxonomy,  True.
Plankton SubClassOf Microalgae and MicrobiotaTaxonomy,  True for
Plankton SubClassOf Coccolithophore,  False.
Plankton SubClassOf Lichen,  False.
Plankton SubClassOf Leaf,  False.
Plankton SubClassOf Pollen,  False.
Plankton SubClassOf Mushroom,  False.
Plankton SubClassOf Fish,  False.
Plankton SubClassOf Reptile,  False.
Plankton SubClassOf MarineAnimal,  True.
Plankton SubClassOf MarineAnimal and Microalgae,  True for
Plankton SubClassOf Macroalgae,  False.
Plankton SubClassOf Foraminifer,  False.
Plankton SubClassOf Dairy,  False.
Plankton SubClassOf Liverwort,  False.
Plankton SubClassOf Crustacean,  False.
Plankton SubClassOf Canopy,  False.
Plankton SubClassOf Coral,  False.
Plankton SubClassOf ExoticVegetation,  False.
Plankton SubClassOf Macrophyte,  False.
Plankton SubClassOf SegmentedWorm,  False.
Plankton SubClassOf LivingThing,  True.
Plankton SubClassOf LivingThing and Microalgae,  True for
Plankton SubClassOf Bird,  False.
Plankton SubClassOf Fern,  False.
Plankton SubClassOf DominantSpecies,  False.
Plankton SubClassOf BlueGreenAlgae,  False.
Plankton SubClassOf EvergreenVegetation,  False.
Plankton SubClassOf TreeRing,  False.
Plankton SubClassOf Vegetation,  False.
Plankton SubClassOf ExoticSpecies,  False.
Plankton SubClassOf Litter,  False.
Plankton SubClassOf Crown,  False.
Plankton SubClassOf Jellyfish,  False.
Plankton SubClassOf Invertebrate,  True.
Plankton SubClassOf Invertebrate and Microalgae,  Plank
Plankton SubClassOf Anemone,  False.
Plankton SubClassOf Ciliate,  False.
Plankton SubClassOf Zooplankton,  True.
Plankton SubClassOf Microalgae and Zooplankton,  True,
Plankton SubClassOf FloweringPlant,  False.
Plankton SubClassOf Sporozoan,  False.
Plankton SubClassOf IndigenousVegetation,  False.
Plankton SubClassOf Nutrient,  True.
Plankton SubClassOf Microalgae and Nutrient and Zooplankton,  1
Plankton SubClassOf IndigenousSpecies,  True,
Plankton SubClassOf IndigenousSpecies and Microalgae and Zooplankton,  True:
Plankton SubClassOf MarineInvertebrate,  True.
Plankton SubClassOf MarineInvertebrate and Microalgae and Zooplankton,  True:
Plankton SubClassOf Conifer,  False.
Plankton SubClassOf Yeast,  False.
Plankton SubClassOf Mammal,  False.
Plankton SubClassOf Protist,  True.
Plankton SubClassOf Microalgae and Protist and Zooplankton,  True for
Plankton SubClassOf Centipede,  False.
Plankton SubClassOf Crop,  False.
Plankton SubClassOf Algae,  True.
Plankton SubClassOf Algae and Microalgae and Zooplankton,  True for
Plankton SubClassOf Arthropod,  False.
Plankton SubClassOf MarineBird,  False.
Plankton SubClassOf Chlorophyll,  True,
Plankton SubClassOf Chlorophyll and Microalgae and Zooplankton,  False.
Plankton SubClassOf Mollusk,  False.
Plankton SubClassOf Echinoderm,  False.
Plankton SubClassOf Plant,  False.
Plankton SubClassOf Amoebae,  False.
Plankton SubClassOf Insect,  False.
Plankton SubClassOf Mold,  False.
Plankton SubClassOf Bacteria,  False.
Plankton SubClassOf DeciduousVegetation,  False.
Plankton SubClassOf Phytoplankton,  False.
Plankton SubClassOf MarineMicrobiota and Microalgae and Zooplankton,  True:
Plankton SubClassOf Animal and Microalgae and Zooplankton,  True:
Plankton SubClassOf Microalgae and Microbiota and Zooplankton,  True for
Plankton SubClassOf Microalgae and MicrobiotaTaxonomy and Zooplankton,  Plank
Plankton SubClassOf MarineAnimal and Microalgae and Zooplankton,  True:
Plankton SubClassOf LivingThing and Microalgae and Zooplankton,  True:
Plankton SubClassOf Invertebrate and Microalgae and Zooplankton,  True:
Fish and Flatworm SubClassOf MarineMicrobiota,  False.
Canopy and Plant SubClassOf Bird,  False.
Foraminifer and Sponge SubClassOf Algae,  False.
BlueGreenAlgae and Human SubClassOf Plant,  False.
MarinePlant and Mollusk SubClassOf Sponge,  False.
MarineBird and Vegetation SubClassOf Amphibian,  False.
Crustacean and IndigenousVegetation SubClassOf Poultry,  False.
Flagellate and MarineBird SubClassOf Radiolarian,  False.
Amphibian and Ciliate SubClassOf Echinoderm,  False.
Coral and Liverwort SubClassOf Fern,  False.
Moss and VegetationSpecies SubClassOf IndigenousVegetation,  True.
Moss and VegetationSpecies SubClassOf VegetationCover,  True.
Moss SubClassOf VegetationCover,  True.
Moss SubClassOf Microalgae,  True.
Moss SubClassOf Microalgae and VegetationCover,  Moss
Moss SubClassOf Fungi,  True.
Moss SubClassOf Fungi and VegetationCover,  True for
Moss SubClassOf Arachnid,  False.
Moss SubClassOf VegetationSpecies,  True.
Moss SubClassOf VegetationCover and VegetationSpecies,  True for
Moss SubClassOf Livestock,  False.
Moss SubClassOf Sponge,  False.
Moss SubClassOf Flatworm,  False.
Moss SubClassOf Diatom,  False.
Moss SubClassOf FungiTaxonomy,  True.
Moss SubClassOf FungiTaxonomy and VegetationCover,  True for
Moss SubClassOf MarinePlant,  True.
Moss SubClassOf MarinePlant and VegetationCover,  True for
Moss SubClassOf Vertebrate,  False.
Moss SubClassOf Radiolarian,  False.
Moss SubClassOf Human,  False.
Moss SubClassOf MarineMicrobiota,  True.
Moss SubClassOf MarineMicrobiota and VegetationCover,  True for
Moss SubClassOf Animal,  False.
Moss SubClassOf Flagellate,  False.
Moss SubClassOf Poultry,  False.
Moss SubClassOf MarineMammal,  False.
Moss SubClassOf Amphibian,  False.
Moss SubClassOf Millipede,  False.
Moss SubClassOf Plankton,  True.
Moss SubClassOf Plankton and VegetationCover,  True for
Moss SubClassOf Roundworm,  False.
Moss SubClassOf Microphyte,  True.
Moss SubClassOf Microphyte and VegetationCover,  True for
Moss SubClassOf SlimeMold,  False.
Moss SubClassOf Microbiota,  True.
Moss SubClassOf Microbiota and VegetationCover,  True for
Moss SubClassOf MicrobiotaTaxonomy,  True.
Moss SubClassOf MicrobiotaTaxonomy and VegetationCover,  True for
Moss SubClassOf Coccolithophore,  False.
Moss SubClassOf Lichen,  True.
Moss SubClassOf Lichen and VegetationCover,  True for
Moss SubClassOf Leaf,  False.
Moss SubClassOf Pollen,  False.
Moss SubClassOf Mushroom,  False.
Moss SubClassOf Fish,  False.
Moss SubClassOf Reptile,  False.
Moss SubClassOf MarineAnimal,  False.
Moss SubClassOf Macroalgae,  False.
Moss SubClassOf Foraminifer,  False.
Moss SubClassOf Dairy,  False.
Moss SubClassOf Liverwort,  True.
Moss SubClassOf Liverwort and VegetationCover,  True for
Moss SubClassOf Crustacean,  False.
Moss SubClassOf Canopy,  False.
Moss SubClassOf Coral,  False.
Moss SubClassOf ExoticVegetation,  True.
Moss SubClassOf ExoticVegetation and VegetationCover,  True for
Moss SubClassOf Macrophyte,  False.
Moss SubClassOf SegmentedWorm,  False.
Moss SubClassOf LivingThing,  True.
Moss SubClassOf LivingThing and VegetationCover,  True for
Moss SubClassOf Bird,  False.
Moss SubClassOf Fern,  False.
Moss SubClassOf DominantSpecies,  False.
Moss SubClassOf BlueGreenAlgae,  False.
Moss SubClassOf EvergreenVegetation,  True.
Moss SubClassOf EvergreenVegetation and VegetationCover,  True for
Moss SubClassOf TreeRing,  False.
Moss SubClassOf Vegetation,  True.
Moss SubClassOf Vegetation and VegetationCover,  True for
Moss SubClassOf ExoticSpecies,  False.
Moss SubClassOf Litter,  False.
Moss SubClassOf Crown,  False.
Moss SubClassOf Jellyfish,  False.
Moss SubClassOf Invertebrate,  True.
Moss SubClassOf Invertebrate and VegetationCover,  Moss
Moss SubClassOf Anemone,  False.
Moss SubClassOf Ciliate,  False.
Moss SubClassOf Zooplankton,  False.
Moss SubClassOf FloweringPlant,  False.
Moss SubClassOf Sporozoan,  False.
Moss SubClassOf IndigenousVegetation,  True.
Moss SubClassOf IndigenousVegetation and VegetationCover,  True for
Moss SubClassOf Nutrient,  False.
Moss SubClassOf IndigenousSpecies,  True.
Moss SubClassOf IndigenousSpecies and VegetationCover,  True for
Moss SubClassOf MarineInvertebrate,  False.
Moss SubClassOf Conifer,  False.
Moss SubClassOf Yeast,  False.
Moss SubClassOf Mammal,  False.
Moss SubClassOf Protist,  True.
Moss SubClassOf Protist and VegetationCover,  True for
Moss SubClassOf Centipede,  False.
Moss SubClassOf Crop,  False.
Moss SubClassOf Algae,  True.
