Neuron and StructuralCell SubClassOf Erythrocyte,  False.
Cell SubClassOf AnimalCell and CirculatingCell and ElectricallyActiveCell and Erythrocyte and MatureCell,  Cell is
Cell SubClassOf CirculatingCell and ElectricallyActiveCell and Erythrocyte and MatureCell and Osteocyte,  Cell is
Cell SubClassOf CirculatingCell and ElectricallyActiveCell and Erythrocyte and MatureCell and PhotoreceptorCell,  Cell is
Cell SubClassOf CellByOrganism and CirculatingCell and ElectricallyActiveCell and Erythrocyte and MatureCell,  True for
Cell SubClassOf CirculatingCell and ElectricallyActiveCell and Erythrocyte and MatureCell and StructuralCell,  Cell is
Cell SubClassOf CirculatingCell and ElectricallyActiveCell and Erythrocyte and MatureCell and Neuron,  Here are
MioBlast and StructuralCell SubClassOf CellByOrganism,  I cannot
CellByClass and CellByDevelopmentStage SubClassOf Osteocyte,  I cannot
CellByDevelopmentStage and CellByOrganism SubClassOf AnimalCell,  False.
Cell and LeafCell SubClassOf Osteocyte,  False.
Cell and SclerenchymaCell SubClassOf AnimalCell,  False.
LeafCell and PhotosyntheticCell SubClassOf AnimalCell,  False.
AnimalCell and ChondroCyte SubClassOf Erythrocyte,  False.
ChondroCyte SubClassOf Osteocyte,  False.
Miocyte and Neuron SubClassOf AnimalCell,  Miocy
Erythrocyte and InMatureCell SubClassOf Neuron,  False.
Osteocyte and PhotoreceptorCell SubClassOf Neuron,  True for
CellByClass and Osteocyte SubClassOf Neuron,  False.
Neuron and StructuralCell SubClassOf InMatureCell,  True,
Neuron and StructuralCell SubClassOf SclerenchymaCell,  False.
Neuron and StructuralCell SubClassOf LeafCell,  False.
Neuron and StructuralCell SubClassOf PhotosyntheticCell,  False.
Neuron and StructuralCell SubClassOf CirculatingCell,  False.
Neuron and StructuralCell SubClassOf PlantCell,  False.
Neuron and StructuralCell SubClassOf CellByClass,  True.
StructuralCell SubClassOf CellByClass,  False.
Neuron SubClassOf CellByClass,  True.
Neuron SubClassOf SclerenchymaCell,  False.
Neuron SubClassOf LeafCell,  False.
Neuron SubClassOf Erythrocyte,  False.
Neuron SubClassOf PhotosyntheticCell,  False.
Neuron SubClassOf CirculatingCell,  False.
Neuron SubClassOf PlantCell,  False.
Neuron SubClassOf MatureCell,  True.
Neuron SubClassOf CellByClass and MatureCell,  True for
Neuron SubClassOf AnimalCell,  False.
Neuron SubClassOf Cell,  True.
Neuron SubClassOf Cell and CellByClass,  True for
Neuron SubClassOf Miocyte,  False.
Neuron SubClassOf InMatureCell,  True.
Neuron SubClassOf CellByClass and InMatureCell,  True for
Neuron SubClassOf Osteocyte,  False.
Neuron SubClassOf ChondroBlast,  False.
Neuron SubClassOf MioBlast,  False.
Neuron SubClassOf CellByDevelopmentStage,  True.
Neuron SubClassOf CellByClass and CellByDevelopmentStage,  True for
Neuron SubClassOf PhotoreceptorCell,  False.
Neuron SubClassOf CellByOrganism,  True.
Neuron SubClassOf CellByClass and CellByOrganism,  True for
Neuron SubClassOf ElectricallyActiveCell,  True.
Neuron SubClassOf CellByClass and ElectricallyActiveCell,  True for
Neuron SubClassOf StructuralCell,  True.
Neuron SubClassOf CellByClass and StructuralCell,  True for
Neuron SubClassOf ChondroCyte,  False.
Cell and SclerenchymaCell SubClassOf Neuron,  False.
InMatureCell and MioBlast SubClassOf Neuron,  False.
ChondroBlast and LeafCell SubClassOf StructuralCell,  True.
ChondroBlast and LeafCell SubClassOf SclerenchymaCell,  False.
ChondroBlast and LeafCell SubClassOf AnimalCell,  False.
ChondroBlast and LeafCell SubClassOf Miocyte,  False.
ChondroBlast and LeafCell SubClassOf InMatureCell,  I cannot
ChondroBlast and LeafCell SubClassOf Osteocyte,  False.
ChondroBlast and LeafCell SubClassOf MioBlast,  False.
ChondroBlast and LeafCell SubClassOf CellByDevelopmentStage,  I cannot
ChondroBlast and LeafCell SubClassOf PhotoreceptorCell,  False.
ChondroBlast and LeafCell SubClassOf CellByOrganism,  True.
LeafCell SubClassOf CellByOrganism and PhotosyntheticCell,  I'
LeafCell SubClassOf CellByOrganism and PlantCell,  True for
LeafCell SubClassOf CellByOrganism and MatureCell,  I cannot
LeafCell SubClassOf Cell and CellByOrganism,  True for
LeafCell SubClassOf CellByOrganism and ElectricallyActiveCell,  I'
LeafCell SubClassOf CellByOrganism and StructuralCell,  I cannot
LeafCell SubClassOf CellByOrganism and MatureCell and PhotosyntheticCell and PlantCell,  I cannot
LeafCell SubClassOf Cell and CellByOrganism and PhotosyntheticCell and PlantCell,  True for
LeafCell SubClassOf CellByOrganism and ElectricallyActiveCell and PhotosyntheticCell and PlantCell,  I.
LeafCell SubClassOf CellByOrganism and PhotosyntheticCell and PlantCell and StructuralCell,  I.
CirculatingCell and InMatureCell SubClassOf StructuralCell,  False.
Neuron and Osteocyte SubClassOf CirculatingCell,  False.
ChondroCyte and Neuron SubClassOf StructuralCell,  True for
CellByClass and Erythrocyte SubClassOf Cell,  False.
CellByClass and StructuralCell SubClassOf Cell,  True.
CellByClass and StructuralCell SubClassOf SclerenchymaCell,  I cannot
CellByClass and StructuralCell SubClassOf LeafCell,  False.
CellByClass and StructuralCell SubClassOf Erythrocyte,  I cannot
CellByClass and StructuralCell SubClassOf PhotosyntheticCell,  I cannot
CellByClass and StructuralCell SubClassOf CirculatingCell,  I cannot
CellByClass and StructuralCell SubClassOf PlantCell,  False.
CellByClass and StructuralCell SubClassOf MatureCell,  I cannot
CellByClass and StructuralCell SubClassOf AnimalCell,  False.
StructuralCell SubClassOf Cell,  True.
StructuralCell SubClassOf SclerenchymaCell,  False.
StructuralCell SubClassOf LeafCell,  False.
StructuralCell SubClassOf Erythrocyte,  False.
StructuralCell SubClassOf PhotosyntheticCell,  False.
StructuralCell SubClassOf CirculatingCell,  False.
StructuralCell SubClassOf MatureCell,  False.
StructuralCell SubClassOf AnimalCell,  False.
StructuralCell SubClassOf Miocyte,  False.
StructuralCell SubClassOf InMatureCell,  I cannot
StructuralCell SubClassOf Osteocyte,  False.
StructuralCell SubClassOf ChondroBlast,  False.
StructuralCell SubClassOf MioBlast,  False.
StructuralCell SubClassOf CellByDevelopmentStage, False.
StructuralCell SubClassOf PhotoreceptorCell,  False.
StructuralCell SubClassOf CellByOrganism,  False.
StructuralCell SubClassOf ElectricallyActiveCell,  False.
StructuralCell SubClassOf Neuron,  False.
StructuralCell SubClassOf ChondroCyte,  False.
ChondroCyte and Neuron SubClassOf MatureCell,  True for
CellByClass and MioBlast SubClassOf Cell,  True.
CellByClass and MioBlast SubClassOf SclerenchymaCell,  False.
CellByClass and MioBlast SubClassOf LeafCell,  False.
CellByClass and MioBlast SubClassOf Erythrocyte,  False.
CellByClass and MioBlast SubClassOf PhotosyntheticCell,  False.
CellByClass and MioBlast SubClassOf CirculatingCell,  False.
CellByClass and MioBlast SubClassOf PlantCell,  False.
CellByClass and MioBlast SubClassOf MatureCell,  False.
CellByClass and MioBlast SubClassOf AnimalCell,  I cannot
MioBlast SubClassOf Cell,  True.
MioBlast SubClassOf SclerenchymaCell,  False.
MioBlast SubClassOf LeafCell,  False.
MioBlast SubClassOf Erythrocyte,  False.
MioBlast SubClassOf PhotosyntheticCell,  False.
MioBlast SubClassOf CirculatingCell, False.
MioBlast SubClassOf PlantCell,  False.
MioBlast SubClassOf CellByClass,  True.
MioBlast SubClassOf Cell and CellByClass,  True for
MioBlast SubClassOf MatureCell,  False.
MioBlast SubClassOf AnimalCell,  False.
MioBlast SubClassOf Miocyte,  False.
MioBlast SubClassOf InMatureCell,  False.
MioBlast SubClassOf Osteocyte,  False.
MioBlast SubClassOf ChondroBlast,  False.
MioBlast SubClassOf CellByDevelopmentStage,  True.
MioBlast SubClassOf Cell and CellByDevelopmentStage,  True for
MioBlast SubClassOf PhotoreceptorCell,  False.
MioBlast SubClassOf CellByOrganism,  True.
MioBlast SubClassOf Cell and CellByOrganism,  True for
MioBlast SubClassOf ElectricallyActiveCell,  False.
MioBlast SubClassOf StructuralCell,  False.
MioBlast SubClassOf Neuron,  False.
MioBlast SubClassOf ChondroCyte,  False.
Miocyte and PhotoreceptorCell SubClassOf InMatureCell,  True for
Erythrocyte and Osteocyte SubClassOf PlantCell,  False.
ElectricallyActiveCell and PhotoreceptorCell SubClassOf PhotosyntheticCell,  False.
ChondroBlast and PhotoreceptorCell SubClassOf InMatureCell,  I cannot
AnimalCell and MioBlast SubClassOf PhotosyntheticCell,  False.
CirculatingCell and PhotosyntheticCell SubClassOf InMatureCell,  False.
CirculatingCell and Erythrocyte SubClassOf PlantCell,  False.
CellByDevelopmentStage and MatureCell SubClassOf Miocyte,  I cannot
CellByClass and CellByOrganism SubClassOf Miocyte,  I'
CirculatingCell and PlantCell SubClassOf InMatureCell,  False.
ElectricallyActiveCell and MioBlast SubClassOf StructuralCell,  False.
Cell and ChondroCyte SubClassOf Miocyte,  False.
ChondroBlast and StructuralCell SubClassOf Miocyte,  False.
AnimalCell and ChondroBlast SubClassOf CellByOrganism,  False.
Osteocyte and PlantCell SubClassOf SclerenchymaCell,  False.
LeafCell and Neuron SubClassOf ChondroCyte,  False.
MatureCell and Osteocyte SubClassOf ElectricallyActiveCell,  True.
MatureCell and Osteocyte SubClassOf SclerenchymaCell,  False.
MatureCell and Osteocyte SubClassOf LeafCell,  False.
MatureCell and Osteocyte SubClassOf Erythrocyte,  False.
MatureCell and Osteocyte SubClassOf PhotosyntheticCell,  False.
MatureCell and Osteocyte SubClassOf CirculatingCell,  False.
MatureCell and Osteocyte SubClassOf PlantCell,  False.
MatureCell and Osteocyte SubClassOf AnimalCell,  False.
MatureCell and Osteocyte SubClassOf Cell,  True.
Osteocyte SubClassOf Cell and LeafCell,  True for
Osteocyte SubClassOf Cell and MatureCell,  True for
Osteocyte SubClassOf AnimalCell and Cell,  True.
Osteocyte SubClassOf AnimalCell and Cell and InMatureCell,  True for
Osteocyte SubClassOf AnimalCell and Cell and CellByDevelopmentStage,  True for
Osteocyte SubClassOf AnimalCell and Cell and CellByOrganism,  True for
Osteocyte SubClassOf AnimalCell and Cell and ElectricallyActiveCell,  True for
Osteocyte SubClassOf AnimalCell and Cell and StructuralCell,  True for
Osteocyte SubClassOf AnimalCell and Cell and CellByClass and LeafCell,  Here are
Osteocyte SubClassOf AnimalCell and Cell and CellByClass and MatureCell,  1
Osteocyte SubClassOf AnimalCell and Cell and CellByClass and InMatureCell,  1
Osteocyte SubClassOf AnimalCell and Cell and CellByClass and CellByDevelopmentStage,  Here are
Osteocyte SubClassOf AnimalCell and Cell and CellByClass and CellByOrganism,  1
Osteocyte SubClassOf AnimalCell and Cell and CellByClass and ElectricallyActiveCell,  True for
Osteocyte SubClassOf AnimalCell and Cell and CellByClass and StructuralCell,  True for
AnimalCell and Miocyte SubClassOf SclerenchymaCell,  False.
ChondroCyte and StructuralCell SubClassOf PhotoreceptorCell,  False.
CellByDevelopmentStage and InMatureCell SubClassOf ElectricallyActiveCell,  I cannot
CellByOrganism and Miocyte SubClassOf SclerenchymaCell,  False.
CellByDevelopmentStage and ChondroBlast SubClassOf PhotoreceptorCell,  False.
Cell SubClassOf PhotosyntheticCell and SclerenchymaCell,  Cell is
Cell SubClassOf CirculatingCell and SclerenchymaCell,  Cell is
Cell SubClassOf CellByClass and SclerenchymaCell,  True,
Cell SubClassOf CellByClass and MatureCell and SclerenchymaCell,  True for
Cell SubClassOf AnimalCell and CellByClass and SclerenchymaCell,  True for
Cell SubClassOf CellByClass and Osteocyte and SclerenchymaCell,  True:
Cell SubClassOf CellByClass and PhotoreceptorCell and SclerenchymaCell,  True for
Cell SubClassOf CellByClass and CellByOrganism and SclerenchymaCell,  True for
Cell SubClassOf CellByClass and ElectricallyActiveCell and SclerenchymaCell,  Cell is
Cell SubClassOf CellByClass and SclerenchymaCell and StructuralCell,  True for
Cell SubClassOf CellByClass and Neuron and SclerenchymaCell,  True for
Cell SubClassOf CellByClass and CirculatingCell and ElectricallyActiveCell and Erythrocyte and MatureCell and PhotosyntheticCell and SclerenchymaCell,  Here are
Cell SubClassOf AnimalCell and CellByClass and CirculatingCell and ElectricallyActiveCell and Erythrocyte and MatureCell and SclerenchymaCell,  Here are
Cell SubClassOf CellByClass and CirculatingCell and ElectricallyActiveCell and Erythrocyte and MatureCell and Osteocyte and SclerenchymaCell,  Here are
Cell SubClassOf CellByClass and CirculatingCell and ElectricallyActiveCell and Erythrocyte and MatureCell and PhotoreceptorCell and SclerenchymaCell,  Here are
Cell SubClassOf CellByClass and CellByOrganism and CirculatingCell and ElectricallyActiveCell and Erythrocyte and MatureCell and SclerenchymaCell,  Here are
Cell SubClassOf CellByClass and CirculatingCell and ElectricallyActiveCell and Erythrocyte and MatureCell and SclerenchymaCell and StructuralCell,  Here are
Cell SubClassOf CellByClass and CirculatingCell and ElectricallyActiveCell and Erythrocyte and MatureCell and Neuron and SclerenchymaCell,  Here are
CellByClass and InMatureCell SubClassOf SclerenchymaCell,  I cannot
ChondroCyte and Miocyte SubClassOf LeafCell,  True for
MatureCell and SclerenchymaCell SubClassOf ChondroBlast,  False.
ChondroCyte and Miocyte SubClassOf CellByDevelopmentStage,  True for
Cell and Miocyte SubClassOf ChondroBlast,  False.
CellByOrganism and Neuron SubClassOf ChondroBlast,  False.
AnimalCell and InMatureCell SubClassOf CellByDevelopmentStage,  True.
AnimalCell and InMatureCell SubClassOf SclerenchymaCell,  False.
AnimalCell and InMatureCell SubClassOf LeafCell,  False.
AnimalCell and InMatureCell SubClassOf Erythrocyte,  False.
AnimalCell and InMatureCell SubClassOf PhotosyntheticCell,  False.
AnimalCell and InMatureCell SubClassOf CirculatingCell,  False.
AnimalCell and InMatureCell SubClassOf PlantCell,  False.
AnimalCell and InMatureCell SubClassOf MatureCell,  False.
AnimalCell and InMatureCell SubClassOf Cell,  True.
InMatureCell SubClassOf Cell,  True.
InMatureCell SubClassOf SclerenchymaCell,  False.
InMatureCell SubClassOf LeafCell,  False.
InMatureCell SubClassOf Erythrocyte,  False.
InMatureCell SubClassOf PhotosyntheticCell,  False.
InMatureCell SubClassOf CirculatingCell,  False.
InMatureCell SubClassOf PlantCell,  False.
InMatureCell SubClassOf MatureCell,  False.
InMatureCell SubClassOf AnimalCell,  False.
InMatureCell SubClassOf Miocyte,  False.
InMatureCell SubClassOf Osteocyte,  False.
InMatureCell SubClassOf ChondroBlast,  False.
InMatureCell SubClassOf MioBlast,  True.
InMatureCell SubClassOf Cell and MioBlast,  True for
InMatureCell SubClassOf CellByDevelopmentStage,  True.
InMatureCell SubClassOf Cell and CellByDevelopmentStage,  True for
InMatureCell SubClassOf PhotoreceptorCell,  False.
InMatureCell SubClassOf CellByOrganism,  I cannot
InMatureCell SubClassOf ElectricallyActiveCell,  False.
InMatureCell SubClassOf StructuralCell,  False.
InMatureCell SubClassOf Neuron,  False.
InMatureCell SubClassOf ChondroCyte,  False.
CellByClass SubClassOf MioBlast,  I cannot
CellByClass and Miocyte SubClassOf MioBlast,  True,
CellByClass and Miocyte SubClassOf SclerenchymaCell,  False.
CellByClass and Miocyte SubClassOf LeafCell,  True (
CellByClass and Miocyte SubClassOf Erythrocyte,  False.
CellByClass and Miocyte SubClassOf PhotosyntheticCell,  False.
CellByClass and Miocyte SubClassOf CirculatingCell,  True.
CellByClass SubClassOf CirculatingCell,  I cannot
PhotosyntheticCell and StructuralCell SubClassOf CellByDevelopmentStage,  False.
Cell and PhotoreceptorCell SubClassOf CellByDevelopmentStage,  True.
Cell and PhotoreceptorCell SubClassOf AnimalCell,  True.
Cell SubClassOf AnimalCell and SclerenchymaCell,  True for
Cell SubClassOf AnimalCell and Erythrocyte,  True,
Cell SubClassOf AnimalCell and Erythrocyte and PhotosyntheticCell,  Here are
Cell SubClassOf AnimalCell and CellByClass and Erythrocyte,  True,
Cell SubClassOf AnimalCell and CellByClass and Erythrocyte and MatureCell,  True for
Cell SubClassOf AnimalCell and CellByClass and Erythrocyte and Osteocyte,  True:
Cell SubClassOf AnimalCell and CellByClass and Erythrocyte and PhotoreceptorCell,  True for
Cell SubClassOf AnimalCell and CellByClass and CellByOrganism and Erythrocyte,  1
Cell SubClassOf AnimalCell and CellByClass and ElectricallyActiveCell and Erythrocyte,  1
Cell SubClassOf AnimalCell and CellByClass and Erythrocyte and StructuralCell,  Here are
Cell SubClassOf AnimalCell and CellByClass and Erythrocyte and Neuron,  Here are
Cell SubClassOf AnimalCell and CellByClass and CirculatingCell and ElectricallyActiveCell and Erythrocyte and MatureCell and PhotosyntheticCell and SclerenchymaCell,  Here is
Cell SubClassOf AnimalCell and CellByClass and CirculatingCell and ElectricallyActiveCell and Erythrocyte and MatureCell and Osteocyte and SclerenchymaCell,  Here are
Cell SubClassOf AnimalCell and CellByClass and CirculatingCell and ElectricallyActiveCell and Erythrocyte and MatureCell and PhotoreceptorCell and SclerenchymaCell,  Here are
Cell SubClassOf AnimalCell and CellByClass and CellByOrganism and CirculatingCell and ElectricallyActiveCell and Erythrocyte and MatureCell and SclerenchymaCell,  Here are
Cell SubClassOf AnimalCell and CellByClass and CirculatingCell and ElectricallyActiveCell and Erythrocyte and MatureCell and SclerenchymaCell and StructuralCell,  Here are
Cell SubClassOf AnimalCell and CellByClass and CirculatingCell and ElectricallyActiveCell and Erythrocyte and MatureCell and Neuron and SclerenchymaCell,  Here are
CirculatingCell and SclerenchymaCell SubClassOf MioBlast,  False.
Neuron and SclerenchymaCell SubClassOf ChondroCyte,  False.
CellByDevelopmentStage and Erythrocyte SubClassOf ChondroCyte,  False.
CirculatingCell and Erythrocyte SubClassOf Neuron,  False.
CellByOrganism and Erythrocyte SubClassOf PlantCell,  False.
MatureCell and MioBlast SubClassOf Miocyte,  False.
MatureCell and Neuron SubClassOf PlantCell,  False.
ChondroBlast and ElectricallyActiveCell SubClassOf Miocyte,  False.
