HomocysteineLevel and ModerateMontgomeryAsbergDepressionRating SubClassOf GenotypeMeasure,  False.
HighReductionInHamiltonDepressionScore SubClassOf PathogenCount,  False.
HighReductionInHamiltonDepressionScore SubClassOf SimilarDiseaseSusceptibilityOdds,  False.
HighReductionInHamiltonDepressionScore SubClassOf SatietyDifference,  False.
HighReductionInHamiltonDepressionScore SubClassOf DiseaseFrequency,  False.
HighReductionInHamiltonDepressionScore SubClassOf MontgomeryAsbergDepressionMeasure,  False.
HighReductionInHamiltonDepressionScore SubClassOf CognitiveMeasure,  False.
HighReductionInHamiltonDepressionScore SubClassOf ModerateReductionInMontgomeryAsbergDepressionRating,  False.
HighReductionInHamiltonDepressionScore SubClassOf HighMontgomeryAsbergDepressionRating,  False.
HighReductionInHamiltonDepressionScore SubClassOf WeightLoss,  False.
HighReductionInHamiltonDepressionScore SubClassOf Gender,  False.
HighReductionInHamiltonDepressionScore SubClassOf HamiltonAnxietyScore,  False.
HighReductionInHamiltonDepressionScore SubClassOf SatietyDecrease,  False.
HighReductionInHamiltonDepressionScore SubClassOf Weigth,  False.
HighReductionInHamiltonDepressionScore SubClassOf Race,  False.
HighReductionInHamiltonDepressionScore SubClassOf WeigthGain,  False.
HighReductionInHamiltonDepressionScore SubClassOf AsthmaFrequency,  False.
HighReductionInHamiltonDepressionScore SubClassOf DecreasedGeneExpression,  False.
HighReductionInHamiltonDepressionScore SubClassOf PharmacodynamicMeasure,  True.
HighReductionInHamiltonDepressionScore SubClassOf ASAAMeasure and ChildDepressionScore and HamiltonDepressionMeasure and HighHamiltonDepressionScore and PharmacodynamicMeasure,  True:
HighReductionInHamiltonDepressionScore SubClassOf ModerateRemission,  False.
HighReductionInHamiltonDepressionScore SubClassOf TissueMeasure,  False.
HighReductionInHamiltonDepressionScore SubClassOf MontgomeryAsbergDepressionRating,  False.
HighReductionInHamiltonDepressionScore SubClassOf HighReductionInChildDepressionScore,  False.
HighReductionInHamiltonDepressionScore SubClassOf ZeroRemission,  False.
HighReductionInHamiltonDepressionScore SubClassOf DoseFrequency,  False.
HighReductionInHamiltonDepressionScore SubClassOf HamiltonAnxietyScoreDifference,  False.
HighReductionInHamiltonDepressionScore SubClassOf DrugEfficacy,  False.
HighReductionInHamiltonDepressionScore SubClassOf WeightMeasure,  False.
HighReductionInHamiltonDepressionScore SubClassOf CoagulationProfile,  False.
HighReductionInHamiltonDepressionScore SubClassOf LowReductionInHamiltonDepressionScore,  False.
HighReductionInHamiltonDepressionScore SubClassOf BloodPressure,  False.
HighReductionInHamiltonDepressionScore SubClassOf PulmonaryFunctionMeasure,  False.
HighReductionInHamiltonDepressionScore SubClassOf SatietyIncrease,  False.
HighReductionInHamiltonDepressionScore SubClassOf DiseaseSusceptibilityOdds,  False.
HighReductionInHamiltonDepressionScore SubClassOf LowHamiltonDepressionScore,  False.
HighReductionInHamiltonDepressionScore SubClassOf BoneMineralDensity,  False.
HighReductionInHamiltonDepressionScore SubClassOf NormalGeneExpression,  False.
HighReductionInHamiltonDepressionScore SubClassOf ReninAngiotensinSystemMeasure,  False.
HighReductionInHamiltonDepressionScore SubClassOf BloodSerumProteinCount,  False.
HighReductionInHamiltonDepressionScore SubClassOf AnxietyMeasure,  False.
HighReductionInHamiltonDepressionScore SubClassOf HamiltonDepressionScore,  False.
HighReductionInHamiltonDepressionScore SubClassOf SideEffectRate,  False.
HighReductionInHamiltonDepressionScore SubClassOf DepressionMeasure,  True.
HighReductionInHamiltonDepressionScore SubClassOf ASAAMeasure and ChildDepressionScore and DepressionMeasure and HamiltonDepressionMeasure and HighHamiltonDepressionScore,  True:
HighReductionInHamiltonDepressionScore SubClassOf GeneExpression,  False.
HighReductionInHamiltonDepressionScore SubClassOf Dose,  False.
HighReductionInHamiltonDepressionScore SubClassOf SatietyMeasure,  False.
HighReductionInHamiltonDepressionScore SubClassOf LowerDiseaseSusceptibilityOdds,  False.
HighReductionInHamiltonDepressionScore SubClassOf SideEffectFrequency,  False.
HighReductionInHamiltonDepressionScore SubClassOf MyocardialInfarctionFrequency,  False.
HighReductionInHamiltonDepressionScore SubClassOf ZeroDrugEfficacy,  False.
HighReductionInHamiltonDepressionScore SubClassOf Satiety,  False.
HighReductionInHamiltonDepressionScore SubClassOf ClinicalOutcomeMeasure,  True.
HighReductionInHamiltonDepressionScore SubClassOf ASAAMeasure and ChildDepressionScore and ClinicalOutcomeMeasure and HamiltonDepressionMeasure and HighHamiltonDepressionScore,  True:
HighReductionInHamiltonDepressionScore SubClassOf LipidProfile,  False.
HighReductionInHamiltonDepressionScore SubClassOf BodyMassIndexDecrease,  False.
HighReductionInHamiltonDepressionScore SubClassOf HighDrugEfficacy,  False.
HighReductionInHamiltonDepressionScore SubClassOf BodyMassIndexIncrease,  False.
HighReductionInHamiltonDepressionScore SubClassOf _24HourBloodPressure,  False.
HighReductionInHamiltonDepressionScore SubClassOf BodyMassIndex,  False.
HighReductionInHamiltonDepressionScore SubClassOf DrugEfficacyMeasure,  False.
HighReductionInHamiltonDepressionScore SubClassOf BiophysicalMeasure,  False.
HighReductionInHamiltonDepressionScore SubClassOf ChildDepressionScoreDifference,  False.
HighReductionInHamiltonDepressionScore SubClassOf LowReductionInHamiltonAnxietyScore,  False.
HighReductionInHamiltonDepressionScore SubClassOf ChildDepressionMeasure,  True.
HighReductionInHamiltonDepressionScore SubClassOf ASAAMeasure and ChildDepressionMeasure and ChildDepressionScore and HamiltonDepressionMeasure and HighHamiltonDepressionScore,  True for
HighReductionInHamiltonDepressionScore SubClassOf HamiltonDepressionScoreDifference,  False.
HighReductionInHamiltonDepressionScore SubClassOf HighRemissionOddsRatio,  False.
HighReductionInHamiltonDepressionScore SubClassOf LowDrugEfficacy,  False.
HighReductionInHamiltonDepressionScore SubClassOf ErythromycinClearanceMeasure,  False.
HighReductionInHamiltonDepressionScore SubClassOf LowReductionInMontgomeryAsbergDepressionRating,  False.
HighReductionInHamiltonDepressionScore SubClassOf ModerateReductionInChildDepressionScore,  False.
HighReductionInHamiltonDepressionScore SubClassOf ASAAConcentration,  False.
HighReductionInHamiltonDepressionScore SubClassOf ModerateReductionInHamiltonDepressionScore,  False.
HighReductionInHamiltonDepressionScore SubClassOf SimilarRemissionOddsRatio,  False.
HighReductionInHamiltonDepressionScore SubClassOf EventFreeSurvivalTime,  False.
HighReductionInHamiltonDepressionScore SubClassOf LowRemissionOddsRatio,  False.
HighReductionInHamiltonDepressionScore SubClassOf HomocysteineLevel,  False.
HighReductionInHamiltonDepressionScore SubClassOf SideEffectMeasure,  True.
HighReductionInHamiltonDepressionScore SubClassOf ASAAMeasure and ChildDepressionScore and HamiltonDepressionMeasure and HighHamiltonDepressionScore and SideEffectMeasure,  True\n
HighReductionInHamiltonDepressionScore SubClassOf RemissionOddsRatio,  False.
HighReductionInHamiltonDepressionScore SubClassOf ASAAMeasure and ChildDepressionScore and HamiltonDepressionMeasure and HighHamiltonDepressionScore and PharmacodynamicMeasure and SideEffectMeasure,  True:
HighReductionInHamiltonDepressionScore SubClassOf ASAAMeasure and ChildDepressionScore and DepressionMeasure and HamiltonDepressionMeasure and HighHamiltonDepressionScore and SideEffectMeasure,  True:
HighReductionInHamiltonDepressionScore SubClassOf ASAAMeasure and ChildDepressionScore and ClinicalOutcomeMeasure and HamiltonDepressionMeasure and HighHamiltonDepressionScore and SideEffectMeasure,  True\n
HighReductionInHamiltonDepressionScore SubClassOf ASAAMeasure and ChildDepressionMeasure and ChildDepressionScore and ClinicalOutcomeMeasure and HamiltonDepressionMeasure and HighHamiltonDepressionScore and SideEffectMeasure,  True\n
ASAAConcentrationDecrease and ASAAMeasure SubClassOf WeightMeasure,  True.
ASAAConcentrationDecrease and ASAAMeasure SubClassOf ChildDepressionScore,  True
ASAAConcentrationDecrease SubClassOf ChildDepressionScore,  False.
ASAAMeasure SubClassOf ChildDepressionScore,  False.
BloodSerumProteinCount and ChildDepressionScore SubClassOf AirwayResponsivenessUsingMethacholine,  False.
HighRemissionOddsRatio and LowRemissionOddsRatio SubClassOf BodyMassIndexDifference,  False.
HighReductionInHamiltonAnxietyScore and HighRemissionOddsRatio SubClassOf HighReductionInChildDepressionScore,  False.
MontgomeryAsbergDepressionRating and PulmonaryFunctionMeasure SubClassOf LowReductionInHamiltonDepressionScore,  False.
ASAAConcentrationIncrease and SimilarDiseaseSusceptibilityOdds SubClassOf ChildDepressionMeasure,  False.
HighHamiltonDepressionScore and RemissionMeasure SubClassOf CognitiveMeasure,  False.
LowRemissionOddsRatio and ZeroDrugEfficacy SubClassOf LowDrugEfficacy,  True.
LowRemissionOddsRatio and ZeroDrugEfficacy SubClassOf ChildDepressionScore,  False.
LowRemissionOddsRatio and ZeroDrugEfficacy SubClassOf MolecularMeasure,  False.
LowRemissionOddsRatio and ZeroDrugEfficacy SubClassOf RemissionFrequency,  True\n
ZeroDrugEfficacy SubClassOf RemissionFrequency,  False.
LowRemissionOddsRatio SubClassOf RemissionFrequency,  True\n
LowRemissionOddsRatio SubClassOf ChildDepressionScore,  False.
LowRemissionOddsRatio SubClassOf MolecularMeasure,  True.
LowRemissionOddsRatio SubClassOf MolecularMeasure and RemissionFrequency,  False\n
LowRemissionOddsRatio SubClassOf SatietyFrequency,  False.
LowRemissionOddsRatio SubClassOf ModerateReductionInHamiltonAnxietyScore,  False.
LowRemissionOddsRatio SubClassOf ASAAConcentrationIncrease,  False.
LowRemissionOddsRatio SubClassOf ERVisitFrequency,  False.
LowRemissionOddsRatio SubClassOf ForcedExperiatoryVolume,  False.
LowRemissionOddsRatio SubClassOf DailyBloodPressure,  False.
LowRemissionOddsRatio SubClassOf HighRemission,  False.
LowRemissionOddsRatio SubClassOf WeigthDifference,  False.
LowRemissionOddsRatio SubClassOf GeneExpressionDifference,  False.
LowRemissionOddsRatio SubClassOf ExerciseResponse,  False.
LowRemissionOddsRatio SubClassOf NeoplasmFrequency,  False.
LowRemissionOddsRatio SubClassOf GenotypeMeasure,  True.
LowRemissionOddsRatio SubClassOf GenotypeMeasure and RemissionFrequency,  True,
LowRemissionOddsRatio SubClassOf HighReductionInMontgomeryAsbergDepressionRating,  False.
LowRemissionOddsRatio SubClassOf QualityOfLife,  False.
LowRemissionOddsRatio SubClassOf AirwayResponsivenessUsingMethacholine,  False.
LowRemissionOddsRatio SubClassOf HighReductionInHamiltonAnxietyScore,  False.
LowRemissionOddsRatio SubClassOf ModerateHamiltonDepressionScore,  False.
LowRemissionOddsRatio SubClassOf LowReductionInChildDepressionScore,  False.
LowRemissionOddsRatio SubClassOf BodyMassIndexDifference,  False.
LowRemissionOddsRatio SubClassOf HighHamiltonDepressionScore,  False.
LowRemissionOddsRatio SubClassOf HigherDiseaseSusceptibiltyOdds,  False.
LowRemissionOddsRatio SubClassOf ForcedVitalCapacity,  False.
LowRemissionOddsRatio SubClassOf HamiltonDepressionMeasure,  False.
LowRemissionOddsRatio SubClassOf PlasmaDrugConcentration,  False.
LowRemissionOddsRatio SubClassOf ElectrocardiogramQTInterval,  False.
LowRemissionOddsRatio SubClassOf PharmacokineticMeasure,  True\n
LowRemissionOddsRatio SubClassOf GenotypeMeasure and PharmacokineticMeasure and RemissionFrequency,  False\n
LowRemissionOddsRatio SubClassOf LowMontgomeryAsbergDepressionRating,  False.
LowRemissionOddsRatio SubClassOf RemissionMeasure,  True
LowRemissionOddsRatio SubClassOf GenotypeMeasure and RemissionFrequency and RemissionMeasure,  True,
LowRemissionOddsRatio SubClassOf BiologicalMeasure,  True.
LowRemissionOddsRatio SubClassOf BiologicalMeasure and GenotypeMeasure and RemissionFrequency and RemissionMeasure,  False.
LowRemissionOddsRatio SubClassOf GeneExpressionMeasure,  False.
LowRemissionOddsRatio SubClassOf CellCount,  False.
LowRemissionOddsRatio SubClassOf ASAAMeasure,  True.
LowRemissionOddsRatio SubClassOf ASAAMeasure and GenotypeMeasure and RemissionFrequency and RemissionMeasure,  True\n
LowRemissionOddsRatio SubClassOf PopulationVariation,  False.
LowRemissionOddsRatio SubClassOf MetabolicMeasure,  False.
LowRemissionOddsRatio SubClassOf TaxonomicMeasure,  True
LowRemissionOddsRatio SubClassOf ASAAMeasure and GenotypeMeasure and RemissionFrequency and RemissionMeasure and TaxonomicMeasure,  True\n
LowRemissionOddsRatio SubClassOf LowRemission,  True.
LowRemissionOddsRatio SubClassOf ASAAMeasure and GenotypeMeasure and LowRemission and RemissionFrequency and RemissionMeasure and TaxonomicMeasure,  True,
LowRemissionOddsRatio SubClassOf DrugClearance,  False.
LowRemissionOddsRatio SubClassOf ASAAConcentrationDifference,  False.
LowRemissionOddsRatio SubClassOf MontgomeryAsbergDepressionRatingDifference,  False.
LowRemissionOddsRatio SubClassOf ASAAConcentrationDecrease,  False.
LowRemissionOddsRatio SubClassOf ModerateMontgomeryAsbergDepressionRating,  False.
LowRemissionOddsRatio SubClassOf BodyMassIndexMeasure,  False.
LowRemissionOddsRatio SubClassOf IncreasedGeneExpression,  False.
LowRemissionOddsRatio SubClassOf PathogenCount,  False.
LowRemissionOddsRatio SubClassOf SimilarDiseaseSusceptibilityOdds,  False.
LowRemissionOddsRatio SubClassOf SatietyDifference,  False.
LowRemissionOddsRatio SubClassOf DiseaseFrequency,  True.
LowRemissionOddsRatio SubClassOf ASAAMeasure and DiseaseFrequency and GenotypeMeasure and LowRemission and RemissionFrequency and RemissionMeasure and TaxonomicMeasure,  True\n
LowRemissionOddsRatio SubClassOf MontgomeryAsbergDepressionMeasure,  False.
LowRemissionOddsRatio SubClassOf CognitiveMeasure,  True
LowRemissionOddsRatio SubClassOf ASAAMeasure and CognitiveMeasure and DiseaseFrequency and GenotypeMeasure and LowRemission and RemissionFrequency and RemissionMeasure and TaxonomicMeasure,  True:
LowRemissionOddsRatio SubClassOf ModerateReductionInMontgomeryAsbergDepressionRating,  False.
LowRemissionOddsRatio SubClassOf HighMontgomeryAsbergDepressionRating,  False.
LowRemissionOddsRatio SubClassOf WeightLoss,  False.
LowRemissionOddsRatio SubClassOf Gender,  False.
LowRemissionOddsRatio SubClassOf HamiltonAnxietyScore,  False.
LowRemissionOddsRatio SubClassOf SatietyDecrease,  True\n
LowRemissionOddsRatio SubClassOf ASAAMeasure and DiseaseFrequency and GenotypeMeasure and LowRemission and RemissionFrequency and RemissionMeasure and SatietyDecrease and TaxonomicMeasure,  True\n
LowRemissionOddsRatio SubClassOf Weigth,  False.
LowRemissionOddsRatio SubClassOf Race,  False.
LowRemissionOddsRatio SubClassOf WeigthGain,  False.
LowRemissionOddsRatio SubClassOf AsthmaFrequency,  True.
LowRemissionOddsRatio SubClassOf ASAAMeasure and AsthmaFrequency and DiseaseFrequency and GenotypeMeasure and LowRemission and RemissionFrequency and RemissionMeasure and SatietyDecrease and TaxonomicMeasure,  True:
LowRemissionOddsRatio SubClassOf DecreasedGeneExpression,  False.
LowRemissionOddsRatio SubClassOf PharmacodynamicMeasure,  True.
LowRemissionOddsRatio SubClassOf ASAAMeasure and DiseaseFrequency and GenotypeMeasure and LowRemission and PharmacodynamicMeasure and RemissionFrequency and RemissionMeasure and SatietyDecrease and TaxonomicMeasure,  True\n
LowRemissionOddsRatio SubClassOf ModerateRemission,  False.
LowRemissionOddsRatio SubClassOf TissueMeasure,  False.
LowRemissionOddsRatio SubClassOf MontgomeryAsbergDepressionRating,  False.
LowRemissionOddsRatio SubClassOf HighReductionInChildDepressionScore,  False.
LowRemissionOddsRatio SubClassOf ZeroRemission,  False.
LowRemissionOddsRatio SubClassOf DoseFrequency,  False.
LowRemissionOddsRatio SubClassOf HamiltonAnxietyScoreDifference,  False.
LowRemissionOddsRatio SubClassOf DrugEfficacy,  False.
LowRemissionOddsRatio SubClassOf WeightMeasure,  False.
LowRemissionOddsRatio SubClassOf CoagulationProfile,  False.
LowRemissionOddsRatio SubClassOf LowReductionInHamiltonDepressionScore,  False.
LowRemissionOddsRatio SubClassOf BloodPressure,  False.
LowRemissionOddsRatio SubClassOf PulmonaryFunctionMeasure,  True
LowRemissionOddsRatio SubClassOf ASAAMeasure and DiseaseFrequency and GenotypeMeasure and LowRemission and PharmacodynamicMeasure and PulmonaryFunctionMeasure and RemissionFrequency and RemissionMeasure and SatietyDecrease and TaxonomicMeasure,  True.
LowRemissionOddsRatio SubClassOf SatietyIncrease,  False.
LowRemissionOddsRatio SubClassOf DiseaseSusceptibilityOdds,  False.
LowRemissionOddsRatio SubClassOf LowHamiltonDepressionScore,  False.
